,player,GMM_Cluster_0,GMM_Cluster_1,GMM_Cluster_2,GMM_Cluster_3,GMM_Cluster
52,Alexey Vatutin,0.9995673130512671,4.653229329716887e-14,1.1754142994849082e-07,0.0004325694072565538,0
53,Alexis Galarneau,0.9550822633078121,0.033881390139559625,5.908684511853376e-06,0.011030437868116173,0
54,Aljaz Bedene,0.0009745482748058317,0.9976061951773791,2.2359095418729637e-05,0.001396897452396283,1
55,Altug Celikbilek,0.9998707927001624,1.4336716489676655e-09,0.00012915950730279702,4.63588630689168e-08,0
56,Alvaro Guillen Meza,0.9632203506543628,0.015661637170593542,2.5888365334334626e-05,0.021092123809709352,0
57,Amir Weintraub,0.9999560926854728,6.417123854803551e-13,2.791058913089374e-05,1.5996724754998702e-05,0
58,Andre Agassi,1.1553144148602957e-09,0.9969190014479695,1.3642181474754919e-05,0.003067355215241259,1
59,Andrea Arnaboldi,4.4074963034489827e-07,2.620491737381605e-92,0.9999995592503707,1.4897415903213944e-30,2
60,Andrea Collarini,0.0,3.4736160315840085e-31,0.00011783035070940808,0.99988216964929,3
61,Andrea Pellegrino,0.0,0.0,3.1186542283108836e-18,1.0,3
62,Andrea Vavassori,1.0678372069880623e-124,4.462203914615773e-05,0.999955377958246,2.6084033784981658e-12,2
63,Andreas Haider Maurer,0.6183497039480579,0.37779665696303394,5.0201804329916563e-05,0.0038034372845784964,0
64,Andreas Seppi,0.03832419578584929,0.9595098501553968,1.0052432833421609e-05,0.002155901625920509,1
65,Andreas Vinciguerra,0.9577967796112447,0.04078064189615102,0.001420502310506393,2.076182098062393e-06,0
66,Andrei Pavel,0.9979858644141238,1.6966958065438263e-05,0.001996612575749861,5.56052060767724e-07,0
67,Andrei Stoliarov,0.9987428220037238,0.0011677683000677489,8.88535365627284e-05,5.561596460112973e-07,0
68,Andrej Martin,5.507046240178898e-295,0.0003389177777607789,0.011802596564203032,0.9878584856580362,3
69,Andres Artunedo,0.9999998151215348,1.3701102815470955e-47,7.91452416241006e-12,1.8487055102576081e-07,0
70,Andrew Harris,0.9983141508849996,6.8357898769246025e-06,5.325169942789101e-05,0.0016257616256955673,0
71,Andrey Golubev,0.0,0.000521772601136615,0.022723725172175517,0.9767545022266875,3
72,Andrey Kuznetsov,0.9978808837139358,4.030974601102146e-06,0.001167951326706447,0.0009471339847564747,0
73,Andrey Rublev,0.0784040958884394,0.9210117967569712,0.0005093161142049245,7.479124038467822e-05,1
74,Andy Murray,0.011822091497132804,0.987597481318747,5.6252963094631765e-06,0.0005748018878106015,1
