player,first_in_percent,first_won_percent,second_won_percent,return_points_won_percent,winners_percent,unforced_percent,df_percent,aces_and_unret_percentage,winners_per_point,forced_per_point,unforced_per_point,net_frequency,net_winner_rate,net_unforced_rate,net_forced_rate,net_points_won_ratio,forehand_side_shot_usage_pct,forehand_side_winner_pct,forehand_side_induced_forced_pct,forehand_side_unforced_pct,backhand_side_shot_usage_pct,backhand_side_winner_pct,backhand_side_induced_forced_pct,backhand_side_unforced_pct,forehand_groundstroke_shot_usage_pct,forehand_groundstroke_winner_pct,forehand_groundstroke_induced_forced_pct,forehand_groundstroke_unforced_pct,backhand_groundstroke_shot_usage_pct,backhand_groundstroke_winner_pct,backhand_groundstroke_induced_forced_pct,backhand_groundstroke_unforced_pct,forehand_slice_shot_usage_pct,forehand_slice_winner_pct,forehand_slice_induced_forced_pct,forehand_slice_unforced_pct,backhand_slice_shot_usage_pct,backhand_slice_winner_pct,backhand_slice_induced_forced_pct,backhand_slice_unforced_pct,forehand_volley_shot_usage_pct,forehand_volley_winner_pct,forehand_volley_induced_forced_pct,forehand_volley_unforced_pct,backhand_volley_shot_usage_pct,backhand_volley_winner_pct,backhand_volley_induced_forced_pct,backhand_volley_unforced_pct,overhead_smash_shot_usage_pct,overhead_smash_winner_pct,overhead_smash_induced_forced_pct,overhead_smash_unforced_pct,backhand_overhead_smash_shot_usage_pct,backhand_overhead_smash_winner_pct,backhand_overhead_smash_induced_forced_pct,backhand_overhead_smash_unforced_pct,forehand_drop_shot_shot_usage_pct,forehand_drop_shot_winner_pct,forehand_drop_shot_induced_forced_pct,forehand_drop_shot_unforced_pct,backhand_drop_shot_shot_usage_pct,backhand_drop_shot_winner_pct,backhand_drop_shot_induced_forced_pct,backhand_drop_shot_unforced_pct,forehand_lob_shot_usage_pct,forehand_lob_winner_pct,forehand_lob_induced_forced_pct,forehand_lob_unforced_pct,backhand_lob_shot_usage_pct,backhand_lob_winner_pct,backhand_lob_induced_forced_pct,backhand_lob_unforced_pct,forehand_half_volley_shot_usage_pct,forehand_half_volley_winner_pct,forehand_half_volley_induced_forced_pct,forehand_half_volley_unforced_pct,backhand_half_volley_shot_usage_pct,backhand_half_volley_winner_pct,backhand_half_volley_induced_forced_pct,backhand_half_volley_unforced_pct,forehand_swinging_volley_shot_usage_pct,forehand_swinging_volley_winner_pct,forehand_swinging_volley_induced_forced_pct,forehand_swinging_volley_unforced_pct,backhand_swinging_volley_shot_usage_pct,backhand_swinging_volley_winner_pct,backhand_swinging_volley_induced_forced_pct,backhand_swinging_volley_unforced_pct
Abedallah Shelbayh,0.5933333333333334,0.6404494382022472,0.5245901639344263,0.3150684931506849,0.1756756756756756,0.1993243243243243,0.02,0.08,0.3539823008849557,0.1504424778761062,0.495575221238938,0.052516411,0.541666667,0.041666667,0.083333333,0.833333333,57.98687089715536,12.075471698113208,1.8867924528301887,13.58490566037736,41.13785557986871,4.25531914893617,5.851063829787234,10.638297872340424,49.23413566739606,7.555555555555555,2.2222222222222223,13.77777777777778,30.63457330415755,2.142857142857143,5.714285714285714,12.142857142857142,2.62582056892779,8.333333333333332,0.0,0.0,5.908096280087528,3.7037037037037033,3.7037037037037033,7.4074074074074066,0.87527352297593,75.0,0.0,25.0,2.1881838074398248,20.0,10.0,0.0,1.312910284463895,100.0,0.0,0.0,0.2188183807439825,100.0,0.0,0.0,2.844638949671773,23.07692307692308,0.0,30.76923076923077,1.5317286652078774,14.285714285714285,0.0,14.285714285714285,0.6564551422319475,33.33333333333333,0.0,0.0,0.437636761487965,0.0,0.0,0.0,,,,,0.2188183807439825,0.0,100.0,0.0,0.437636761487965,50.0,0.0,0.0,,,,
Adam Pavlasek,0.5425531914893617,0.7352941176470589,0.4883720930232558,0.3693181818181818,0.1456043956043956,0.25,0.026595744680851,0.1170212765957446,0.2137931034482758,0.193103448275862,0.593103448275862,0.037643208,0.347826087,0.086956522,0.217391304,0.739130435,44.35351882160393,8.118081180811808,5.904059040590406,14.391143911439114,55.64648117839607,2.647058823529412,3.5294117647058822,13.823529411764708,38.62520458265139,6.779661016949152,5.508474576271186,15.677966101694915,42.71685761047464,1.532567049808429,3.065134099616858,14.942528735632186,2.9459901800327333,0.0,0.0,5.555555555555555,9.983633387888707,1.639344262295082,1.639344262295082,9.836065573770492,1.309328968903437,62.5,12.5,0.0,1.309328968903437,25.0,37.5,12.5,0.8183306055646482,20.0,0.0,20.0,0.1636661211129296,0.0,0.0,0.0,0.3273322422258592,0.0,50.0,0.0,0.9819967266775778,33.33333333333333,0.0,16.666666666666664,0.1636661211129296,0.0,0.0,0.0,0.4909983633387889,0.0,0.0,0.0,,,,,,,,,0.1636661211129296,0.0,100.0,0.0,,,,
Adam Walton,0.6304347826086957,0.6724137931034483,0.4705882352941176,0.3596491228070175,0.0825242718446602,0.1116504854368932,0.0,0.0108695652173913,0.2666666666666666,0.35,0.3833333333333333,0.037634409,0.5,0.142857143,0.071428571,0.714285714,47.31182795698925,6.25,7.386363636363637,7.386363636363637,52.68817204301075,2.5510204081632653,4.081632653061225,5.1020408163265305,41.935483870967744,3.8461538461538463,8.333333333333332,7.051282051282051,44.623655913978496,0.6024096385542169,4.216867469879518,6.024096385542169,2.1505376344086025,0.0,0.0,0.0,5.10752688172043,5.263157894736842,0.0,0.0,1.6129032258064515,50.0,0.0,33.33333333333333,0.8064516129032258,33.33333333333333,0.0,0.0,0.8064516129032258,66.66666666666666,0.0,0.0,0.2688172043010753,100.0,0.0,0.0,,,,,,,,,0.8064516129032258,0.0,0.0,0.0,1.6129032258064515,16.666666666666664,0.0,0.0,,,,,0.2688172043010753,0.0,100.0,0.0,,,,,,,,
Adrian Andreev,0.6405990016638935,0.6571428571428571,0.4768518518518518,0.4042553191489361,0.1368515205724508,0.1690518783542039,0.0316139767054908,0.0415973377703826,0.3099273607748184,0.2784503631961259,0.4116222760290557,0.036818182,0.345679012,0.111111111,0.135802469,0.716049383,48.95454545454545,9.5636025998143,7.242339832869081,8.72794800371402,50.95454545454545,2.230151650312221,3.300624442462088,6.779661016949152,43.54545454545454,7.411273486430063,6.993736951983298,9.08141962421712,41.0,2.549889135254989,2.993348115299334,7.206208425720622,1.818181818181818,5.0,0.0,2.5,7.727272727272727,0.0,1.7647058823529411,4.117647058823529,0.8181818181818182,44.44444444444444,11.11111111111111,5.555555555555555,0.3181818181818182,0.0,28.57142857142857,28.57142857142857,1.8636363636363635,41.46341463414634,14.634146341463412,12.195121951219512,,,,,0.1818181818181818,50.0,25.0,0.0,1.2727272727272727,7.142857142857142,14.285714285714285,3.571428571428571,0.2727272727272727,0.0,33.33333333333333,0.0,0.4090909090909091,0.0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.4090909090909091,33.33333333333333,0.0,0.0,0.1363636363636363,0.0,33.33333333333333,33.33333333333333
Adrian Garcia,0.5371900826446281,0.7230769230769231,0.5178571428571429,0.2523364485981308,0.1578947368421052,0.2149122807017544,0.0909090909090909,0.0826446280991735,0.3170731707317073,0.2195121951219512,0.4634146341463415,0.027888446,0.428571429,0.142857143,0.142857143,0.571428571,58.964143426294825,12.837837837837837,7.432432432432432,18.24324324324324,41.03585657370518,6.796116504854369,6.796116504854369,10.679611650485436,55.77689243027888,10.0,7.857142857142857,18.571428571428573,36.65338645418327,4.3478260869565215,5.434782608695652,11.956521739130435,,,,,2.3904382470119523,0.0,16.666666666666664,0.0,1.195219123505976,33.33333333333333,0.0,33.33333333333333,0.796812749003984,50.0,50.0,0.0,,,,,,,,,1.195219123505976,100.0,0.0,0.0,1.195219123505976,66.66666666666666,0.0,0.0,,,,,,,,,0.398406374501992,0.0,0.0,0.0,,,,,0.398406374501992,100.0,0.0,0.0,,,,
Adrian Mannarino,0.6112617309697602,0.6796315250767656,0.5171673819742489,0.3514316012725345,0.1321766561514195,0.1861198738170347,0.0321167883211678,0.0796663190823774,0.2641908212560386,0.2472826086956521,0.4879227053140096,0.032981814,0.412724307,0.11908646,0.102773246,0.662316476,54.27203271279457,5.422821453355804,4.441360166551006,9.348666600574996,45.65802216722264,3.853405609238746,4.371906669809097,7.918925288710818,49.95157645539653,3.6514433433864713,4.243860404997846,9.295562257647566,40.08393414397934,2.926174496644295,4.25503355704698,8.04026845637584,1.4042827935004842,2.2988505747126435,1.532567049808429,5.747126436781609,3.46497363607016,0.7763975155279503,2.7950310559006213,5.900621118012422,0.9469493166899816,41.47727272727273,7.954545454545454,17.613636363636363,0.9092865597761756,39.64497041420118,11.83431952662722,12.42603550295858,0.8931453782416874,54.81927710843374,6.626506024096386,7.228915662650602,0.0484235446034649,22.22222222222222,22.22222222222222,0.0,0.511137415258797,23.157894736842103,12.63157894736842,15.789473684210526,0.4035295383622082,25.333333333333336,6.666666666666667,12.0,0.2205961476380071,12.195121951219512,2.4390243902439024,0.0,0.5918433229312385,6.363636363636363,4.545454545454546,2.727272727272727,0.2851608737759604,15.09433962264151,16.9811320754717,5.660377358490567,0.1129882707414182,23.809523809523807,14.285714285714285,4.761904761904762,0.0591843322931238,27.27272727272727,27.27272727272727,36.36363636363637,0.0430431507586355,50.0,12.5,12.5
Adrian Voinea,0.6190476190476191,0.5,0.625,0.3478260869565217,0.0909090909090909,0.1704545454545454,0.0476190476190476,0.0952380952380952,0.1818181818181818,0.2272727272727272,0.5909090909090909,0.034482759,0.0,0.0,0.0,0.0,55.172413793103445,6.25,6.25,20.833333333333336,44.82758620689656,2.564102564102564,5.128205128205128,7.6923076923076925,51.72413793103448,6.666666666666667,6.666666666666667,22.22222222222222,13.79310344827586,0.0,16.666666666666664,0.0,1.1494252873563218,0.0,0.0,0.0,29.88505747126437,3.8461538461538463,0.0,11.538461538461538,2.2988505747126435,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrien Bossel,0.5476190476190477,0.6086956521739131,0.2105263157894736,0.2222222222222222,0.0641025641025641,0.2435897435897435,0.0238095238095238,0.0238095238095238,0.1333333333333333,0.2666666666666666,0.6,0.026785714,0.0,0.333333333,0.333333333,0.333333333,54.46428571428571,4.918032786885246,3.278688524590164,13.114754098360656,45.535714285714285,1.96078431372549,11.76470588235294,19.607843137254903,50.0,5.357142857142857,3.571428571428571,12.5,36.60714285714285,2.4390243902439024,12.195121951219512,17.073170731707318,3.571428571428571,0.0,0.0,0.0,2.6785714285714284,0.0,0.0,0.0,,,,,1.7857142857142856,0.0,50.0,50.0,,,,,,,,,0.8928571428571428,0.0,0.0,100.0,2.6785714285714284,0.0,0.0,66.66666666666666,,,,,0.8928571428571428,0.0,0.0,0.0,,,,,,,,,,,,,0.8928571428571428,0.0,0.0,0.0
Agustin Calleri,0.5357142857142857,0.7111111111111111,0.4358974358974359,0.3369565217391304,0.1988636363636363,0.3068181818181818,0.0714285714285714,0.0476190476190476,0.3069306930693069,0.2178217821782178,0.4752475247524752,0.078282828,0.419354839,0.096774194,0.161290323,0.677419355,38.63636363636363,13.725490196078432,5.88235294117647,13.725490196078432,61.36363636363637,4.11522633744856,5.349794238683128,11.11111111111111,33.33333333333333,8.333333333333332,5.303030303030303,14.393939393939394,51.76767676767676,3.414634146341464,3.902439024390244,11.707317073170731,,,,,5.05050505050505,0.0,0.0,0.0,2.525252525252525,50.0,10.0,0.0,2.7777777777777777,27.27272727272727,18.181818181818183,9.090909090909092,1.0101010101010102,75.0,0.0,25.0,0.2525252525252525,0.0,100.0,0.0,0.5050505050505051,0.0,50.0,0.0,0.7575757575757576,0.0,33.33333333333333,66.66666666666666,0.5050505050505051,0.0,0.0,0.0,0.2525252525252525,0.0,0.0,0.0,,,,,0.5050505050505051,0.0,50.0,0.0,0.7575757575757576,66.66666666666666,0.0,33.33333333333333,,,,
Agustin Velotti,0.4888888888888889,0.9090909090909092,0.5217391304347826,0.5483870967741935,0.102803738317757,0.1308411214953271,0.1111111111111111,0.0888888888888888,0.3043478260869565,0.3043478260869565,0.391304347826087,0.016042781,0.666666667,0.0,0.0,0.666666667,46.524064171122994,4.597701149425287,6.896551724137931,6.896551724137931,53.475935828877006,3.0,1.0,3.0,35.82887700534759,4.477611940298507,8.955223880597014,8.955223880597014,37.96791443850268,2.8169014084507045,1.4084507042253522,2.8169014084507045,9.62566844919786,0.0,0.0,0.0,14.43850267379679,0.0,0.0,3.7037037037037033,0.53475935828877,100.0,0.0,0.0,0.53475935828877,100.0,0.0,0.0,0.53475935828877,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.53475935828877,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Aisam Ul Haq Qureshi,0.7127659574468085,0.7014925373134329,0.4814814814814814,0.2962962962962963,0.2227722772277227,0.1485148514851485,0.0106382978723404,0.202127659574468,0.40625,0.140625,0.453125,0.180672269,0.348837209,0.162790698,0.093023256,0.651162791,46.21848739495798,10.0,4.545454545454546,11.818181818181818,53.78151260504202,11.71875,3.125,12.5,37.81512605042017,3.333333333333333,3.333333333333333,12.22222222222222,18.067226890756302,13.953488372093023,0.0,11.627906976744184,0.8403361344537815,0.0,0.0,0.0,24.789915966386555,3.389830508474576,3.389830508474576,10.16949152542373,4.621848739495799,36.36363636363637,18.181818181818183,9.090909090909092,7.9831932773109235,21.052631578947366,10.526315789473683,26.31578947368421,2.100840336134454,80.0,0.0,20.0,0.4201680672268907,100.0,0.0,0.0,,,,,,,,,0.4201680672268907,0.0,0.0,0.0,,,,,0.4201680672268907,0.0,0.0,0.0,2.5210084033613445,33.33333333333333,0.0,0.0,,,,,,,,
Akira Santillan,0.6111111111111112,0.7575757575757576,0.4285714285714285,0.5660377358490566,0.1682242990654205,0.2336448598130841,0.1111111111111111,0.1111111111111111,0.3428571428571428,0.1142857142857142,0.5428571428571428,0.035502959,0.666666667,0.166666667,0.0,0.833333333,47.92899408284024,9.876543209876544,4.938271604938271,13.580246913580249,52.071005917159766,4.545454545454546,0.0,9.090909090909092,42.60355029585799,6.944444444444445,5.555555555555555,12.5,21.89349112426036,8.108108108108109,0.0,10.81081081081081,1.183431952662722,0.0,0.0,0.0,27.810650887573964,0.0,0.0,6.382978723404255,1.183431952662722,0.0,0.0,50.0,0.591715976331361,100.0,0.0,0.0,1.7751479289940828,100.0,0.0,0.0,,,,,1.183431952662722,0.0,0.0,50.0,1.183431952662722,0.0,0.0,50.0,,,,,0.591715976331361,0.0,0.0,0.0,,,,,,,,,,,,,,,,
