player,net_frequency,net_winner_rate,net_unforced_rate,net_forced_rate,net_points_won_ratio
Brandon Holt,0.027616279,0.473684211,0.105263158,0.105263158,0.842105263
Brandon Nakashima,0.040769335,0.465116279,0.11627907,0.112956811,0.697674419
Brayden Schnur,0.067329763,0.465909091,0.079545455,0.090909091,0.738636364
Brian Battistone,0.408602151,0.236842105,0.078947368,0.210526316,0.526315789
Brian Gottfried,0.238188976,0.247933884,0.132231405,0.074380165,0.611570248
Brian Teacher,0.413461538,0.220930233,0.034883721,0.186046512,0.755813953
Bruno Kuzuhara,0.016566265,0.636363636,0,0,0.727272727
Bu Yunchaokete,0.022035677,0.333333333,0.19047619,0.047619048,0.523809524
Byron Black,0.253521127,0.055555556,0.222222222,0.25,0.333333333
Cameron Norrie,0.038941819,0.451306413,0.090261283,0.09263658,0.757719715
Camilo Ugo Carabelli,0.018617861,0.542372881,0.050847458,0.118644068,0.813559322
Carlos Alcaraz,0.046506593,0.501057977,0.119339822,0.089293271,0.732966568
Carlos Berlocq,0.033818059,0.44,0.07,0.12,0.75
Carlos Costa,0.05045045,0.285714286,0.285714286,0.107142857,0.428571429
Carlos Eduardo Severino,0.006622517,0,0,0,0
Carlos Gimeno Valero,0.004784689,0,0,0,0
Carlos Moya,0.049392026,0.370229008,0.089694656,0.11259542,0.685114504
Carlos Taberner,0.02308627,0.473684211,0.105263158,0.157894737,0.684210526
Casper Ruud,0.037162162,0.443097643,0.113804714,0.097643098,0.714478114
Cedric Pioline,0.118198874,0.346938776,0.108843537,0.129251701,0.721088435
Cedrik Marcel Stebe,0.031347962,0.3,0,0,0.5
Cem Ilkel,0.038258575,0.517241379,0.034482759,0.103448276,0.862068966
Charles Broom,0.041666667,0.272727273,0.090909091,0.090909091,0.454545455
Chase Buchanan,0.112745098,0.173913043,0.173913043,0.086956522,0.652173913
Chieh Fu Wang,0.052631579,0.4,0.2,0,0.6
Chris Guccione,0.270742358,0.338709677,0.048387097,0.112903226,0.629032258
Chris Lewis,0.414316703,0.193717277,0.047120419,0.12565445,0.565445026
Chris Woodruff,0.058186739,0.395348837,0.139534884,0.046511628,0.744186047
Christian Bergstrom,0.112676056,0.5,0.125,0.1875,0.8125
Christian Harrison,0.020408163,0.333333333,0,0.333333333,1
Christian Saceanu,0.387978142,0.253521127,0.197183099,0.169014085,0.577464789
Christoph Negritu,0.013574661,0.333333333,0,0.666666667,1
Christophe Rochus,0.051136364,0.444444444,0.111111111,0.111111111,0.777777778
Christophe Roger Vasselin,0.082758621,0.291666667,0.125,0.041666667,0.583333333
Christopher Eubanks,0.076215022,0.473429952,0.173913043,0.106280193,0.690821256
Christopher Heyman,0.025773196,0.6,0.2,0,0.6
Christopher Oconnell,0.056639695,0.403361345,0.092436975,0.138655462,0.735294118
Chun Hsin Tseng,0.020997375,0.625,0.0625,0.1875,0.875
Clement Chidekh,0.041884817,0.5625,0.125,0.125,0.8125
Coleman Wong,0.067114094,0.45,0.15,0.075,0.7
Colton Smith,0.051136364,0.555555556,0.111111111,0,0.888888889
Conner Huertas Del Pino,0.042194093,0.65,0,0.1,0.8
Constant Lestienne,0.029927761,0.482758621,0.172413793,0.034482759,0.620689655
Cooper Kose,0.021582734,0,0,0.333333333,1
Cooper Williams,0.021459227,0.2,0.2,0,0.6
Corentin Denolly,0.023404255,0.636363636,0.090909091,0.090909091,0.909090909
Corentin Moutet,0.046172789,0.471111111,0.097777778,0.115555556,0.724444444
Corrado Barazzutti,0.036036036,0.25,0.125,0.375,0.875
Corrado Borroni,0.072916667,0.285714286,0.285714286,0,0.571428571
Cristian Garin,0.036004801,0.503703704,0.17037037,0.062962963,0.703703704
Dalibor Svrcina,0.036964981,0.473684211,0.052631579,0.105263158,0.842105263
Damir Dzumhur,0.048613097,0.411764706,0.105882353,0.1,0.652941176
Dan Goldie,0.389344262,0.231578947,0.157894737,0.147368421,0.631578947
Daniel Altmaier,0.045603495,0.532934132,0.071856287,0.071856287,0.77245509
Daniel Dutra Da Silva,0.019230769,0.375,0.0625,0,0.625
Daniel Elahi Galan,0.033809848,0.395973154,0.100671141,0.10738255,0.610738255
Daniel Evans,0.063548203,0.393177738,0.091561939,0.105924596,0.68940754
Daniel Gimeno Traver,0.014285714,0.571428571,0.214285714,0,0.642857143
Daniel Kosakowski,0.017857143,0.25,0,0,0.5
Daniel Masur,0.061403509,0.428571429,0.142857143,0.142857143,0.857142857
Daniel Michalski,0.028333333,0.588235294,0,0.176470588,0.764705882
Daniel Nestor,0.270072993,0.27027027,0.108108108,0.216216216,0.594594595
Daniel Nguyen,0.101398601,0.448275862,0.103448276,0.137931034,0.75862069
Daniel Rincon,0.066914498,0.222222222,0.055555556,0.222222222,0.777777778
Daniel Smethurst,0.012396694,0.666666667,0,0,0.666666667
Daniel Vacek,0.517647059,0.340909091,0.136363636,0.136363636,0.613636364
Daniil Medvedev,0.02730477,0.416484954,0.076755342,0.111208024,0.702573048
Danilo Petrovic,0.019230769,0.666666667,0,0.333333333,1
Darian King,0.024489796,0.5,0,0,0.666666667
Dario Acosta,0.032679739,0.2,0.2,0,0.4
David Ferrer,0.022630778,0.504424779,0.102654867,0.116814159,0.745132743
David Goffin,0.032324315,0.531767956,0.120165746,0.10359116,0.752762431
David Guez,0.013745704,0.25,0,0.5,0.75
David Nalbandian,0.031839709,0.496567506,0.102974828,0.105263158,0.720823799
David Prinosil,0.369565217,0.352941176,0.058823529,0.147058824,0.705882353
David Wheaton,0.26460177,0.297658863,0.150501672,0.090301003,0.581939799
Davide Sanguinetti,0.029673591,0.4,0.15,0.1,0.6
Denis Gremelmayr,0.018656716,0.4,0.4,0,0.6
Denis Istomin,0.026011561,0.361111111,0.097222222,0.097222222,0.625
Denis Kudla,0.027195884,0.540540541,0.094594595,0.040540541,0.77027027
Denis Shapovalov,0.056404113,0.50619469,0.12920354,0.096460177,0.725663717
Dennis Novak,0.050189394,0.452830189,0.150943396,0.150943396,0.679245283
Dennis Novikov,0.019607843,0.5,0,0,0.5
Derrick Rostagno,0.352583587,0.370689655,0.181034483,0.163793103,0.706896552
Devin Britton,0.109289617,0.4,0.35,0.05,0.5
Diego Hartfield,0.072192513,0.407407407,0.074074074,0.111111111,0.62962963
Diego Schwartzman,0.023539982,0.480916031,0.1043257,0.10178117,0.727735369
Dimitar Kuzmanov,0.01682243,0.666666667,0,0.333333333,1
Dino Prizmic,0.016172507,0.416666667,0,0.166666667,0.791666667
Dmitry Popko,0.015644556,0.44,0.2,0.12,0.68
Dmitry Tursunov,0.021904762,0.52173913,0.173913043,0.043478261,0.739130435
Dominic Stricker,0.085106383,0.525,0.0875,0.05,0.75
Dominic Thiem,0.034645576,0.46564452,0.105053947,0.106189665,0.738784781
Dominik Hrbaty,0.020214031,0.411764706,0.352941176,0.058823529,0.588235294
Dominik Koepfer,0.043744532,0.473333333,0.08,0.126666667,0.74
Donald Young,0.066666667,0.322033898,0.152542373,0.220338983,0.627118644
Dragos Dima,0.042372881,0.5,0,0,0.7
Duck Hee Lee,0.005154639,0,1,0,0
Dudi Sela,0.051973051,0.407407407,0.055555556,0.055555556,0.777777778
Duje Ajdukovic,0.022026432,0.8,0,0.2,1
Dusan Lajovic,0.031019979,0.410169492,0.159322034,0.071186441,0.616949153
Dustin Brown,0.21182266,0.359570662,0.1019678,0.14490161,0.685152057
Dylan Dietrich,0.026737968,0.8,0.2,0,0.8
Dzmitry Zhyrmont,0.022435897,0.142857143,0.285714286,0,0.428571429
Eddie Dibbs,0.013513514,0.333333333,0.666666667,0,0.333333333
Edouard Roger Vasselin,0.088157895,0.328358209,0.089552239,0.104477612,0.671641791
Eduardo Masso,0.288135593,0.223529412,0.188235294,0.129411765,0.517647059
Eduardo Russi,0.105882353,0.222222222,0.555555556,0,0.222222222
Eduardo Struvay,0.182692308,0.263157895,0.263157895,0.052631579,0.421052632
Egor Gerasimov,0.063147344,0.412698413,0.095238095,0.116402116,0.740740741
Elias Ymer,0.014285714,0.307692308,0.153846154,0.384615385,0.692307692
Eliot Spizzirri,0.044401544,0.217391304,0.086956522,0.130434783,0.652173913
Elliot Benchetrit,0.043995244,0.621621622,0.027027027,0.054054054,0.702702703
Elmer Moller,0.018709677,0.517241379,0.068965517,0.034482759,0.689655172
Emil Ruusuvuori,0.029656389,0.501416431,0.116147309,0.104815864,0.742209632
Emilio Gomez,0.016920474,0.3,0.2,0.2,0.6
Emilio Nava,0.033639144,0.545454545,0.159090909,0.113636364,0.75
Emilio Sanchez,0.100261552,0.382608696,0.069565217,0.095652174,0.67826087
Enzo Couacaud,0.042983565,0.382352941,0.088235294,0.029411765,0.676470588
Ergi Kirkin,0.009584665,0.333333333,0,0.333333333,1
Ernesto Escobedo,0.036231884,0.6,0,0,0.8
Ernests Gulbis,0.024193548,0.441441441,0.09009009,0.09009009,0.72972973
Ethan Quinn,0.057671382,0.41509434,0.150943396,0.150943396,0.698113208
Evan Furness,0.016483516,1,0,0,1
Evan King,0.036363636,0.5,0.2,0,0.7
Evan Zhu,0.014869888,0.5,0,0.25,0.75
Evgeny Donskoy,0.029467681,0.516129032,0.064516129,0.096774194,0.806451613
Evgeny Korolev,0.016,0,0.5,0,0
Fabian Marozsan,0.045911675,0.50952381,0.142857143,0.080952381,0.719047619
Fabio Fognini,0.036154631,0.561538462,0.107692308,0.074358974,0.782051282
Fabrice Santoro,0.084721424,0.247457627,0.077966102,0.149152542,0.654237288
Facundo Arguello,0.01734104,0.666666667,0,0.333333333,1
Facundo Bagnis,0.040540541,0.420289855,0.072463768,0.188405797,0.739130435
Facundo Diaz Acosta,0.028729282,0.653846154,0.076923077,0.038461538,0.769230769
Facundo Mena,0.044117647,0.583333333,0.083333333,0,0.916666667
Farrukh Dustov,0.042328042,0.375,0.125,0,0.5625
Federico Agustin Gomez,0.047297297,0.857142857,0,0,1
Federico Arnaboldi,0.015873016,1,0,0,1
Federico Cina,0.056923077,0.486486486,0.081081081,0.081081081,0.648648649
Federico Coria,0.022645579,0.301587302,0.111111111,0.063492063,0.587301587
Federico Delbonis,0.026641884,0.488372093,0.108527132,0.093023256,0.720930233
Federico Gaio,0.040431267,0.6,0,0.066666667,0.733333333
Federico Luzzi,0.019736842,0.333333333,0,0,0.5
Feliciano Lopez,0.090838869,0.411564626,0.071428571,0.157312925,0.744897959
Felix Auger Aliassime,0.045329478,0.455761317,0.111111111,0.116255144,0.735596708
Felix Mantilla,0.020734597,0.428571429,0.028571429,0.057142857,0.6
Fernando Gonzalez,0.040448469,0.44989339,0.115138593,0.108742004,0.695095949
Fernando Meligeni,0.023809524,0.5,0,0,0.75
Fernando Romboli,0.211538462,0.181818182,0.136363636,0.090909091,0.636363636
Fernando Verdasco,0.02703357,0.459701493,0.110447761,0.092537313,0.668656716
Fernon Wibier,0.363636364,0.2,0.033333333,0.016666667,0.55
Filip Bergevi,0.071038251,0.538461538,0,0.230769231,0.923076923
Filip Cristian Jianu,0.012195122,0.5,0.5,0,0.5
Filip Dewulf,0.024590164,0.666666667,0,0.222222222,1
Filip Horansky,0.009090909,1,0,0,1
Filip Krajinovic,0.049447353,0.525490196,0.101960784,0.070588235,0.749019608
Filip Misolic,0.025122121,0.555555556,0.027777778,0.111111111,0.75
Filippo Volandri,0.021168501,0.56,0.08,0.04,0.8
Fitriadi M Rifqi,0.038167939,0.3,0,0.1,0.9
Flavio Cobolli,0.029550209,0.504424779,0.097345133,0.07079646,0.743362832
Flavio Saretta,0.044354839,0.318181818,0.181818182,0.136363636,0.590909091
Florent Serra,0.015060241,0.8,0,0.2,1
Florian Mayer,0.054808687,0.349056604,0.160377358,0.103773585,0.556603774
Frances Tiafoe,0.044801352,0.40651801,0.156089194,0.094339623,0.624356775
Francesco Maestrelli,0.033426184,0.583333333,0,0.166666667,0.916666667
Francesco Passaro,0.045801527,0.333333333,0.083333333,0.125,0.875
Francisco Cerundolo,0.023980179,0.52398524,0.147601476,0.073800738,0.730627306
Francisco Clavet,0.014880952,0.4,0.4,0,0.4
Francisco Comesana,0.042553191,0.416666667,0.027777778,0.111111111,0.722222222
Francisco Llanes,0.024509804,0.4,0.2,0,0.6
Franco Skugor,0.068571429,0.5,0.25,0,0.583333333
Franco Squillari,0.024647887,0.333333333,0.095238095,0.19047619,0.666666667
Frank Dancevic,0.092753623,0.3125,0.0625,0.125,0.65625
Gabriel Decamps,0.021352313,0.5,0,0,0.833333333
Gabriel Diallo,0.065811489,0.372881356,0.169491525,0.076271186,0.593220339
Gabriel Markus,0.0155902,0.571428571,0.142857143,0.142857143,0.714285714
Gabriele Felline,0.01532567,0.5,0,0,0.5
Gael Monfils,0.027282492,0.416447944,0.09536308,0.104111986,0.708661417
Gary Muller,0.490066225,0.405405405,0.148648649,0.108108108,0.675675676
Gastao Elias,0.02247191,0.75,0.25,0,0.75
Gaston Etlis,0.030520646,0.470588235,0.176470588,0.117647059,0.705882353
Gaston Gaudio,0.035537562,0.329113924,0.113924051,0.050632911,0.582278481
Gavin Van Peperzeel,0.157407407,0.470588235,0.235294118,0.058823529,0.588235294
Genaro Alberto Olivieri,0.010752688,0,0,0.666666667,1
George Bastl,0.129464286,0.448275862,0.034482759,0.137931034,0.827586207
Gerald Melzer,0.017621145,0.5,0,0.25,0.75
Germain Gigounon,0.003030303,0,1,0,0
Gianluca Mager,0.023214286,0.615384615,0,0.076923077,0.769230769
Gianluigi Quinzi,0.002898551,0,1,0,0
Gijs Brouwer,0.046353872,0.530487805,0.06097561,0.12804878,0.823170732
Gilles Arnaud Bailly,0.030508475,0.333333333,0,0.222222222,0.666666667
Gilles Muller,0.130357143,0.454794521,0.093150685,0.112328767,0.693150685
Gilles Simon,0.021056166,0.471526196,0.127562642,0.104783599,0.701594533
Giorgio Galimberti,0.018808777,0.666666667,0,0,0.833333333
Giovanni Lapentti,0.057416268,0.333333333,0.333333333,0.166666667,0.666666667
Giovanni Mpetshi Perricard,0.100590372,0.372460497,0.153498871,0.106094808,0.656884876
Giulio Zeppieri,0.053571429,0.37037037,0.074074074,0.148148148,0.703703704
Goncalo Oliveira,0.04281768,0.64516129,0.064516129,0.032258065,0.774193548
Gonzalo Escobar,0.02764977,0.833333333,0,0.166666667,1
Gonzalo Lama,0.011299435,1,0,0,1
Goran Ivanisevic,0.190766271,0.299719888,0.122128852,0.122689076,0.63697479
Govind Nanda,0.027303754,0.625,0,0,0.875
Greg Rusedski,0.266687757,0.300118624,0.131672598,0.120996441,0.634638197
Grega Zemlja,0.031914894,0.666666667,0.333333333,0,0.666666667
Gregoire Barrere,0.039339656,0.392857143,0.178571429,0.080357143,0.580357143
Grigor Dimitrov,0.036339523,0.517639903,0.111922141,0.090024331,0.750608273
Guido Andreozzi,0.022580645,0.428571429,0.214285714,0.214285714,0.642857143
Guido Pella,0.026379673,0.460122699,0.09202454,0.110429448,0.73006135
Guillermo Canas,0.030047443,0.49122807,0.105263158,0.157894737,0.719298246
Guillermo Coria,0.027762876,0.429951691,0.101449275,0.115942029,0.666666667
Guillermo Garcia Lopez,0.022136332,0.571428571,0,0.063492063,0.80952381
Guillermo Vilas,0.073007927,0.342857143,0.148571429,0.091428571,0.651428571
Gustavo Kuerten,0.037711011,0.470225873,0.102669405,0.082135524,0.716632444
Guy Den Ouden,0.017291066,0.5,0.166666667,0.333333333,0.833333333
Guy Forget,0.136989732,0.316270567,0.15904936,0.131627057,0.632541133
Hady Habib,0.032051282,0.2,0.4,0,0.4
Hamad Medjedovic,0.043269231,0.333333333,0.222222222,0.133333333,0.577777778
Harel Levy,0.075091575,0.365853659,0.048780488,0.048780488,0.780487805
Harold Mayot,0.029288703,0.285714286,0.142857143,0.142857143,0.571428571
Harold Solomon,0.023593466,0.384615385,0.076923077,0.153846154,0.615384615
Hendrik Dreekmann,0.069686411,0.25,0.15,0.1,0.4
Henri Laaksonen,0.019845645,0.555555556,0.166666667,0,0.722222222
Henri Leconte,0.210486031,0.345454545,0.143636364,0.118181818,0.654545455
Henrik Holm,0.028142589,0.6,0.133333333,0,0.8
Henrik Sundstrom,0.030952381,0.615384615,0.153846154,0.076923077,0.846153846
Henrique Rocha,0.017817372,0.375,0.125,0.25,0.875
Hernan Casanova,0.028368794,0.5,0,0,0.5
Hicham Arazi,0.024922118,0.5,0.125,0.125,0.875
Hiroki Moriya,0.023474178,0.6,0,0,0.6
Ho Gi Kang,0.011049724,0.5,0.5,0,0.5
Holger Rune,0.056095693,0.427521008,0.12394958,0.107142857,0.68487395
Horacio Zeballos,0.035587189,0.433333333,0.1,0.266666667,0.8
Hubert Hurkacz,0.051709154,0.45751634,0.094304388,0.113912232,0.741830065
Hugo Dellien,0.020789288,0.559322034,0.169491525,0.06779661,0.661016949
Hugo Gaston,0.037658802,0.421686747,0.108433735,0.192771084,0.759036145
Hugo Grenier,0.046511628,0.5,0.0625,0.03125,0.78125
Hunter Reese,0.037313433,0.2,0.4,0,0.4
Hyeon Chung,0.02126044,0.321428571,0.160714286,0.178571429,0.607142857
Hyung Taik Lee,0.02238806,0.333333333,0.166666667,0.166666667,0.666666667
Ignacio Buse,0.02994012,0.4,0.2,0.1,0.6
Igor Andreev,0.025869038,0.65625,0.09375,0.03125,0.8125
Igor Sijsling,0.070707071,0.380952381,0.095238095,0.142857143,0.761904762
Ilie Nastase,0.227338129,0.208860759,0.139240506,0.069620253,0.626582278
Illya Marchenko,0.028318584,0.3125,0.0625,0.1875,0.6875
Ilya Ivashka,0.03729963,0.404958678,0.090909091,0.190082645,0.760330579
Inaki Montes De La Torre,0.008982036,0.666666667,0,0.333333333,1
Inigo Cervantes Huegun,0.01875,0.666666667,0.111111111,0,0.666666667
Irakli Labadze,0.040871935,0.266666667,0.266666667,0,0.333333333
Ivan Dodig,0.077838828,0.4,0.082352941,0.129411765,0.705882353
Ivan Gakhov,0.043731778,0.333333333,0,0.533333333,0.933333333
Ivan Lendl,0.060119961,0.373163186,0.106728538,0.109822119,0.686001547
Ivan Ljubicic,0.052316502,0.472636816,0.049751244,0.124378109,0.751243781
Ivo Heuberger,0.175925926,0.263157895,0.052631579,0.052631579,0.736842105
Ivo Karlovic,0.256770655,0.313751669,0.129506008,0.134846462,0.652870494
Ivo Minar,0.034285714,0.5,0.166666667,0.166666667,0.666666667
Izak Van Der Merwe,0.108974359,0.235294118,0.176470588,0.176470588,0.588235294
J J Wolf,0.044126074,0.441558442,0.12987013,0.051948052,0.727272727
Jack Brasington,0.03986711,0.333333333,0.416666667,0,0.416666667
Jack Draper,0.032064985,0.484444444,0.093333333,0.115555556,0.724444444
Jack Sock,0.046374368,0.454545455,0.121212121,0.121212121,0.727272727
Jacob Fearnley,0.048598131,0.769230769,0.038461538,0.038461538,0.961538462
Jaime Faria,0.024193548,0.333333333,0,0,0.5
Jaime Yzaga,0.023382697,0.433333333,0.166666667,0.133333333,0.8
Jakob Hlasek,0.185958254,0.367346939,0.071428571,0.06122449,0.724489796
Jakub Mensik,0.034136546,0.441176471,0.12254902,0.078431373,0.671568627
James Blake,0.057612096,0.382352941,0.099547511,0.099547511,0.685520362
James Duckworth,0.062599049,0.455696203,0.151898734,0.075949367,0.64556962
James Mccabe,0.02238806,0.666666667,0.222222222,0.111111111,0.777777778
James Trotter,0.139130435,0.1875,0.3125,0,0.4375
James Ward,0.017921147,0.8,0.2,0,0.8
Jamie Morgan,0.426470588,0.310344828,0.189655172,0.155172414,0.637931034
Jan Choinski,0.044925125,0.333333333,0.185185185,0.185185185,0.703703704
Jan Gunnarsson,0.077639752,0.32,0.04,0.16,0.56
Jan Hernych,0.126984127,0.1875,0.125,0.125,0.53125
Jan Kodes,0.490842491,0.171641791,0.097014925,0.097014925,0.552238806
Jan Kroslak,0.077097506,0.294117647,0.235294118,0.088235294,0.5
Jan Kumstat,0.01532567,0.5,0.5,0,0.5
Jan Lennard Struff,0.098186074,0.371871275,0.129916567,0.110846246,0.679380215
Jan Michael Gambill,0.038986355,0.3,0.25,0.25,0.6
Jan Siemerink,0.304020101,0.314049587,0.214876033,0.082644628,0.578512397
Janko Tipsarevic,0.029024601,0.524163569,0.07063197,0.107806691,0.799256506
Jannik Sinner,0.030592437,0.486294416,0.119796954,0.103045685,0.743654822
Jared Donaldson,0.017100372,0.739130435,0.086956522,0.086956522,0.869565217
Jared Palmer,0.480769231,0.176,0.216,0.256,0.56
Jarkko Nieminen,0.034387895,0.386666667,0.12,0.106666667,0.666666667
Jarmere Jenkins,0.035916824,0.315789474,0.157894737,0.052631579,0.473684211
Jason Jung,0.018361582,0.384615385,0.230769231,0.153846154,0.615384615
Jason Kubler,0.027798369,0.426666667,0.133333333,0.12,0.666666667
Jason Stoltenberg,0.150684932,0.343434343,0.131313131,0.080808081,0.616161616
Jaume Munar,0.032893289,0.431438127,0.096989967,0.10367893,0.722408027
Javier Barranco Cosano,0.012626263,0.8,0,0.2,1
Javier Sanchez,0.232432432,0.209302326,0.046511628,0.046511628,0.651162791
Jay Clarke,0.058536585,0.333333333,0.083333333,0.333333333,0.75
Jean Rene Lisnard,0.024242424,0.5,0,0.25,1
Jean Yves Aubone,0.03286385,0.428571429,0.285714286,0.285714286,0.714285714
Jeff Tarango,0.028037383,0.5,0,0.166666667,0.833333333
Jelle Sels,0.031820309,0.5,0.058823529,0.117647059,0.75
Jenson Brooksby,0.022869471,0.490566038,0.061320755,0.103773585,0.783018868
Jeremy Chardy,0.048446665,0.421524664,0.107623318,0.116591928,0.704035874
Jeremy Jahn,0.034201954,0.523809524,0.19047619,0,0.761904762
Jerome Kym,0.069672131,0.411764706,0.058823529,0.058823529,0.588235294
Jerzy Janowicz,0.040350877,0.463768116,0.144927536,0.115942029,0.695652174
Jesper De Jong,0.03484802,0.546255507,0.070484581,0.110132159,0.792951542
Jim Courier,0.05400575,0.415827338,0.120863309,0.126618705,0.694964029
Jimmy Arias,0.031039136,0.347826087,0.086956522,0.086956522,0.739130435
Jimmy Connors,0.084118178,0.388803681,0.109662577,0.113496933,0.715490798
Jimmy Wang,0.084592145,0.25,0.142857143,0.142857143,0.571428571
Jiri Hrebec,0.097744361,0.192307692,0.076923077,0.192307692,0.5
Jiri Lehecka,0.058823529,0.458143075,0.136986301,0.070015221,0.672754947
Jiri Novak,0.036936937,0.504065041,0.040650407,0.089430894,0.756097561
Jiri Vanek,0.062992126,0.3125,0.1875,0.1875,0.6875
Jiri Vesely,0.055555556,0.464285714,0.042857143,0.164285714,0.742857143
Jo Wilfred Tsonga,0.080267559,0.333333333,0.25,0.083333333,0.5
Jo Wilfried Tsonga,0.057404874,0.462488967,0.122683142,0.098852604,0.72462489
Joachim Johansson,0.032815199,0.421052632,0.157894737,0,0.473684211
Joakim Nystrom,0.209302326,0.349206349,0.126984127,0.174603175,0.682539683
Joao Fonseca,0.040213117,0.447949527,0.119873817,0.075709779,0.694006309
Joao Menezes,0.006097561,1,0,0,1
Joao Sousa,0.03191739,0.448529412,0.139705882,0.132352941,0.705882353
Joao Souza,0.044554455,0.555555556,0,0.222222222,1
Johan Kriek,0.155668359,0.315217391,0.206521739,0.108695652,0.608695652
Johan Sebastien Tatlot,0.004950495,1,0,0,1
Johannes Haerteis,0.055084746,0.692307692,0,0.076923077,0.846153846
John Isner,0.087045633,0.441135734,0.141274238,0.09833795,0.6966759
John Marks,0.394927536,0.19266055,0.128440367,0.110091743,0.587155963
John Mcenroe,0.250665628,0.30492228,0.128497409,0.136010363,0.647150259
John Millman,0.016349142,0.479338843,0.066115702,0.090909091,0.719008264
John Newcombe,0.338880484,0.265625,0.120535714,0.151785714,0.669642857
Jonas Bjorkman,0.182795699,0.306501548,0.099071207,0.114551084,0.687306502
Jonas Svensson,0.059450595,0.324137931,0.124137931,0.117241379,0.662068966
Jordan Thompson,0.055225493,0.41809291,0.107579462,0.124694377,0.723716381
Jordi Arrese,0.01991342,0.47826087,0.260869565,0.043478261,0.608695652
Joris De Loore,0.007751938,1,0,0,1
Jose Acasuso,0.048338369,0.6875,0.0625,0.125,0.9375
Jose Hernandez,0.031578947,0.333333333,0,0,0.833333333
Jose Higueras,0.046990932,0.456140351,0.105263158,0.105263158,0.684210526
Jose Luis Clerc,0.036224976,0.526315789,0.026315789,0.078947368,0.815789474
Jose Rubin Statham,0.027667984,0.571428571,0,0,0.714285714
Joshua Sheehy,0.028169014,0.5,0.5,0,0.5
Jozef Kovalik,0.042399173,0.487804878,0.048780488,0.073170732,0.780487805
Juan Aguilera,0.004431315,0.666666667,0.333333333,0,0.666666667
Juan Antonio Marin,0.027295285,0.545454545,0,0.090909091,0.727272727
Juan Carlos Ferrero,0.021694588,0.511111111,0.088888889,0.088888889,0.733333333
Juan Carlos Prado Angelo,0.01575367,0.613636364,0.136363636,0.068181818,0.75
Juan Carlos Saez,0.0546875,0.285714286,0.285714286,0.142857143,0.428571429
Juan Ignacio Chela,0.026528258,0.434782609,0.130434783,0.043478261,0.52173913
Juan Ignacio Londero,0.030802603,0.521126761,0.154929577,0.056338028,0.718309859
Juan Manuel Cerundolo,0.013686912,0.3125,0.0625,0.125,0.6875
Juan Martin Del Potro,0.020957645,0.486581097,0.074679113,0.08168028,0.723453909
Juan Monaco,0.023168909,0.290322581,0.225806452,0.096774194,0.516129032
Juan Pablo Varillas,0.023262576,0.4625,0.125,0.1625,0.8
Julian Reister,0.005319149,1,0,0,1
Julien Benneteau,0.049044057,0.491525424,0.101694915,0.050847458,0.745762712
Julien Boutter,0.088461538,0.652173913,0.086956522,0.130434783,0.782608696
Juncheng Shang,0.026708075,0.441860465,0.093023256,0.127906977,0.697674419
Jurgen Melzer,0.047723935,0.369230769,0.107692308,0.107692308,0.692307692
Jurgen Zopp,0.069306931,0.428571429,0.142857143,0.071428571,0.642857143
Jurij Rodionov,0.08677686,0.380952381,0.071428571,0.142857143,0.785714286
Kamil Majchrzak,0.033185841,0.533333333,0.066666667,0.066666667,0.666666667
Karel Novacek,0.044136192,0.457142857,0.142857143,0.142857143,0.685714286
Karen Khachanov,0.029943364,0.434210526,0.113486842,0.098684211,0.708881579
Karim Alami,0.140127389,0.227272727,0.136363636,0.090909091,0.454545455
Karim Mohamed Maamoun,0.018517034,0.415584416,0.186147186,0.077922078,0.627705628
Karlis Ozolins,0.085714286,0.333333333,0.166666667,0.083333333,0.583333333
Karol Beck,0.032608696,0.666666667,0,0,0.666666667
Karol Kucera,0.026170799,0.368421053,0.052631579,0.105263158,0.736842105
Karsten Braasch,0.533333333,0.306818182,0.181818182,0.170454545,0.602272727
Karue Sell,0.033424908,0.561643836,0.095890411,0.068493151,0.794520548
Kasidit Samrej,0.0225,0.555555556,0,0.222222222,0.888888889
Kaylan Bigun,0.059633028,0.384615385,0.153846154,0.230769231,0.692307692
Kei Nishikori,0.035735084,0.442962963,0.099259259,0.133333333,0.73037037
Kelly Evernden,0.2,0.111111111,0.083333333,0.222222222,0.527777778
Ken Rosewall,0.254385965,0.183908046,0.149425287,0.149425287,0.620689655
Kenneth Carlsen,0.358974359,0.387755102,0.071428571,0.091836735,0.744897959
Kevin Anderson,0.054609513,0.403225806,0.094086022,0.112903226,0.688172043
Kevin Curren,0.333782873,0.252525253,0.127272727,0.147474747,0.638383838
Kevin King,0.089068826,0.414772727,0.073863636,0.119318182,0.664772727
Kevin Krawietz,0.32173913,0.432432432,0,0.162162162,0.864864865
Kilian Feldbausch,0.010309278,0.5,0,0,0.5
Kim Warwick,0.357142857,0.293333333,0.12,0.133333333,0.706666667
Kimmer Coppejans,0.021021021,0.571428571,0.142857143,0,0.857142857
Kiranpal Pannu,0.152284264,0.233333333,0.2,0.1,0.633333333
Konstantin Kravchuk,0.05244123,0.206896552,0.24137931,0.137931034,0.482758621
Kris Van Wyk,0.028301887,0.333333333,0.333333333,0,0.666666667
Kristian Pless,0.056074766,0.333333333,0.166666667,0.166666667,0.75
