match_id,player,winners_per_point,forced_per_point,unforced_per_point
20250425-W-Madrid-R64-Jasmine_Paolini-Katie_Boulter,Jasmine Paolini,0.5142857142857142,0.3142857142857143,0.17142857142857143
20250425-W-Madrid-R64-Jasmine_Paolini-Katie_Boulter,Katie Boulter,0.26666666666666666,0.23333333333333334,0.5
20250425-W-Madrid-R64-Elena_Rybakina-Bianca_Andreescu,Elena Rybakina,0.23636363636363636,0.23636363636363636,0.5272727272727272
20250425-W-Madrid-R64-Elena_Rybakina-Bianca_Andreescu,Bianca Andreescu,0.20689655172413793,0.1724137931034483,0.6206896551724138
20250425-W-Madrid-R64-Aryna_Sabalenka-Anna_Blinkova,Aryna Sabalenka,0.5230769230769231,0.24615384615384617,0.23076923076923078
20250425-W-Madrid-R64-Aryna_Sabalenka-Anna_Blinkova,Anna Blinkova,0.37209302325581395,0.37209302325581395,0.2558139534883721
20250425-W-Madrid-R64-Anastasia_Potapova-Qinwen_Zheng,Anastasia Potapova,0.3157894736842105,0.3157894736842105,0.3684210526315789
20250425-W-Madrid-R64-Anastasia_Potapova-Qinwen_Zheng,Qinwen Zheng,0.2033898305084746,0.2711864406779661,0.5254237288135594
20250424-W-Madrid-R64-Mirra_Andreeva-Marie_Bouzkova,Mirra Andreeva,0.4166666666666667,0.16666666666666666,0.4166666666666667
20250424-W-Madrid-R64-Mirra_Andreeva-Marie_Bouzkova,Marie Bouzkova,0.2903225806451613,0.1935483870967742,0.5161290322580645
20250424-W-Madrid-R64-Iga_Swiatek-Alexandra_Eala,Iga Swiatek,0.4222222222222222,0.15555555555555556,0.4222222222222222
20250424-W-Madrid-R64-Iga_Swiatek-Alexandra_Eala,Alexandra Eala,0.2641509433962264,0.22641509433962265,0.5094339622641509
20250424-W-Madrid-R64-Belinda_Bencic-Clara_Tauson,Belinda Bencic,0.4186046511627907,0.11627906976744186,0.46511627906976744
20250424-W-Madrid-R64-Belinda_Bencic-Clara_Tauson,Clara Tauson,0.4,0.12727272727272726,0.4727272727272727
20250423-W-Madrid-R128-Victoria_Azarenka-Olga_Danilovic,Victoria Azarenka,0.15217391304347827,0.43478260869565216,0.41304347826086957
20250423-W-Madrid-R128-Victoria_Azarenka-Olga_Danilovic,Olga Danilovic,0.35294117647058826,0.35294117647058826,0.29411764705882354
20250423-W-Madrid-R128-Mccartney_Kessler-Bianca_Andreescu,Mccartney Kessler,0.23684210526315788,0.18421052631578946,0.5789473684210527
20250423-W-Madrid-R128-Mccartney_Kessler-Bianca_Andreescu,Bianca Andreescu,0.4146341463414634,0.0975609756097561,0.4878048780487805
20250423-W-Madrid-R128-Emma_Raducanu-Suzan_Lamens,Emma Raducanu,0.2727272727272727,0.2545454545454545,0.4727272727272727
20250423-W-Madrid-R128-Emma_Raducanu-Suzan_Lamens,Suzan Lamens,0.3582089552238806,0.1791044776119403,0.4626865671641791
20250423-W-Madrid-R128-Carlota_Martinez_Cirez-Maya_Joint,Carlota Martinez Cirez,0.25,0.20833333333333334,0.5416666666666666
20250423-W-Madrid-R128-Carlota_Martinez_Cirez-Maya_Joint,Maya Joint,0.40816326530612246,0.11224489795918367,0.47959183673469385
20250422-W-Madrid-R128-Mayar_Sherif-Jessica_Bouzas_Maneiro,Mayar Sherif,0.21052631578947367,0.34210526315789475,0.4473684210526316
20250422-W-Madrid-R128-Mayar_Sherif-Jessica_Bouzas_Maneiro,Jessica Bouzas Maneiro,0.4897959183673469,0.24489795918367346,0.2653061224489796
20250422-W-Madrid-R128-Alexandra_Eala-Viktoriya_Tomova,Alexandra Eala,0.4,0.26153846153846155,0.3384615384615385
20250422-W-Madrid-R128-Alexandra_Eala-Viktoriya_Tomova,Viktoriya Tomova,0.22580645161290322,0.25806451612903225,0.5161290322580645
20250420-W-Rouen-F-Elina_Svitolina-Olga_Danilovic,Elina Svitolina,0.45652173913043476,0.41304347826086957,0.13043478260869565
20250420-W-Rouen-F-Elina_Svitolina-Olga_Danilovic,Olga Danilovic,0.4025974025974026,0.2727272727272727,0.3246753246753247
20250419-W-Rouen-SF-Suzan_Lamens-Olga_Danilovic,Suzan Lamens,0.2982456140350877,0.3157894736842105,0.38596491228070173
20250419-W-Rouen-SF-Suzan_Lamens-Olga_Danilovic,Olga Danilovic,0.4418604651162791,0.3488372093023256,0.20930232558139536
20250418-W-Rouen-QF-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Suzan_Lamens,Tiantsoa Sarah Rakotomanga Rajaonah,0.3469387755102041,0.16326530612244897,0.4897959183673469
20250418-W-Rouen-QF-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Suzan_Lamens,Suzan Lamens,0.36666666666666664,0.23333333333333334,0.4
20250417-W-Stuttgart-R16-Ekaterina_Alexandrova-Mirra_Andreeva,Ekaterina Alexandrova,0.2702702702702703,0.21621621621621623,0.4864864864864865
20250417-W-Stuttgart-R16-Ekaterina_Alexandrova-Mirra_Andreeva,Mirra Andreeva,0.20588235294117646,0.14705882352941177,0.6470588235294118
20250417-W-Rouen-R16-Linda_Fruhvirtova-Olga_Danilovic,Linda Fruhvirtova,0.3125,0.2916666666666667,0.3958333333333333
20250417-W-Rouen-R16-Linda_Fruhvirtova-Olga_Danilovic,Olga Danilovic,0.4888888888888889,0.15555555555555556,0.35555555555555557
20250416-W-Stuttgart-R32-Mirra_Andreeva-Erika_Andreeva,Mirra Andreeva,0.47058823529411764,0.17647058823529413,0.35294117647058826
20250416-W-Stuttgart-R32-Mirra_Andreeva-Erika_Andreeva,Erika Andreeva,0.17647058823529413,0.058823529411764705,0.7647058823529411
20250416-W-Rouen-R32-Bianca_Andreescu-Suzan_Lamens,Bianca Andreescu,0.30120481927710846,0.18072289156626506,0.5180722891566265
20250416-W-Rouen-R32-Bianca_Andreescu-Suzan_Lamens,Suzan Lamens,0.34177215189873417,0.22784810126582278,0.43037974683544306
20250415-W-Stuttgart-R32-Jasmine_Paolini-Eva_Lys,Jasmine Paolini,0.24324324324324326,0.40540540540540543,0.35135135135135137
20250415-W-Stuttgart-R32-Jasmine_Paolini-Eva_Lys,Eva Lys,0.2727272727272727,0.21212121212121213,0.5151515151515151
20250415-W-Stuttgart-R32-Ekaterina_Alexandrova-Liudmila_Samsonova,Ekaterina Alexandrova,0.3448275862068966,0.3793103448275862,0.27586206896551724
20250415-W-Stuttgart-R32-Ekaterina_Alexandrova-Liudmila_Samsonova,Liudmila Samsonova,0.175,0.375,0.45
20250415-W-Rouen-R32-Lois_Boisson-Harriet_Dart,Lois Boisson,0.5405405405405406,0.24324324324324326,0.21621621621621623
20250415-W-Rouen-R32-Lois_Boisson-Harriet_Dart,Harriet Dart,0.3409090909090909,0.29545454545454547,0.36363636363636365
20250414-W-Rouen-R32-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Lucia_Bronzetti,Tiantsoa Sarah Rakotomanga Rajaonah,0.48214285714285715,0.14285714285714285,0.375
20250414-W-Rouen-R32-Tiantsoa_Sarah_Rakotomanga_Rajaonah-Lucia_Bronzetti,Lucia Bronzetti,0.12121212121212122,0.30303030303030304,0.5757575757575758
20250412-W-BJK_Cup_Qualifiers-RR-Yuliana_Monroy-Maya_Joint,Yuliana Monroy,0.0,0.1111111111111111,0.8888888888888888
20250412-W-BJK_Cup_Qualifiers-RR-Yuliana_Monroy-Maya_Joint,Maya Joint,0.43137254901960786,0.23529411764705882,0.3333333333333333
20250412-W-BJK_Cup_Qualifiers-RR-Tatjana_Maria-Katie_Boulter,Tatjana Maria,0.3333333333333333,0.16666666666666666,0.5
20250412-W-BJK_Cup_Qualifiers-RR-Tatjana_Maria-Katie_Boulter,Katie Boulter,0.49411764705882355,0.11764705882352941,0.38823529411764707
20250412-W-BJK_Cup_Qualifiers-RR-Sonay_Kartal-Eva_Vedder,Sonay Kartal,0.4230769230769231,0.20512820512820512,0.3717948717948718
20250412-W-BJK_Cup_Qualifiers-RR-Sonay_Kartal-Eva_Vedder,Eva Vedder,0.2647058823529412,0.25,0.4852941176470588
20250412-W-BJK_Cup_Qualifiers-RR-Katie_Boulter-Suzan_Lamens,Katie Boulter,0.23214285714285715,0.23214285714285715,0.5357142857142857
