player,winners_per_point,forced_per_point,unforced_per_point
Holger Rune,0.35197537198563367,0.21908671113391484,0.4289379168804515
Horacio Zeballos,0.33185840707964603,0.25663716814159293,0.41150442477876104
Hubert Hurkacz,0.3102727734794149,0.2135878466143333,0.47551815666120745
Hugo Dellien,0.29636048526863085,0.23570190641247835,0.4679376083188908
Hugo Gaston,0.33769063180827885,0.26143790849673204,0.4008714596949891
Hugo Grenier,0.37168141592920356,0.23008849557522124,0.39823008849557523
Hunter Reese,0.28,0.16,0.56
Hyeon Chung,0.25147347740667975,0.22593320235756384,0.5225933202357563
Hyung Taik Lee,0.23076923076923078,0.17307692307692307,0.5961538461538461
Ignacio Buse,0.1643835616438356,0.273972602739726,0.5616438356164384
Igor Andreev,0.2727272727272727,0.24242424242424243,0.4810606060606061
Igor Sijsling,0.4935064935064935,0.2597402597402597,0.24675324675324675
Ilie Nastase,0.4411764705882353,0.16470588235294117,0.3941176470588235
Illya Marchenko,0.19327731092436976,0.18487394957983194,0.6218487394957983
Ilya Ivashka,0.2427652733118971,0.2797427652733119,0.4758842443729904
Inaki Montes De La Torre,0.4,0.13333333333333333,0.4666666666666667
Inigo Cervantes Huegun,0.2897196261682243,0.205607476635514,0.5046728971962616
Irakli Labadze,0.26804123711340205,0.18556701030927836,0.5463917525773195
Ivan Dodig,0.3235294117647059,0.19607843137254902,0.4803921568627451
Ivan Gakhov,0.2716049382716049,0.32098765432098764,0.4074074074074074
Ivan Lendl,0.3968830560112491,0.2422076400281228,0.3605577689243028
Ivan Ljubicic,0.3253968253968254,0.2256235827664399,0.4467120181405896
Ivo Heuberger,0.17142857142857143,0.2,0.6285714285714286
Ivo Karlovic,0.3502879078694818,0.21257197696737043,0.43618042226487524
Ivo Minar,0.2641509433962264,0.1509433962264151,0.5849056603773585
Izak Van Der Merwe,0.1346153846153846,0.17307692307692307,0.6923076923076923
J J Wolf,0.29770992366412213,0.183206106870229,0.5190839694656488
Jack Brasington,0.24210526315789474,0.16842105263157894,0.5894736842105263
Jack Draper,0.3508907823392719,0.25639039504260264,0.3934934159566228
