player,winners_per_point,forced_per_point,unforced_per_point
Jack Sock,0.32585470085470086,0.20619658119658119,0.4658119658119658
Jacob Fearnley,0.3618421052631579,0.24342105263157895,0.39473684210526316
Jaime Faria,0.3492063492063492,0.19047619047619047,0.4603174603174603
Jaime Yzaga,0.32170542635658916,0.28294573643410853,0.3953488372093023
Jakob Hlasek,0.410958904109589,0.1232876712328767,0.4657534246575342
Jakub Mensik,0.2812018489984592,0.22650231124807396,0.49229583975346686
James Blake,0.3257415254237288,0.2632415254237288,0.4104872881355932
James Duckworth,0.343042071197411,0.2168284789644013,0.4401294498381877
James Mccabe,0.3037974683544304,0.25316455696202533,0.4430379746835443
James Trotter,0.1891891891891892,0.02702702702702703,0.7837837837837838
James Ward,0.2676056338028169,0.2676056338028169,0.4647887323943662
Jamie Morgan,0.5636363636363636,0.21818181818181817,0.21818181818181817
Jan Choinski,0.2127659574468085,0.3262411347517731,0.45390070921985815
Jan Gunnarsson,0.18604651162790697,0.27906976744186046,0.5348837209302325
Jan Hernych,0.19148936170212766,0.3617021276595745,0.425531914893617
Jan Kodes,0.4891304347826087,0.2608695652173913,0.25
Jan Kroslak,0.2582781456953642,0.2119205298013245,0.5298013245033113
Jan Kumstat,0.18461538461538463,0.16923076923076924,0.5846153846153846
Jan Lennard Struff,0.33318815331010454,0.23736933797909407,0.429006968641115
Jan Michael Gambill,0.2222222222222222,0.2037037037037037,0.5740740740740741
Jan Siemerink,0.39316239316239315,0.10256410256410256,0.5042735042735043
Janko Tipsarevic,0.3073794305636258,0.24171993027309704,0.45090063916327716
Jannik Sinner,0.31895617159671674,0.25073563574415364,0.4299984512931702
Jared Donaldson,0.36328125,0.20703125,0.4296875
Jared Palmer,0.3939393939393939,0.30303030303030304,0.30303030303030304
Jarkko Nieminen,0.3047858942065491,0.21158690176322417,0.4836272040302267
Jarmere Jenkins,0.25925925925925924,0.26851851851851855,0.4722222222222222
Jason Jung,0.27450980392156865,0.29411764705882354,0.43137254901960786
Jason Kubler,0.29273084479371314,0.25147347740667975,0.45579567779960706
Jason Stoltenberg,0.4,0.17058823529411765,0.4294117647058823
Jaume Munar,0.3084648493543759,0.27618364418938307,0.415351506456241
Javier Barranco Cosano,0.30303030303030304,0.16666666666666666,0.5303030303030303
Javier Sanchez,0.5,0.15789473684210525,0.34210526315789475
Jay Clarke,0.3333333333333333,0.2857142857142857,0.38095238095238093
Jean Rene Lisnard,0.16666666666666666,0.23809523809523808,0.5952380952380952
Jean Yves Aubone,0.23684210526315788,0.21052631578947367,0.5526315789473685
Jeff Tarango,0.34545454545454546,0.2,0.45454545454545453
Jelle Sels,0.26291079812206575,0.2323943661971831,0.5046948356807511
Jenson Brooksby,0.29724137931034483,0.28206896551724137,0.4186206896551724
Jeremy Chardy,0.28885272579332794,0.23515052888527258,0.46867371847030104
Jeremy Jahn,0.26666666666666666,0.12,0.6133333333333333
Jerome Kym,0.32142857142857145,0.17857142857142858,0.5
Jerzy Janowicz,0.3173431734317343,0.22509225092250923,0.45571955719557194
Jesper De Jong,0.34206349206349207,0.2222222222222222,0.4357142857142857
Jim Courier,0.37495881383855023,0.2771004942339374,0.3472817133443163
Jimmy Arias,0.2845528455284553,0.1951219512195122,0.5203252032520326
Jimmy Connors,0.3063306330633063,0.26912691269126915,0.42424242424242425
Jimmy Wang,0.2717391304347826,0.2826086956521739,0.44565217391304346
Jiri Hrebec,0.24,0.28,0.48
Jiri Lehecka,0.3280058118416273,0.17944061024337088,0.49182709771158734
Jiri Novak,0.28637770897832815,0.3173374613003096,0.39628482972136225
Jiri Vanek,0.14102564102564102,0.2948717948717949,0.5641025641025641
Jiri Vesely,0.34615384615384615,0.25824175824175827,0.3956043956043956
Jo Wilfred Tsonga,0.2980769230769231,0.28846153846153844,0.41346153846153844
Jo Wilfried Tsonga,0.31904859544802133,0.22165265532089398,0.4586836169776502
Joachim Johansson,0.25268817204301075,0.20430107526881722,0.543010752688172
Joakim Nystrom,0.5,0.29411764705882354,0.20588235294117646
Joao Fonseca,0.3263888888888889,0.22123015873015872,0.4503968253968254
Joao Menezes,0.175,0.25,0.5625
Joao Sousa,0.2653534183082271,0.27925840092699883,0.45538818076477405
Joao Souza,0.3269230769230769,0.09615384615384616,0.5769230769230769
Johan Kriek,0.3248730964467005,0.18781725888324874,0.4873096446700508
Johan Sebastien Tatlot,0.225,0.125,0.65
Johannes Haerteis,0.42857142857142855,0.1746031746031746,0.3968253968253968
John Isner,0.3322658126501201,0.18414731785428343,0.4835868694955965
John Marks,0.4318181818181818,0.18181818181818182,0.38636363636363635
John Mcenroe,0.40981047937569676,0.2535117056856187,0.33645484949832777
John Millman,0.29371231696813094,0.23341946597760552,0.4702842377260982
John Newcombe,0.417607223476298,0.29571106094808125,0.2866817155756208
Jonas Bjorkman,0.37044967880085655,0.24197002141327623,0.3854389721627409
Jonas Svensson,0.3172541743970315,0.2523191094619666,0.42857142857142855
Jordan Thompson,0.30504908835904626,0.21739130434782608,0.47755960729312763
Jordi Arrese,0.29936305732484075,0.22929936305732485,0.4713375796178344
Joris De Loore,0.18421052631578946,0.3684210526315789,0.4473684210526316
Jose Acasuso,0.39759036144578314,0.25301204819277107,0.3493975903614458
Jose Hernandez,0.30303030303030304,0.21212121212121213,0.48484848484848486
Jose Higueras,0.33544303797468356,0.1518987341772152,0.5126582278481012
Jose Luis Clerc,0.3076923076923077,0.20279720279720279,0.48951048951048953
Jose Rubin Statham,0.2558139534883721,0.023255813953488372,0.7209302325581395
Joshua Sheehy,0.35135135135135137,0.13513513513513514,0.5135135135135135
Jozef Kovalik,0.33755274261603374,0.24050632911392406,0.4177215189873418
Juan Aguilera,0.423728813559322,0.2033898305084746,0.3728813559322034
Juan Antonio Marin,0.525,0.225,0.25
Juan Carlos Ferrero,0.3165137614678899,0.23656618610747052,0.44692005242463956
Juan Carlos Prado Angelo,0.2340036563071298,0.25594149908592323,0.5100548446069469
Juan Carlos Saez,0.11428571428571428,0.08571428571428572,0.8
Juan Ignacio Chela,0.27710843373493976,0.25301204819277107,0.46987951807228917
Juan Ignacio Londero,0.3294701986754967,0.22682119205298013,0.44370860927152317
Juan Manuel Cerundolo,0.21634615384615385,0.25961538461538464,0.5192307692307693
Juan Martin Del Potro,0.3209681662720337,0.2573007103393844,0.4212049460668245
Juan Monaco,0.22282608695652173,0.20108695652173914,0.5760869565217391
Juan Pablo Ficovich,0.16666666666666666,0.2222222222222222,0.6111111111111112
Juan Pablo Varillas,0.2877813504823151,0.2315112540192926,0.4807073954983923
Julian Reister,0.36363636363636365,0.24242424242424243,0.3939393939393939
Julien Benneteau,0.42168674698795183,0.18072289156626506,0.39759036144578314
Julien Boutter,0.3068181818181818,0.17045454545454544,0.5227272727272727
Juncheng Shang,0.3463203463203463,0.2554112554112554,0.3968253968253968
Jurgen Melzer,0.25072886297376096,0.22448979591836735,0.5247813411078717
Jurgen Zopp,0.21428571428571427,0.19047619047619047,0.5952380952380952
Jurij Rodionov,0.3448275862068966,0.1724137931034483,0.4827586206896552
Kamil Majchrzak,0.3258426966292135,0.24719101123595505,0.42696629213483145
Karel Novacek,0.2956989247311828,0.23655913978494625,0.46774193548387094
Karen Khachanov,0.3161598391555667,0.22342297059562705,0.4596632319678311
Karim Alami,0.40476190476190477,0.3333333333333333,0.2619047619047619
Karim Mohamed Maamoun,0.28255902513328257,0.17555217060167555,0.5418888042650419
Karlis Ozolins,0.25806451612903225,0.2903225806451613,0.45161290322580644
Karol Beck,0.14634146341463414,0.1951219512195122,0.6585365853658537
Karol Kucera,0.30434782608695654,0.21014492753623187,0.4855072463768116
Karsten Braasch,0.4647887323943662,0.2535211267605634,0.28169014084507044
Karue Sell,0.2932692307692308,0.3245192307692308,0.38221153846153844
Kasidit Samrej,0.23275862068965517,0.20689655172413793,0.5603448275862069
Kaylan Bigun,0.36065573770491804,0.2786885245901639,0.36065573770491804
Kei Nishikori,0.3225806451612903,0.2538569424964937,0.4228611500701262
Kelly Evernden,0.1702127659574468,0.40425531914893614,0.425531914893617
Ken Rosewall,0.31155778894472363,0.3015075376884422,0.3869346733668342
Kenneth Carlsen,0.6833333333333333,0.15,0.16666666666666666
Kevin Anderson,0.30552147239263805,0.23558282208588957,0.4588957055214724
Kevin Curren,0.4195933456561922,0.2735674676524954,0.3068391866913124
Kevin King,0.3444676409185804,0.2964509394572025,0.35908141962421714
Kevin Krawietz,0.5238095238095238,0.2857142857142857,0.19047619047619047
Kilian Feldbausch,0.3783783783783784,0.24324324324324326,0.3783783783783784
Kim Warwick,0.3902439024390244,0.2926829268292683,0.3170731707317073
Kimmer Coppejans,0.2727272727272727,0.23636363636363636,0.4909090909090909
Kiranpal Pannu,0.3469387755102041,0.12244897959183673,0.5306122448979592
Konstantin Kravchuk,0.25384615384615383,0.24615384615384617,0.5
Kris Van Wyk,0.3333333333333333,0.15151515151515152,0.5151515151515151
Kristian Pless,0.19607843137254902,0.17647058823529413,0.6274509803921569
Kristof Vliegen,0.4,0.2,0.4
Kryce Didier Momo Kassa,0.05263157894736842,0.10526315789473684,0.8421052631578947
Kyle Edmund,0.2937771345875543,0.24746743849493488,0.4573082489146165
Kyrian Jacquet,0.31840796019900497,0.22885572139303484,0.4527363184079602
Laslo Djere,0.2971698113207547,0.1871069182389937,0.5146750524109015
Laurent Lokoli,0.3741935483870968,0.11612903225806452,0.5096774193548387
Laurynas Grigelis,0.34146341463414637,0.17073170731707318,0.4878048780487805
Leander Paes,0.38513513513513514,0.22972972972972974,0.38513513513513514
Leandro Riedi,0.28270042194092826,0.21518987341772153,0.4978902953586498
Learner Tien,0.2958477508650519,0.2491349480968858,0.45501730103806226
Leo Borg,0.35398230088495575,0.168141592920354,0.4778761061946903
Leonardo Mayer,0.30186823992133727,0.232055063913471,0.464110127826942
Li Tu,0.3021276595744681,0.2127659574468085,0.4851063829787234
Liam Broady,0.2727272727272727,0.2222222222222222,0.5050505050505051
Liam Draxl,0.5074626865671642,0.22388059701492538,0.26865671641791045
Liang Chi Huang,0.13333333333333333,0.2,0.6666666666666666
Libor Pimek,0.2857142857142857,0.19047619047619047,0.5238095238095238
Lleyton Hewitt,0.3256868131868132,0.2767857142857143,0.3971153846153846
Lloyd Harris,0.24748490945674045,0.23541247484909456,0.5150905432595574
Lorenzo Giustino,0.36231884057971014,0.1956521739130435,0.4420289855072464
Lorenzo Musetti,0.33724569640062596,0.2390453834115806,0.4231220657276995
Lorenzo Sonego,0.3219298245614035,0.21403508771929824,0.4631578947368421
Luca Nardi,0.31736526946107785,0.20059880239520958,0.4820359281437126
Luca Van Assche,0.35443037974683544,0.2683544303797468,0.37721518987341773
Luca Vanni,0.24528301886792453,0.20754716981132076,0.5471698113207547
Lucas Catarina,0.2318840579710145,0.2536231884057971,0.5144927536231884
Lucas Pouille,0.3309823677581864,0.21612090680100757,0.4513853904282116
Luciano Darderi,0.38524590163934425,0.21311475409836064,0.4016393442622951
Luis Ayala,0.3181818181818182,0.16666666666666666,0.5151515151515151
Luis Herrera,0.5079365079365079,0.2698412698412698,0.2222222222222222
Lukas Klein,0.39215686274509803,0.26143790849673204,0.3464052287581699
Lukas Lacko,0.3111111111111111,0.2,0.4888888888888889
Lukas Neumayer,0.208,0.312,0.48
Lukas Rosol,0.34916201117318435,0.19273743016759776,0.4581005586592179
Lukasz Kubot,0.28,0.2,0.52
Mackenzie Mcdonald,0.280319535221496,0.26289034132171385,0.4567901234567901
Magnus Gustafsson,0.31384615384615383,0.24,0.4461538461538462
Magnus Larsson,0.34309623430962344,0.21338912133891214,0.4435146443514644
Magnus Norman,0.30066815144766146,0.18262806236080179,0.5167037861915368
Makoto Ochi,0.29411764705882354,0.14705882352941177,0.5588235294117647
Maks Kasnikowski,0.32142857142857145,0.21428571428571427,0.4642857142857143
Malek Jaziri,0.2972972972972973,0.23648648648648649,0.46621621621621623
Malivai Washington,0.3695150115473441,0.18706697459584296,0.44341801385681295
Mansour Bahrami,0.48148148148148145,0.18518518518518517,0.3333333333333333
Manuel Orantes,0.32142857142857145,0.19642857142857142,0.48214285714285715
Marat Safin,0.31339840283939663,0.24862466725820764,0.4376220053238687
Marc Andrea Huesler,0.3213572854291417,0.21956087824351297,0.45708582834331335
Marc Gicquel,0.2857142857142857,0.14285714285714285,0.5714285714285714
Marc Lopez,0.39655172413793105,0.2413793103448276,0.3620689655172414
Marc Polmans,0.28720626631853785,0.2584856396866841,0.45430809399477806
Marc Rosset,0.3537519142419602,0.222052067381317,0.4241960183767228
Marc Sieber,0.3392857142857143,0.07142857142857142,0.5892857142857143
Marcel Freeman,0.3076923076923077,0.2564102564102564,0.4358974358974359
Marcel Granollers,0.356353591160221,0.20718232044198895,0.43646408839779005
Marcelo Arevalo,0.24096385542168675,0.2891566265060241,0.46987951807228917
Marcelo Rios,0.32164129715420253,0.2256783587028458,0.45268034414295166
Marco Cecchinato,0.3597612958226769,0.18073316283034954,0.4595055413469736
Marco Trungelliti,0.2916666666666667,0.1875,0.5208333333333334
Marcos Baghdatis,0.3421727972626176,0.24721984602224123,0.40975192472198463
Marcos Daniel,0.4222222222222222,0.1111111111111111,0.4666666666666667
Marcos Giron,0.28969149736644095,0.22422874341610233,0.4853273137697517
Marcus Willis,0.30612244897959184,0.22448979591836735,0.46938775510204084
Mardy Fish,0.33755274261603374,0.19690576652601968,0.46272855133614627
Mariano Navone,0.2465753424657534,0.23874755381604695,0.512720156555773
Mariano Puerta,0.2903225806451613,0.22580645161290322,0.4838709677419355
Mariano Zabaleta,0.28699551569506726,0.19282511210762332,0.5201793721973094
Marin Cilic,0.312213588364216,0.21837019326559076,0.46842000398485756
Marinko Matosevic,0.26557377049180325,0.23278688524590163,0.5016393442622951
Mario Ancic,0.2962264150943396,0.25660377358490566,0.44716981132075473
Mario Vilella Martinez,0.375,0.2916666666666667,0.3333333333333333
Marius Copil,0.282312925170068,0.23129251700680273,0.48639455782312924
Mark Edmondson,0.36363636363636365,0.12121212121212122,0.5151515151515151
Mark Kevin Goellner,0.3287671232876712,0.273972602739726,0.3972602739726027
Mark Lajal,0.28431372549019607,0.27450980392156865,0.4411764705882353
Mark Petchey,0.34,0.3,0.36
Mark Philippoussis,0.37335526315789475,0.25,0.37664473684210525
Mark Woodforde,0.4589041095890411,0.21232876712328766,0.3287671232876712
Markus Eriksson,0.23333333333333334,0.26666666666666666,0.5
Markus Hipfl,0.3877551020408163,0.20408163265306123,0.40816326530612246
Marsel Ilhan,0.029411764705882353,0.23529411764705882,0.7352941176470589
Martin Borisiouk,0.16216216216216217,0.35135135135135137,0.4864864864864865
Martin Cuevas,0.23636363636363636,0.12727272727272726,0.6363636363636364
Martin Jaite,0.3194444444444444,0.2175925925925926,0.46296296296296297
Martin Klizan,0.27860696517412936,0.23756218905472637,0.48258706467661694
Martin Landaluce,0.2556390977443609,0.21804511278195488,0.5263157894736842
Martin Redlicki,0.2857142857142857,0.125,0.5892857142857143
Martin Verkerk,0.2982456140350877,0.16374269005847952,0.5380116959064327
Marton Fucsovics,0.29533250722841803,0.22387443205287072,0.48038000826104915
Masamichi Imamura,0.3,0.3,0.4
Mate Delic,0.24489795918367346,0.04081632653061224,0.7142857142857143
Mate Valkusz,0.2833333333333333,0.21666666666666667,0.5
Mateus Alves,0.25742574257425743,0.3069306930693069,0.42574257425742573
Mathias Bourgue,0.2033898305084746,0.1864406779661017,0.6101694915254238
Mats Wilander,0.3749422098936662,0.29403606102635227,0.3287101248266297
Matt Reid,0.18571428571428572,0.2,0.6142857142857143
Matteo Arnaldi,0.31986809563066776,0.18878812860676009,0.49134377576257215
Matteo Berrettini,0.32013769363166955,0.1944922547332186,0.48429432013769363
Matteo Martineau,0.27472527472527475,0.3076923076923077,0.4175824175824176
Matthew Ebden,0.26635514018691586,0.2523364485981308,0.48130841121495327
Matthias Bachinger,0.2835820895522388,0.22388059701492538,0.4925373134328358
Mattia Bellucci,0.2670940170940171,0.27564102564102566,0.45726495726495725
Matwe Middelkoop,0.45454545454545453,0.22727272727272727,0.3181818181818182
Mauricio Echazu,0.21818181818181817,0.07272727272727272,0.7090909090909091
Max Hans Rehberg,0.49206349206349204,0.1746031746031746,0.3333333333333333
Max Houkes,0.3684210526315789,0.16842105263157894,0.4631578947368421
Max Mirnyi,0.46706586826347307,0.17964071856287425,0.3532934131736527
Max Purcell,0.2916666666666667,0.22807017543859648,0.4780701754385965
Maxime Cressy,0.38058823529411767,0.23411764705882354,0.3841176470588235
Maximilian Marterer,0.31044776119402984,0.21791044776119403,0.4716417910447761
Maximilian Neuchrist,0.3,0.175,0.525
Maximo Gonzalez,0.35555555555555557,0.3333333333333333,0.3111111111111111
Mees Rottgering,0.26495726495726496,0.2564102564102564,0.47863247863247865
Michael Berrer,0.39285714285714285,0.22321428571428573,0.38392857142857145
Michael Chang,0.37285843101893595,0.26420198376916143,0.3629395852119026
Michael Geerts,0.3,0.16666666666666666,0.5333333333333333
Michael Llodra,0.40789473684210525,0.23026315789473684,0.3618421052631579
Michael Mmoh,0.3333333333333333,0.21025641025641026,0.4564102564102564
Michael Redlicki,0.27586206896551724,0.06896551724137931,0.6551724137931034
Michael Russell,0.3706896551724138,0.21551724137931033,0.41379310344827586
Michael Stich,0.40643161565284774,0.23711739635800078,0.3564509879891515
Michael Westphal,0.3333333333333333,0.24444444444444444,0.4222222222222222
Michael Zheng,0.2037037037037037,0.24074074074074073,0.5555555555555556
Michal Przysiezny,0.2,0.07692307692307693,0.7230769230769231
Michel Kratochvil,0.2641509433962264,0.24528301886792453,0.49056603773584906
Michiel Schapers,0.3333333333333333,0.1282051282051282,0.5384615384615384
Mikael Pernfors,0.3958333333333333,0.21875,0.3854166666666667
Mikael Tillstrom,0.3391304347826087,0.11304347826086956,0.5478260869565217
Mikael Ymer,0.324254215304799,0.2204928664072633,0.45395590142671854
Mike Bryan,0.25925925925925924,0.25925925925925924,0.48148148148148145
Mikhail Kukushkin,0.30835734870317005,0.25456292026897215,0.43707973102785785
Mikhail Youzhny,0.31160663236134933,0.24299599771297883,0.4448256146369354
Mili Poljicak,0.3082706766917293,0.24060150375939848,0.44360902255639095
Miljan Zekic,0.3333333333333333,0.19696969696969696,0.4696969696969697
Milos Raonic,0.33706441393875397,0.21562829989440338,0.44667370644139387
Milos Sekulic,0.24390243902439024,0.24390243902439024,0.5121951219512195
Miloslav Mecir,0.3373626373626374,0.21868131868131868,0.44395604395604393
Miloslav Mecir Jr,0.3157894736842105,0.23684210526315788,0.4473684210526316
Minhtuan Pham,0.288135593220339,0.2033898305084746,0.5084745762711864
Miomir Kecmanovic,0.3239775461106656,0.2774659182036889,0.39815557337610263
Mirza Basic,0.32661290322580644,0.24596774193548387,0.4274193548387097
Mischa Zverev,0.32665330661322645,0.2845691382765531,0.38877755511022044
Mitchell Krueger,0.1917808219178082,0.3424657534246575,0.4657534246575342
Moez Echargui,0.3728813559322034,0.2542372881355932,0.3728813559322034
Mohamed Safwat,0.2546419098143236,0.15119363395225463,0.5941644562334217
Murphy Cassone,0.2692307692307692,0.20512820512820512,0.5256410256410257
N Sriram Balaji,0.2916666666666667,0.16666666666666666,0.5416666666666666
Naoki Nakagawa,0.32558139534883723,0.27906976744186046,0.3953488372093023
Nattan Benjasupawan,0.15,0.15,0.7
Neale Fraser,0.4666666666666667,0.29333333333333333,0.24
Neil Borwick,0.36619718309859156,0.29577464788732394,0.3380281690140845
Nicholas Alan Van Aken,0.16666666666666666,0.05555555555555555,0.7777777777777778
Nick Hardt,0.32857142857142857,0.24285714285714285,0.42857142857142855
Nick Kyrgios,0.3353946297803092,0.21399511798209928,0.4501220504475183
Nicola Kuhn,0.319672131147541,0.21311475409836064,0.4672131147540984
Nicola Pietrangeli,0.29069767441860467,0.20930232558139536,0.5
Nicolai Budkov Kjaer,0.1794871794871795,0.19658119658119658,0.6239316239316239
Nicolas Almagro,0.3034825870646766,0.21393034825870647,0.48175787728026537
Nicolas Alvarez Varona,0.19148936170212766,0.19148936170212766,0.6170212765957447
Nicolas Devilder,0.2,0.23333333333333334,0.5666666666666667
Nicolas Escude,0.22627737226277372,0.24087591240875914,0.5328467153284672
Nicolas Jarry,0.31629392971246006,0.18626198083067091,0.4968051118210863
Nicolas Kiefer,0.26848249027237353,0.21011673151750973,0.519455252918288
Nicolas Lapentti,0.296,0.24,0.464
Nicolas Mahut,0.4090909090909091,0.3181818181818182,0.2713068181818182
Nicolas Massu,0.2642706131078224,0.24312896405919662,0.492600422832981
Nicolas Mejia,0.2584745762711864,0.2923728813559322,0.4491525423728814
Nicolas Moreno De Alboran,0.32407407407407407,0.2222222222222222,0.4537037037037037
Nicolas Thomann,0.2830188679245283,0.18867924528301888,0.5283018867924528
Niels Visker,0.28846153846153844,0.1346153846153846,0.5769230769230769
Nikola Cacic,0.23076923076923078,0.17307692307692307,0.5961538461538461
Nikola Milojevic,0.29042904290429045,0.2145214521452145,0.49504950495049505
Nikola Pilic,0.3333333333333333,0.13333333333333333,0.5333333333333333
Nikolas Sanchez Izquierdo,0.13043478260869565,0.2826086956521739,0.5869565217391305
Nikolay Davydenko,0.3193056286165176,0.26065228826933196,0.4200420831141504
Nikoloz Basilashvili,0.2813487881981033,0.1917808219178082,0.5263435194942044
Nino Serdarusic,0.28125,0.25,0.46875
Nishesh Basavareddy,0.33181299885974913,0.346636259977195,0.3215507411630559
Noah Rubin,0.2647058823529412,0.3235294117647059,0.4117647058823529
Norbert Gombos,0.24242424242424243,0.16666666666666666,0.5909090909090909
Novak Djokovic,0.3179841149773071,0.29024836106908725,0.39129475542107917
Nuno Borges,0.2630952380952381,0.26904761904761904,0.46785714285714286
Oleksandr Ovcharenko,0.16216216216216217,0.05405405405405406,0.7837837837837838
Oleksii Krutykh,0.3141025641025641,0.20512820512820512,0.4807692307692308
Olivier Delaitre,0.15625,0.125,0.71875
Olivier Rochus,0.3333333333333333,0.26666666666666666,0.4
Omar Camporese,0.3780821917808219,0.2356164383561644,0.3863013698630137
Omar Jasika,0.21739130434782608,0.3333333333333333,0.4492753623188406
Oscar Otte,0.3583061889250814,0.1986970684039088,0.44299674267100975
Otto Virtanen,0.3057644110275689,0.24812030075187969,0.44611528822055135
Ozan Baris,0.12121212121212122,0.12121212121212122,0.7575757575757576
Pablo Andujar,0.3673469387755102,0.23076923076923078,0.4003139717425432
Pablo Carreno Busta,0.3453139217470428,0.227024567788899,0.42720655141037306
Pablo Cuevas,0.2589641434262948,0.31274900398406374,0.42828685258964144
Pablo Llamas Ruiz,0.42857142857142855,0.14285714285714285,0.42857142857142855
Paolo Cane,0.2978723404255319,0.3404255319148936,0.3617021276595745
Paolo Lorenzi,0.3524229074889868,0.23127753303964757,0.41409691629955947
Paradorn Srichaphan,0.36070381231671556,0.2316715542521994,0.40762463343108507
Pat Cash,0.45222929936305734,0.25477707006369427,0.2929936305732484
Patrick Brady,0.13793103448275862,0.034482758620689655,0.7586206896551724
Patrick Kaukovalta,0.22727272727272727,0.36363636363636365,0.4090909090909091
Patrick Kypson,0.2537313432835821,0.26865671641791045,0.47761194029850745
Patrick Mcenroe,0.3181818181818182,0.15454545454545454,0.5272727272727272
Patrick Rafter,0.4541891229789319,0.2150906418422342,0.33023027927486526
Paul Annacone,0.5087719298245614,0.05263157894736842,0.43859649122807015
Paul Capdeville,0.27450980392156865,0.21568627450980393,0.5098039215686274
Paul Chamberlin,0.39473684210526316,0.18421052631578946,0.42105263157894735
Paul Haarhuis,0.2603550295857988,0.21893491124260356,0.5207100591715976
Paul Henri Mathieu,0.31981981981981983,0.22747747747747749,0.4527027027027027
Paul Jubb,0.33062330623306235,0.26287262872628725,0.4065040650406504
Pavel Kotov,0.3076923076923077,0.2490842490842491,0.4432234432234432
Pavel Tsoy,0.07407407407407407,0.07407407407407407,0.8518518518518519
Pedja Krstin,0.2413793103448276,0.3793103448275862,0.3793103448275862
Pedro Araujo,0.32608695652173914,0.32608695652173914,0.34782608695652173
Pedro Cachin,0.30339805825242716,0.20145631067961164,0.49514563106796117
Pedro Martinez,0.34913217623498,0.27837116154873165,0.3724966622162884
Pedro Sousa,0.28865979381443296,0.1958762886597938,0.5154639175257731
Pete Sampras,0.41294625343271874,0.2352295017653982,0.35158885837583365
Peter Bertran,0.18181818181818182,0.09090909090909091,0.7272727272727273
Peter Doohan,0.5394736842105263,0.2236842105263158,0.23684210526315788
Peter Fajta,0.3333333333333333,0.14814814814814814,0.5185185185185185
Peter Gojowczyk,0.22652757078986588,0.21311475409836064,0.5603576751117735
Peter Lundgren,0.20930232558139536,0.18604651162790697,0.6046511627906976
Peter Polansky,0.22340425531914893,0.2765957446808511,0.5
Petr Korda,0.3562281722933644,0.1990686845168801,0.44412107101280557
Petros Tsitsipas,0.40625,0.21875,0.375
Philipp Kohlschreiber,0.33362143474503025,0.24719101123595505,0.4187554019014693
Philipp Petzschner,0.24550898203592814,0.25149700598802394,0.5029940119760479
Pierre Hugues Herbert,0.3976982097186701,0.21483375959079284,0.3887468030690537
Pol Martin Tiffon,0.4,0.36666666666666664,0.23333333333333334
Potito Starace,0.35714285714285715,0.2857142857142857,0.35714285714285715
Prajnesh Gunneswaran,0.31277533039647576,0.24669603524229075,0.43612334801762115
Preston Stearns,0.30666666666666664,0.17333333333333334,0.52
Quentin Halys,0.31868131868131866,0.21611721611721613,0.4652014652014652
Radek Stepanek,0.351010101010101,0.2803030303030303,0.3686868686868687
Radu Albot,0.318448883666275,0.2256169212690952,0.4535840188014101
Rafael Arevalo,0.2702702702702703,0.13513513513513514,0.5945945945945946
Rafael Nadal,0.36233044064369363,0.27087370460864435,0.3663324627180049
Rainer Schuettler,0.32954545454545453,0.23011363636363635,0.4375
Ramkumar Ramanathan,0.2558139534883721,0.18604651162790697,0.5581395348837209
Raphael Collignon,0.24390243902439024,0.38414634146341464,0.3719512195121951
Raul Brancaccio,0.42,0.32,0.26
Raul Ramirez,0.4126984126984127,0.18253968253968253,0.40476190476190477
Rei Sakamoto,0.38028169014084506,0.2112676056338028,0.39436619718309857
Reilly Opelka,0.31557528671846097,0.15279319274879763,0.5308916019237884
Renzo Furlan,0.28125,0.3541666666666667,0.3645833333333333
Renzo Olivo,0.26595744680851063,0.22872340425531915,0.5053191489361702
Ricardas Berankis,0.3023758099352052,0.24622030237580994,0.44924406047516197
Ricardo Hocevar,0.22857142857142856,0.11428571428571428,0.6571428571428571
Riccardo Bonadio,0.26956521739130435,0.16521739130434782,0.5565217391304348
Richard Gasquet,0.3636755823986195,0.23619499568593616,0.3994823123382226
Richard Krajicek,0.42627653471026966,0.2174411933448078,0.35628227194492257
Richey Reneberg,0.37398373983739835,0.3008130081300813,0.3252032520325203
Rinky Hijikata,0.3682588597842835,0.1987673343605547,0.43297380585516176
Rio Noguchi,0.15,0.15,0.7
Robby Ginepri,0.30140845070422534,0.22253521126760564,0.476056338028169
Robert Kendrick,0.2903225806451613,0.20967741935483872,0.5
Roberto Bautista Agut,0.3173636844891477,0.25039703546850184,0.4309158284806776
Roberto Carballes Baena,0.32063197026022305,0.27973977695167285,0.3996282527881041
Roberto Cid,0.29411764705882354,0.21568627450980393,0.49019607843137253
Roberto Marcora,0.09090909090909091,0.2727272727272727,0.6363636363636364
Roberto Quiroz,0.22641509433962265,0.1509433962264151,0.6226415094339622
Robin Bertrand,0.14285714285714285,0.37142857142857144,0.4857142857142857
Robin Haase,0.346873755475906,0.22102747909199522,0.43010752688172044
Robin Soderling,0.2971948445792267,0.24109173616376042,0.46171341925701287
Robin Vik,0.18181818181818182,0.22727272727272727,0.5909090909090909
Rod Frawley,0.3977272727272727,0.2727272727272727,0.3181818181818182
Rod Laver,0.46220302375809935,0.20950323974082075,0.3282937365010799
Rodrigo Pacheco Mendez,0.3709677419354839,0.22580645161290322,0.4032258064516129
