tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file,tourney_date_parsed,r_w_global_before,r_l_global_before,r_w_surface_before,r_l_surface_before
2017-0451,Doha,Hard,32,A,20170102,299,104918,1.0,,Andy Murray,R,191.0,GBR,29.6,104607,3.0,,Tomas Berdych,R,196.0,CZE,31.2,6-3 6-4,3,SF,101.0,10.0,1.0,67.0,42.0,33.0,11.0,10.0,2.0,3.0,2.0,1.0,63.0,34.0,23.0,12.0,9.0,2.0,5.0,1.0,12410.0,10.0,3060.0,atp_matches_2017.csv,2017-01-02,2429.1839940278105,2009.9638886525713,2329.46862901915,1942.9871377182483
2017-0451,Doha,Hard,32,A,20170102,300,104925,2.0,,Novak Djokovic,R,188.0,SRB,29.6,104918,1.0,,Andy Murray,R,191.0,GBR,29.6,6-3 5-7 6-4,3,F,174.0,2.0,3.0,110.0,79.0,54.0,19.0,16.0,5.0,7.0,8.0,4.0,84.0,50.0,39.0,16.0,15.0,1.0,4.0,2.0,11780.0,1.0,12410.0,atp_matches_2017.csv,2017-01-02,2331.438396805776,2470.3780805514143,2307.22343148909,2363.698603700029
2017-0451,Doha,Hard,32,A,20170102,300,104925,2.0,,Novak Djokovic,R,188.0,SRB,29.6,104918,1.0,,Andy Murray,R,191.0,GBR,29.6,6-3 5-7 6-4,3,F,174.0,2.0,3.0,110.0,79.0,54.0,19.0,16.0,5.0,7.0,8.0,4.0,84.0,50.0,39.0,16.0,15.0,1.0,4.0,2.0,11780.0,1.0,12410.0,atp_matches_2017.csv,2017-01-02,2357.544977406971,2449.3145237483204,2329.254148962128,2346.2507265434656
2017-M020,Brisbane,Hard,32,A,20170102,276,111442,,WC,Jordan Thompson,R,183.0,AUS,22.7,111200,,WC,Elias Ymer,R,185.0,SWE,20.7,6-3 6-2,3,R32,90.0,1.0,0.0,46.0,28.0,26.0,6.0,8.0,1.0,2.0,1.0,6.0,74.0,43.0,23.0,13.0,9.0,10.0,15.0,79.0,689.0,160.0,372.0,atp_matches_2017.csv,2017-01-02,1456.2126214735242,1498.6058764306783,1443.964532689565,1421.4742378999072
2017-M020,Brisbane,Hard,32,A,20170102,276,111442,,WC,Jordan Thompson,R,183.0,AUS,22.7,111200,,WC,Elias Ymer,R,185.0,SWE,20.7,6-3 6-2,3,R32,90.0,1.0,0.0,46.0,28.0,26.0,6.0,8.0,1.0,2.0,1.0,6.0,74.0,43.0,23.0,13.0,9.0,10.0,15.0,79.0,689.0,160.0,372.0,atp_matches_2017.csv,2017-01-02,1531.4355104521587,1480.6632262524638,1515.2438062692352,1406.5085100282333
2017-M020,Brisbane,Hard,32,A,20170102,275,111577,,Q,Jared Donaldson,R,188.0,USA,20.2,104180,,,Gilles Muller,L,193.0,LUX,33.6,6-4 6-4,3,R32,75.0,12.0,2.0,55.0,33.0,27.0,13.0,10.0,0.0,1.0,10.0,2.0,58.0,37.0,27.0,7.0,10.0,2.0,5.0,105.0,570.0,34.0,1255.0,atp_matches_2017.csv,2017-01-02,1700.7924031643167,1959.6749750198603,1656.4872787952818,1884.1613612751487
2017-M020,Brisbane,Hard,32,A,20170102,275,111577,,Q,Jared Donaldson,R,188.0,USA,20.2,104180,,,Gilles Muller,L,193.0,LUX,33.6,6-4 6-4,3,R32,75.0,12.0,2.0,55.0,33.0,27.0,13.0,10.0,0.0,1.0,10.0,2.0,58.0,37.0,27.0,7.0,10.0,2.0,5.0,105.0,570.0,34.0,1255.0,atp_matches_2017.csv,2017-01-02,1720.4318424171192,1933.5592798312923,1674.585047772124,1858.9577420596477
2017-M020,Brisbane,Hard,32,A,20170102,273,106298,6.0,,Lucas Pouille,R,185.0,FRA,22.8,104468,,,Gilles Simon,R,183.0,FRA,32.0,7-6(6) 7-6(4),3,R32,125.0,7.0,2.0,102.0,52.0,37.0,24.0,12.0,8.0,12.0,1.0,4.0,76.0,42.0,29.0,16.0,12.0,0.0,4.0,15.0,2156.0,25.0,1585.0,atp_matches_2017.csv,2017-01-02,1995.618566279652,1915.9474101534743,1889.2861856368781,1876.9839093003272
2017-M020,Brisbane,Hard,32,A,20170102,273,106298,6.0,,Lucas Pouille,R,185.0,FRA,22.8,104468,,,Gilles Simon,R,183.0,FRA,32.0,7-6(6) 7-6(4),3,R32,125.0,7.0,2.0,102.0,52.0,37.0,24.0,12.0,8.0,12.0,1.0,4.0,76.0,42.0,29.0,16.0,12.0,0.0,4.0,15.0,2156.0,25.0,1585.0,atp_matches_2017.csv,2017-01-02,1962.83033544586,1903.5534168647005,1861.104682337105,1861.5502134080114
2017-M020,Brisbane,Hard,32,A,20170102,272,106378,,,Kyle Edmund,R,188.0,GBR,21.9,124014,,Q,Ernesto Escobedo,R,185.0,MEX,20.4,7-6(4) 7-6(6),3,R32,130.0,11.0,2.0,83.0,48.0,37.0,19.0,12.0,2.0,3.0,11.0,3.0,113.0,67.0,39.0,27.0,12.0,9.0,10.0,45.0,1001.0,141.0,443.0,atp_matches_2017.csv,2017-01-02,1832.0866912398278,1528.3705597676762,1747.64607758972,1492.6645968017242
2017-M020,Brisbane,Hard,32,A,20170102,272,106378,,,Kyle Edmund,R,188.0,GBR,21.9,124014,,Q,Ernesto Escobedo,R,185.0,MEX,20.4,7-6(4) 7-6(6),3,R32,130.0,11.0,2.0,83.0,48.0,37.0,19.0,12.0,2.0,3.0,11.0,3.0,113.0,67.0,39.0,27.0,12.0,9.0,10.0,45.0,1001.0,141.0,443.0,atp_matches_2017.csv,2017-01-02,1872.631778067786,1523.6263075148931,1789.3289569338217,1486.6716834036135
2017-M020,Brisbane,Hard,32,A,20170102,271,104678,,,Viktor Troicki,R,193.0,SRB,30.8,106415,,Q,Yoshihito Nishioka,L,170.0,JPN,21.2,6-4 7-5,3,R32,91.0,11.0,5.0,64.0,45.0,35.0,6.0,11.0,1.0,3.0,0.0,1.0,82.0,53.0,33.0,13.0,11.0,6.0,10.0,29.0,1385.0,100.0,604.0,atp_matches_2017.csv,2017-01-02,1859.1004521977193,1638.9065681740608,1808.3694085098723,1634.1602895981857
2017-M020,Brisbane,Hard,32,A,20170102,271,104678,,,Viktor Troicki,R,193.0,SRB,30.8,106415,,Q,Yoshihito Nishioka,L,170.0,JPN,21.2,6-4 7-5,3,R32,91.0,11.0,5.0,64.0,45.0,35.0,6.0,11.0,1.0,3.0,0.0,1.0,82.0,53.0,33.0,13.0,11.0,6.0,10.0,29.0,1385.0,100.0,604.0,atp_matches_2017.csv,2017-01-02,1847.760497120989,1631.8768396460891,1798.972493622452,1625.571946966569
2017-0451,Doha,Hard,32,A,20170102,274,105676,4.0,,David Goffin,R,180.0,BEL,26.0,104898,,,Robin Haase,R,191.0,NED,29.7,7-6(4) 6-2,3,R32,89.0,6.0,0.0,72.0,44.0,31.0,17.0,10.0,10.0,12.0,7.0,1.0,62.0,34.0,23.0,12.0,10.0,1.0,5.0,11.0,2750.0,59.0,795.0,atp_matches_2017.csv,2017-01-02,1994.2537476218156,1620.6786912886018,1925.5454322758715,1504.7751221747426
2017-0451,Doha,Hard,32,A,20170102,274,105676,4.0,,David Goffin,R,180.0,BEL,26.0,104898,,,Robin Haase,R,191.0,NED,29.7,7-6(4) 6-2,3,R32,89.0,6.0,0.0,72.0,44.0,31.0,17.0,10.0,10.0,12.0,7.0,1.0,62.0,34.0,23.0,12.0,10.0,1.0,5.0,11.0,2750.0,59.0,795.0,atp_matches_2017.csv,2017-01-02,1972.0189751859893,1617.3414999776571,1902.429541561541,1502.1671454694813
2017-0451,Doha,Hard,32,A,20170102,298,104925,2.0,,Novak Djokovic,R,188.0,SRB,29.6,104269,,,Fernando Verdasco,L,188.0,ESP,33.1,4-6 7-6(7) 6-3,3,SF,142.0,3.0,1.0,93.0,57.0,45.0,15.0,15.0,4.0,7.0,2.0,3.0,101.0,70.0,44.0,16.0,16.0,3.0,7.0,2.0,11780.0,42.0,1035.0,atp_matches_2017.csv,2017-01-02,2353.5162187370133,1783.2885976367968,2325.8015428481895,1708.8196150859303
2017-0451,Doha,Hard,32,A,20170102,298,104925,2.0,,Novak Djokovic,R,188.0,SRB,29.6,104269,,,Fernando Verdasco,L,188.0,ESP,33.1,4-6 7-6(7) 6-3,3,SF,142.0,3.0,1.0,93.0,57.0,45.0,15.0,15.0,4.0,7.0,2.0,3.0,101.0,70.0,44.0,16.0,16.0,3.0,7.0,2.0,11780.0,42.0,1035.0,atp_matches_2017.csv,2017-01-02,2377.675507127481,1826.878217112754,2346.036246486444,1752.4868992620832
2017-0451,Doha,Hard,32,A,20170102,273,103285,,Q,Radek Stepanek,R,185.0,CZE,38.0,104571,8.0,,Marcos Baghdatis,R,183.0,CYP,31.5,6-4 5-3 RET,3,R32,114.0,2.0,7.0,88.0,38.0,24.0,26.0,9.0,12.0,14.0,2.0,1.0,66.0,39.0,23.0,12.0,9.0,5.0,9.0,107.0,558.0,36.0,1140.0,atp_matches_2017.csv,2017-01-02,1767.9337205032357,1818.8305719282039,1668.3659352334134,1786.9197126005365
2017-0451,Doha,Hard,32,A,20170102,273,103285,,Q,Radek Stepanek,R,185.0,CZE,38.0,104571,8.0,,Marcos Baghdatis,R,183.0,CYP,31.5,6-4 5-3 RET,3,R32,114.0,2.0,7.0,88.0,38.0,24.0,26.0,9.0,12.0,14.0,2.0,1.0,66.0,39.0,23.0,12.0,9.0,5.0,9.0,107.0,558.0,36.0,1140.0,atp_matches_2017.csv,2017-01-02,1786.2609830798838,1800.5033093515558,1689.623067455757,1765.6625803781928
2017-0451,Doha,Hard,32,A,20170102,271,104547,,,Horacio Zeballos,L,188.0,ARG,31.6,104252,,,Florian Mayer,R,190.0,GER,33.2,6-7(3) 6-4 7-6(9),3,R32,157.0,9.0,4.0,117.0,71.0,55.0,27.0,17.0,3.0,4.0,14.0,3.0,120.0,71.0,57.0,23.0,17.0,6.0,8.0,71.0,722.0,50.0,903.0,atp_matches_2017.csv,2017-01-02,1623.4874192660116,1771.0883508763195,1642.6742863686081,1689.0905712621852
2017-0451,Doha,Hard,32,A,20170102,271,104547,,,Horacio Zeballos,L,188.0,ARG,31.6,104252,,,Florian Mayer,R,190.0,GER,33.2,6-7(3) 6-4 7-6(9),3,R32,157.0,9.0,4.0,117.0,71.0,55.0,27.0,17.0,3.0,4.0,14.0,3.0,120.0,71.0,57.0,23.0,17.0,6.0,8.0,71.0,722.0,50.0,903.0,atp_matches_2017.csv,2017-01-02,1645.294456262024,1748.6724897551105,1660.0396596740638,1670.9656492769175
2017-0451,Doha,Hard,32,A,20170102,270,104925,2.0,,Novak Djokovic,R,188.0,SRB,29.6,105526,,,Jan Lennard Struff,R,193.0,GER,26.6,7-6(1) 6-3,3,R32,86.0,4.0,4.0,55.0,39.0,33.0,6.0,10.0,3.0,5.0,9.0,1.0,74.0,41.0,26.0,14.0,11.0,5.0,9.0,2.0,11780.0,63.0,758.0,atp_matches_2017.csv,2017-01-02,2329.71287047268,1752.9983527405243,2305.4441324801132,1712.4077087778019
2017-0451,Doha,Hard,32,A,20170102,270,104925,2.0,,Novak Djokovic,R,188.0,SRB,29.6,105526,,,Jan Lennard Struff,R,193.0,GER,26.6,7-6(1) 6-3,3,R32,86.0,4.0,4.0,55.0,39.0,33.0,6.0,10.0,3.0,5.0,9.0,1.0,74.0,41.0,26.0,14.0,11.0,5.0,9.0,2.0,11780.0,63.0,758.0,atp_matches_2017.csv,2017-01-02,2354.673871646299,1751.881650532625,2326.6936475117323,1711.3879584486374
2017-0891,Chennai,Hard,32,A,20170102,300,105138,2.0,,Roberto Bautista Agut,R,183.0,ESP,28.7,106421,,,Daniil Medvedev,R,198.0,RUS,20.8,6-3 6-4,3,F,73.0,4.0,1.0,49.0,38.0,32.0,9.0,10.0,0.0,0.0,8.0,4.0,63.0,42.0,30.0,9.0,9.0,2.0,4.0,14.0,2350.0,99.0,611.0,atp_matches_2017.csv,2017-01-02,1924.2017740959695,1658.495508524062,1874.0242197360737,1623.1880239012753
2017-0891,Chennai,Hard,32,A,20170102,300,105138,2.0,,Roberto Bautista Agut,R,183.0,ESP,28.7,106421,,,Daniil Medvedev,R,198.0,RUS,20.8,6-3 6-4,3,F,73.0,4.0,1.0,49.0,38.0,32.0,9.0,10.0,0.0,0.0,8.0,4.0,63.0,42.0,30.0,9.0,9.0,2.0,4.0,14.0,2350.0,99.0,611.0,atp_matches_2017.csv,2017-01-02,1934.704656589451,1670.8689732733062,1885.2930819553446,1632.9343920496476
2017-0891,Chennai,Hard,32,A,20170102,299,106421,,,Daniil Medvedev,R,198.0,RUS,20.8,104534,,,Dudi Sela,R,175.0,ISR,31.7,4-6 7-6(2) 6-2,3,SF,126.0,4.0,2.0,96.0,59.0,42.0,21.0,15.0,6.0,9.0,3.0,2.0,92.0,65.0,40.0,17.0,15.0,3.0,7.0,99.0,611.0,96.0,616.0,atp_matches_2017.csv,2017-01-02,1652.797501357091,1698.03282254755,1617.0780199104972,1613.9590967617319
2017-0891,Chennai,Hard,32,A,20170102,299,106421,,,Daniil Medvedev,R,198.0,RUS,20.8,104534,,,Dudi Sela,R,175.0,ISR,31.7,4-6 7-6(2) 6-2,3,SF,126.0,4.0,2.0,96.0,59.0,42.0,21.0,15.0,6.0,9.0,3.0,2.0,92.0,65.0,40.0,17.0,15.0,3.0,7.0,99.0,611.0,96.0,616.0,atp_matches_2017.csv,2017-01-02,1665.1203605614128,1679.9613506313349,1626.867595372003,1598.1027246225815
2017-0891,Chennai,Hard,32,A,20170102,298,105138,2.0,,Roberto Bautista Agut,R,183.0,ESP,28.7,105332,5.0,,Benoit Paire,R,196.0,FRA,27.6,6-3 6-3,3,SF,68.0,3.0,1.0,53.0,36.0,26.0,10.0,9.0,0.0,1.0,8.0,3.0,53.0,27.0,18.0,9.0,9.0,3.0,7.0,14.0,2350.0,47.0,960.0,atp_matches_2017.csv,2017-01-02,1929.8997812629405,1628.776208962272,1880.1342237268518,1593.635266589027
2017-0891,Chennai,Hard,32,A,20170102,298,105138,2.0,,Roberto Bautista Agut,R,183.0,ESP,28.7,105332,5.0,,Benoit Paire,R,196.0,FRA,27.6,6-3 6-3,3,SF,68.0,3.0,1.0,53.0,36.0,26.0,10.0,9.0,0.0,1.0,8.0,3.0,53.0,27.0,18.0,9.0,9.0,3.0,7.0,14.0,2350.0,47.0,960.0,atp_matches_2017.csv,2017-01-02,1940.4532693013443,1640.801992523374,1891.3598786329892,1606.8736143514025
2017-0891,Chennai,Hard,32,A,20170102,297,106421,,,Daniil Medvedev,R,198.0,RUS,20.8,106075,,Q,Jozef Kovalik,R,183.0,SVK,24.1,6-1 6-4,3,QF,84.0,8.0,2.0,55.0,37.0,28.0,7.0,8.0,3.0,4.0,3.0,5.0,69.0,45.0,26.0,9.0,9.0,6.0,11.0,99.0,611.0,117.0,501.0,atp_matches_2017.csv,2017-01-02,1646.189984834356,1564.492250321626,1610.822057596304,1530.5094683222317
2017-0891,Chennai,Hard,32,A,20170102,297,106421,,,Daniil Medvedev,R,198.0,RUS,20.8,106075,,Q,Jozef Kovalik,R,183.0,SVK,24.1,6-1 6-4,3,QF,84.0,8.0,2.0,55.0,37.0,28.0,7.0,8.0,3.0,4.0,3.0,5.0,69.0,45.0,26.0,9.0,9.0,6.0,11.0,99.0,611.0,117.0,501.0,atp_matches_2017.csv,2017-01-02,1681.8033980294858,1552.18672663192,1641.5459425010297,1518.1435020172603
