tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file,tourney_date_parsed,r_w_global_before,r_l_global_before,r_w_surface_before,r_l_surface_before
2016-M020,Brisbane,Hard,32,A,20160104,272,103285,,PR,Radek Stepanek,R,185.0,CZE,37.1,105583,,,Dusan Lajovic,R,183.0,SRB,25.5,6-0 6-3,3,R32,67.0,3.0,2.0,48.0,25.0,18.0,16.0,8.0,2.0,2.0,0.0,2.0,46.0,25.0,15.0,8.0,7.0,4.0,8.0,197.0,252.0,76.0,678.0,atp_matches_2016.csv,2016-01-04,1695.2094878224252,1724.0640312743737,1636.7922235907588,1529.93542262285
2016-M020,Brisbane,Hard,32,A,20160104,272,103285,,PR,Radek Stepanek,R,185.0,CZE,37.1,105583,,,Dusan Lajovic,R,183.0,SRB,25.5,6-0 6-3,3,R32,67.0,3.0,2.0,48.0,25.0,18.0,16.0,8.0,2.0,2.0,0.0,2.0,46.0,25.0,15.0,8.0,7.0,4.0,8.0,197.0,252.0,76.0,678.0,atp_matches_2016.csv,2016-01-04,1712.5352420090385,1706.7382770877605,1648.020792637287,1518.7068535763217
2016-M020,Brisbane,Hard,32,A,20160104,271,105062,,,Mikhail Kukushkin,R,183.0,KAZ,28.0,104797,,,Denis Istomin,R,185.0,UZB,29.3,6-2 7-5,3,R32,84.0,1.0,3.0,67.0,36.0,27.0,20.0,10.0,3.0,3.0,6.0,0.0,53.0,32.0,22.0,12.0,10.0,4.0,7.0,65.0,762.0,61.0,781.0,atp_matches_2016.csv,2016-01-04,1732.8612210807808,1737.9571749070924,1739.5029311923183,1631.1117766531454
2016-M020,Brisbane,Hard,32,A,20160104,271,105062,,,Mikhail Kukushkin,R,183.0,KAZ,28.0,104797,,,Denis Istomin,R,185.0,UZB,29.3,6-2 7-5,3,R32,84.0,1.0,3.0,67.0,36.0,27.0,20.0,10.0,3.0,3.0,6.0,0.0,53.0,32.0,22.0,12.0,10.0,4.0,7.0,65.0,762.0,61.0,781.0,atp_matches_2016.csv,2016-01-04,1749.0958815997633,1721.7225143881099,1750.667209621443,1619.9474982240208
2016-0891,Chennai,Hard,32,A,20160104,288,105138,4.0,,Roberto Bautista Agut,R,183.0,ESP,27.7,105357,,,John Millman,R,183.0,AUS,26.5,6-4 6-1,3,R16,75.0,1.0,1.0,58.0,34.0,26.0,13.0,9.0,1.0,2.0,2.0,0.0,55.0,37.0,23.0,4.0,8.0,3.0,7.0,25.0,1480.0,92.0,611.0,atp_matches_2016.csv,2016-01-04,1969.6509750531563,1641.0240234262176,1904.544455328535,1597.772512046122
2016-0891,Chennai,Hard,32,A,20160104,288,105138,4.0,,Roberto Bautista Agut,R,183.0,ESP,27.7,105357,,,John Millman,R,183.0,AUS,26.5,6-4 6-1,3,R16,75.0,1.0,1.0,58.0,34.0,26.0,13.0,9.0,1.0,2.0,2.0,0.0,55.0,37.0,23.0,4.0,8.0,3.0,7.0,25.0,1480.0,92.0,611.0,atp_matches_2016.csv,2016-01-04,1951.206516643889,1636.8305041170695,1885.2718926586474,1593.0989026418558
2016-0891,Chennai,Hard,32,A,20160104,295,106432,8.0,,Borna Coric,R,188.0,CRO,19.1,105138,4.0,,Roberto Bautista Agut,R,183.0,ESP,27.7,3-6 6-4 7-6(1),3,QF,150.0,9.0,2.0,97.0,60.0,43.0,21.0,15.0,5.0,8.0,10.0,5.0,113.0,77.0,52.0,15.0,16.0,3.0,6.0,44.0,941.0,25.0,1480.0,atp_matches_2016.csv,2016-01-04,1820.4573112761732,1973.8444943623044,1719.9245637259346,1909.2180647328012
2016-0891,Chennai,Hard,32,A,20160104,295,106432,8.0,,Borna Coric,R,188.0,CRO,19.1,105138,4.0,,Roberto Bautista Agut,R,183.0,ESP,27.7,3-6 6-4 7-6(1),3,QF,150.0,9.0,2.0,97.0,60.0,43.0,21.0,15.0,5.0,8.0,10.0,5.0,113.0,77.0,52.0,15.0,16.0,3.0,6.0,44.0,941.0,25.0,1480.0,atp_matches_2016.csv,2016-01-04,1857.466943094265,1955.7081210225658,1764.370517814997,1890.2909742290249
2016-0891,Chennai,Hard,32,A,20160104,294,105379,,,Aljaz Bedene,R,181.0,SLO,26.4,106368,,WC,Ramkumar Ramanathan,R,188.0,IND,21.1,6-7(5) 6-4 6-3,3,QF,138.0,9.0,2.0,101.0,63.0,50.0,24.0,16.0,3.0,3.0,6.0,2.0,96.0,60.0,43.0,19.0,15.0,1.0,3.0,45.0,939.0,248.0,209.0,atp_matches_2016.csv,2016-01-04,1723.8413428504864,1530.295373638967,1701.5035974125935,1519.1593989371697
2016-0891,Chennai,Hard,32,A,20160104,294,105379,,,Aljaz Bedene,R,181.0,SLO,26.4,106368,,WC,Ramkumar Ramanathan,R,188.0,IND,21.1,6-7(5) 6-4 6-3,3,QF,138.0,9.0,2.0,101.0,63.0,50.0,24.0,16.0,3.0,3.0,6.0,2.0,96.0,60.0,43.0,19.0,15.0,1.0,3.0,45.0,939.0,248.0,209.0,atp_matches_2016.csv,2016-01-04,1720.707616525764,1522.3881787286311,1695.3648688377166,1510.8620914267794
