tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file,tourney_date_parsed,r_w_global_before,r_l_global_before,r_w_surface_before,r_l_surface_before
2012-339,Brisbane,Hard,32,A,20120101,2,104180,,,Gilles Muller,L,193.0,LUX,28.6,103672,,,Ricardo Mello,L,175.0,BRA,31.0,6-7(3) 7-6(4) 6-3,3,R32,136.0,23.0,1.0,104.0,55.0,47.0,31.0,17.0,3.0,3.0,3.0,5.0,103.0,67.0,54.0,20.0,16.0,1.0,2.0,54.0,893.0,85.0,630.0,atp_matches_2012.csv,2012-01-01,1760.935409313661,1544.1888042878904,1704.3904641297302,1428.6068074235216
2012-339,Brisbane,Hard,32,A,20120101,2,104180,,,Gilles Muller,L,193.0,LUX,28.6,103672,,,Ricardo Mello,L,175.0,BRA,31.0,6-7(3) 7-6(4) 6-3,3,R32,136.0,23.0,1.0,104.0,55.0,47.0,31.0,17.0,3.0,3.0,3.0,5.0,103.0,67.0,54.0,20.0,16.0,1.0,2.0,54.0,893.0,85.0,630.0,atp_matches_2012.csv,2012-01-01,1768.074597035473,1537.0496165660784,1709.8218406699714,1423.1754308832803
2012-339,Brisbane,Hard,32,A,20120101,27,105238,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,103285,6.0,,Radek Stepanek,R,185.0,CZE,33.0,4-6 6-3 6-3,3,QF,136.0,16.0,2.0,88.0,52.0,33.0,21.0,14.0,3.0,6.0,2.0,4.0,92.0,48.0,34.0,18.0,14.0,8.0,13.0,15.0,1925.0,28.0,1275.0,atp_matches_2012.csv,2012-01-01,1787.7152088691093,1876.074665440295,1733.8839240472155,1814.1178075882835
2012-339,Brisbane,Hard,32,A,20120101,27,105238,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,103285,6.0,,Radek Stepanek,R,185.0,CZE,33.0,4-6 6-3 6-3,3,QF,136.0,16.0,2.0,88.0,52.0,33.0,21.0,14.0,3.0,6.0,2.0,4.0,92.0,48.0,34.0,18.0,14.0,8.0,13.0,15.0,1925.0,28.0,1275.0,atp_matches_2012.csv,2012-01-01,1821.1961718855941,1856.0910777090342,1766.1375109397693,1794.4872116252502
2012-339,Brisbane,Hard,32,A,20120101,31,104918,1.0,,Andy Murray,R,191.0,GBR,24.6,105238,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,6-1 6-3,3,F,66.0,9.0,2.0,47.0,30.0,25.0,9.0,8.0,3.0,4.0,2.0,4.0,66.0,35.0,19.0,11.0,8.0,5.0,10.0,4.0,7380.0,15.0,1925.0,atp_matches_2012.csv,2012-01-01,2262.6271501503224,1807.69879660037,2149.81578843319,1753.5145200102488
2012-339,Brisbane,Hard,32,A,20120101,31,104918,1.0,,Andy Murray,R,191.0,GBR,24.6,105238,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,6-1 6-3,3,F,66.0,9.0,2.0,47.0,30.0,25.0,9.0,8.0,3.0,4.0,2.0,4.0,66.0,35.0,19.0,11.0,8.0,5.0,10.0,4.0,7380.0,15.0,1925.0,atp_matches_2012.csv,2012-01-01,2273.3266902982846,1853.1283224048816,2165.019958655859,1797.7570144213432
2012-339,Brisbane,Hard,32,A,20120101,30,105238,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,104468,2.0,,Gilles Simon,R,183.0,FRA,27.0,6-3 6-4,3,SF,82.0,3.0,0.0,48.0,27.0,23.0,15.0,9.0,1.0,1.0,6.0,1.0,65.0,38.0,24.0,16.0,10.0,4.0,7.0,15.0,1925.0,12.0,2165.0,atp_matches_2012.csv,2012-01-01,1805.524728526756,1798.3892086385115,1750.5486281073397,1741.6193667926748
2012-339,Brisbane,Hard,32,A,20120101,30,105238,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,104468,2.0,,Gilles Simon,R,183.0,FRA,27.0,6-3 6-4,3,SF,82.0,3.0,0.0,48.0,27.0,23.0,15.0,9.0,1.0,1.0,6.0,1.0,65.0,38.0,24.0,16.0,10.0,4.0,7.0,15.0,1925.0,12.0,2165.0,atp_matches_2012.csv,2012-01-01,1850.5124482025597,1811.8979573535817,1794.3096383371965,1756.7451617533563
2012-339,Brisbane,Hard,32,A,20120101,3,104571,,,Marcos Baghdatis,R,183.0,CYP,26.5,105992,,,Ryan Harrison,R,185.0,USA,19.6,7-6(7) 6-4,3,R32,101.0,8.0,3.0,71.0,31.0,26.0,26.0,11.0,5.0,6.0,14.0,1.0,79.0,48.0,36.0,17.0,11.0,2.0,4.0,44.0,940.0,79.0,658.0,atp_matches_2012.csv,2012-01-01,1849.9988395346822,1693.7767379405918,1809.9991547184516,1660.2028925259735
2012-339,Brisbane,Hard,32,A,20120101,3,104571,,,Marcos Baghdatis,R,183.0,CYP,26.5,105992,,,Ryan Harrison,R,185.0,USA,19.6,7-6(7) 6-4,3,R32,101.0,8.0,3.0,71.0,31.0,26.0,26.0,11.0,5.0,6.0,14.0,1.0,79.0,48.0,36.0,17.0,11.0,2.0,4.0,44.0,940.0,79.0,658.0,atp_matches_2012.csv,2012-01-01,1856.427421787194,1684.5224306893267,1815.4018524029034,1650.703380738238
