date,surface,winner_id,loser_id,winner_name,loser_name,predicted_win_prob,actual_winner,r_w_global_before,r_l_global_before,r_w_global_after,r_l_global_after,r_w_surface_before,r_l_surface_before
2005-05-23,Clay,103017,103333,Nicolas Kiefer,Ivo Karlovic,0.7144951387438886,1,1751.106362601009,1492.4563802707607,1756.997099862317,1486.5656430094527,1553.851104487793,1437.0520849284615
2005-05-23,Clay,104214,102035,Igor Andreev,Jonas Bjorkman,0.6741136888602651,1,1593.086919152214,1575.0746341616498,1608.2581651358012,1559.9033881780626,1586.8336441264507,1414.1720360312981
2005-05-23,Clay,103096,102880,Arnaud Clement,Alexander Popp,0.663258968627581,1,1592.3519275062713,1526.912143245125,1605.3734525485954,1513.8906182028009,1503.0639086250167,1362.8883341491044
2005-06-06,Grass,103819,104417,Roger Federer,Robin Soderling,0.8968004923758914,1,2181.9857968129104,1671.587740341137,2183.595478868051,1669.9780582859962,1847.161499378597,1529.3216876952692
2005-06-06,Grass,103401,103096,Jan Hernych,Arnaud Clement,0.3274553437873298,1,1554.9548845031497,1605.3734525485954,1573.2605830075365,1587.0677540442086,1455.9277800075329,1612.9307046551583
2005-06-06,Grass,102106,103451,Davide Sanguinetti,Bjorn Phau,0.5062290053587919,1,1563.7387278210267,1456.4472225502939,1574.9490651221295,1445.2368852491911,1460.2016123013886,1500.0
2005-06-06,Grass,104918,103490,Andy Murray,Santiago Ventura,0.4810700396461631,1,1486.5653045677927,1530.432551032484,1504.5747990628608,1512.423056537416,1500.0,1500.0
2005-06-06,Grass,103758,102494,Taylor Dent,Tomas Behrend,0.7129566328973838,1,1764.3237512198932,1501.6198533727593,1770.103152605842,1495.8404519868104,1594.4454476936598,1481.2524907851912
2005-06-06,Grass,104214,103820,Igor Andreev,Alan Mackin,0.6355343574776161,1,1608.2581651358012,1457.2103162940557,1617.7096236655318,1447.758857764325,1540.0549255507055,1466.7997525718447
2005-06-06,Grass,104589,104019,Chris Guccione,Kristof Vliegen,0.553956942489339,1,1537.9251927770858,1533.8315156695749,1553.7366807029543,1518.0200277437064,1515.3450706945707,1463.328517783848
2005-06-06,Grass,103333,103455,Ivo Karlovic,Michal Mertinak,0.6047363214694297,1,1486.5656430094527,1498.8671383073295,1503.1319111940325,1482.3008701227498,1563.4170914263266,1452.614081590123
2005-06-06,Grass,102720,103592,Tomas Zib,Jerome Haehnel,0.4213390955991146,1,1455.9338326766538,1556.1900923535743,1476.4267855431444,1535.6971394870836,1464.2284640012033,1500.0
2005-06-06,Grass,103240,103387,Kevin Kim,Paradorn Srichaphan,0.37190702381218127,1,1514.9162670149049,1568.7333321633669,1533.3750013878273,1550.2745977904444,1484.3680389042336,1591.354757455867
2005-06-06,Grass,103018,104607,Max Mirnyi,Tomas Berdych,0.5047836548993095,1,1656.578476076626,1596.3641137652173,1669.8329362729228,1583.1096535689205,1462.1880959825262,1483.2455008201523
2005-06-06,Grass,103598,102703,Xavier Malisse,Hyung Taik Lee,0.5540865902957016,1,1661.4602334494512,1610.5025609391619,1675.1302292866517,1596.8325651019613,1579.4162007568848,1547.3539993264953
2005-06-06,Grass,104180,103898,Gilles Muller,Julien Benneteau,0.5243089602807808,1,1572.7282749443864,1502.6593418032119,1585.5445285337885,1489.8430882138098,1482.541836980341,1488.421489034093
2005-06-06,Grass,104068,102694,Robby Ginepri,Lars Burgsmuller,0.7244633846091351,1,1598.5326815383557,1416.8990963955423,1606.8551542942162,1408.5766236396819,1596.2773976456442,1434.2134363343152
2005-06-06,Grass,104755,104386,Richard Gasquet,Janko Tipsarevic,0.5282239021259716,1,1711.469362215751,1575.6841354512007,1721.5162734706487,1565.6372241963031,1457.6512215436949,1487.79796719606
2005-06-06,Grass,103694,103852,Olivier Rochus,Feliciano Lopez,0.48730913988790003,1,1678.3648999742913,1649.832051795492,1693.0538598141666,1635.1430919556167,1524.137185744415,1548.9661310809013
2005-06-06,Grass,103084,102800,Guillermo Canas,Nenad Zimonjic,0.7032439310574606,1,1813.1544088167573,1446.4951298796307,1816.6124884691856,1443.0370502272024,1559.8308942418473,1502.852651801319
2005-06-06,Grass,102783,101868,Rainer Schuettler,Dick Norman,0.671343404586685,1,1545.0780005246504,1420.5559239404802,1555.5770903825037,1410.056834082627,1592.8150501068806,1468.92315456269
2005-06-06,Grass,103163,103781,Tommy Haas,Jurgen Melzer,0.5504929201475309,1,1755.1705542266957,1686.8456355357457,1768.064019081391,1673.9521706810503,1509.531075903364,1488.5187830347516
2005-06-06,Grass,103507,102565,Juan Carlos Ferrero,Alexander Waske,0.7483910053198147,1,1786.816077252682,1383.2933657350243,1789.6719824820807,1380.4374605056255,1533.8579831198997,1436.2806327880655
2005-06-06,Grass,103333,102563,Ivo Karlovic,Thomas Johansson,0.3271338499460301,1,1503.1319111940325,1736.2341259433101,1528.5012890451876,1710.864748092155,1574.4806583732188,1653.5529640451732
2005-06-06,Grass,102965,104792,Jamie Delgado,Gael Monfils,0.3225376344790583,1,1358.4279113289012,1576.9767324912145,1383.3460991790066,1552.0585446411092,1409.489621776405,1500.0
2005-06-06,Grass,103819,104252,Roger Federer,Florian Mayer,0.9098353434063061,1,2183.595478868051,1558.9526450275346,2184.4501247196413,1558.0979991759443,1851.5865232327697,1545.6183260506002
2005-06-06,Grass,102148,102318,Fabrice Santoro,Andrei Pavel,0.5328656447030291,1,1662.191125939066,1627.4961071182852,1676.5986511879219,1613.0885818694294,1542.4904105484575,1524.6877543633093
2005-06-06,Grass,103694,102642,Olivier Rochus,Cyril Saulnier,0.5367650099196605,1,1693.0538598141666,1621.6521885761647,1705.8112139108916,1608.8948344794394,1541.2786584174817,1535.3177508309711
2005-06-06,Grass,103852,102202,Feliciano Lopez,Kenneth Carlsen,0.53386247662779,1,1635.1430919556167,1564.840346446887,1647.9490058078911,1552.0344325946126,1531.8246584078347,1528.2885022211683
2005-06-06,Grass,103084,104269,Guillermo Canas,Fernando Verdasco,0.615888584695877,1,1816.6124884691856,1663.0532274494035,1825.9679515800412,1653.6977643385478,1573.2302224247383,1521.8727967972254
2005-06-06,Grass,102800,103017,Nenad Zimonjic,Nicolas Kiefer,0.28717765133672263,1,1443.0370502272024,1756.997099862317,1470.5261752322383,1729.5079748572812,1489.4533236184282,1580.5165412402614
2005-06-06,Grass,101868,103294,Dick Norman,Christophe Rochus,0.48233959177351005,1,1410.056834082627,1570.2189003117296,1432.951001086773,1547.3247333075835,1458.3984582189435,1407.2958806922536
2005-06-06,Grass,103498,102880,Marat Safin,Alexander Popp,0.5277790236465838,1,1835.983203673959,1513.8906182028009,1840.315702669583,1509.5581192071768,1529.0294258400147,1639.4651907155092
2005-06-06,Grass,102783,103900,Rainer Schuettler,David Nalbandian,0.38428062523479384,1,1555.5770903825037,1811.730672863526,1581.6169701759532,1785.6907930700766,1603.339746450627,1610.5506859920356
2005-06-06,Grass,103498,102148,Marat Safin,Fabrice Santoro,0.5625748170802493,1,1840.315702669583,1676.5986511879219,1849.2888077022205,1667.6255461552844,1549.9505515112132,1557.6712846945375
2005-06-06,Grass,103163,103507,Tommy Haas,Juan Carlos Ferrero,0.4696398065728073,1,1768.064019081391,1789.6719824820807,1785.0578215791202,1772.6781799843516,1524.5646021000798,1545.4789148251448
2005-06-06,Grass,104053,103285,Andy Roddick,Radek Stepanek,0.7388903833817888,1,1878.7604199552281,1762.3546775426887,1889.5917075367538,1751.523389961163,1782.19823277891,1573.9394668559219
2005-06-06,Grass,104053,103333,Andy Roddick,Ivo Karlovic,0.8040120250391889,1,1889.5917075367538,1528.5012890451876,1893.1499124638483,1524.943084118093,1789.6120803807028,1594.060477658257
2005-06-06,Grass,103285,104755,Radek Stepanek,Richard Gasquet,0.6035980642307383,1,1751.523389961163,1721.5162734706487,1766.144936921894,1706.8947265099177,1566.5256192541292,1475.036056794994
2005-06-06,Grass,102563,102450,Thomas Johansson,Tim Henman,0.4085447908361913,1,1710.864748092155,1783.319523558517,1730.153870605295,1764.030401045377,1633.973144760135,1694.7394888477643
2005-06-06,Grass,103333,103720,Ivo Karlovic,Lleyton Hewitt,0.16192574575406443,1,1524.943084118093,2019.3611569386594,1555.186818370914,1989.1174226858386,1586.221815170299,1782.3092658975434
2005-06-06,Grass,104053,103971,Andy Roddick,Karol Beck,0.83621384483039,1,1893.1499124638483,1578.3744075731108,1897.6426283119624,1573.8816917249967,1797.4507428686609,1527.7601503356045
2005-06-06,Grass,103819,104259,Roger Federer,Philipp Kohlschreiber,0.9389835460961475,1,2184.4501247196413,1432.8189000998116,2184.8673515225614,1432.4016732968914,1856.2786283170933,1500.0
2005-06-06,Grass,103206,103484,Sebastien Grosjean,James Blake,0.7298133562788267,1,1748.8390343403735,1626.4843987282202,1759.4263282073443,1615.8971048612493,1711.3144320090905,1517.1533155028155
2005-06-06,Grass,104755,104339,Richard Gasquet,Mario Ancic,0.3575963391838425,1,1706.8947265099177,1720.9905121360493,1723.543505502582,1704.341733143385,1463.1545495904581,1602.493466041257
2005-06-06,Grass,103819,103498,Roger Federer,Marat Safin,0.8535437115929454,1,2184.8673515225614,1849.2888077022205,2188.9171921189654,1845.2389671058168,1859.925380436022,1566.3060458991163
2005-06-06,Grass,103498,103084,Marat Safin,Guillermo Canas,0.48257825824781114,1,1845.2389671058168,1825.9679515800412,1860.3524130267947,1810.8545056590633,1561.3220974656213,1586.882202378192
2005-06-06,Grass,103819,103163,Roger Federer,Tommy Haas,0.880851552969732,1,2188.9171921189654,1785.0578215791202,2191.768060665209,1782.206953032877,1864.909328869517,1541.5265801381086
2005-06-06,Grass,103498,103694,Marat Safin,Olivier Rochus,0.5874634704685515,1,1860.3524130267947,1705.8112139108916,1869.6704988331996,1696.4931281044867,1578.497064827733,1557.0041754100755
2005-06-06,Grass,103084,102783,Guillermo Canas,Rainer Schuettler,0.5484836512836437,1,1810.8545056590633,1581.6169701759532,1817.602835101973,1574.8686407330435,1569.7072350160802,1619.6717748150686
2005-06-06,Grass,103285,102257,Radek Stepanek,Greg Rusedski,0.4332900353215125,1,1766.144936921894,1665.8403537039374,1777.6499342344014,1654.33535639143,1578.407126458665,1688.0131750973203
2005-06-06,Grass,103163,102562,Tommy Haas,Jiri Novak,0.5387098453296161,1,1782.206953032877,1671.3858432048955,1793.269765799829,1660.3230304379435,1537.2218259923436,1546.2133147006844
2005-06-06,Grass,104259,104499,Philipp Kohlschreiber,Jimmy Wang,0.47300349925130597,1,1432.4016732968914,1529.0848249048875,1452.7426200807374,1508.7438781210415,1496.3532478810714,1481.7423988360613
2005-06-06,Grass,103507,103166,Juan Carlos Ferrero,Vladimir Voltchkov,0.6392798183491676,1,1772.6781799843516,1504.6474748350147,1778.313790341858,1499.0118644775082,1528.516936787116,1501.3754942772568
2005-06-06,Grass,102563,104180,Thomas Johansson,Gilles Muller,0.7047455325300086,1,1730.153870605295,1585.5445285337885,1739.854022729714,1575.8443764093695,1652.7433490293379,1498.8125791184968
2005-06-06,Grass,104918,103758,Andy Murray,Taylor Dent,0.3060121779954776,1,1504.5747990628608,1770.103152605842,1530.8719938339,1743.805957834803,1516.0,1605.4096425788832
2005-06-06,Grass,104589,104214,Chris Guccione,Igor Andreev,0.44862406808895894,1,1553.7366807029543,1617.7096236655318,1572.649895087181,1598.7964092813052,1528.9673587170755,1552.7305177986761
2005-06-06,Grass,102450,104068,Tim Henman,Robby Ginepri,0.6355605511540666,1,1764.030401045377,1606.8551542942162,1773.2486583409773,1597.6368969986158,1675.9692845785614,1605.3120750051698
2005-06-06,Grass,103333,103602,Ivo Karlovic,Fernando Gonzalez,0.5070370282222256,1,1555.186818370914,1785.5858354093452,1580.4740245661915,1760.2986292140677,1610.4013945124009,1504.6730287282815
2005-06-06,Grass,102720,103240,Tomas Zib,Kevin Kim,0.452113993900439,1,1476.4267855431444,1533.3750013878273,1495.0261110983022,1514.7756758326695,1481.8700078089748,1505.144920102858
2005-06-06,Grass,103018,102106,Max Mirnyi,Davide Sanguinetti,0.5420039878618793,1,1669.8329362729228,1574.9490651221295,1681.5688575229601,1563.2131438720921,1479.156639672364,1478.02642136925
2005-06-06,Grass,103720,103598,Lleyton Hewitt,Xavier Malisse,0.7692049553156578,1,1989.1174226858386,1675.1302292866517,1993.62769223798,1670.6199597345103,1758.1296865554414,1593.943858955654
2005-06-06,Grass,102882,103171,Mark Philippoussis,Raemon Sluiter,0.5735349759895512,1,1547.3698589805415,1555.954797323951,1563.7651295599023,1539.5595267445901,1626.6163439414122,1549.407662448976
2005-06-06,Grass,103908,104571,Paul Henri Mathieu,Marcos Baghdatis,0.5035307238447293,1,1666.0313743254055,1558.4845175317269,1677.2310084009848,1547.2848834561476,1457.4134027921796,1500.0
2005-06-06,Grass,103971,101885,Karol Beck,Wayne Arthurs,0.4639799517887875,1,1573.8816917249967,1618.5226080106372,1591.9262431713028,1600.4780565643312,1522.1687680252621,1538.855128494334
2005-06-06,Grass,103484,103319,James Blake,Jeff Morrison,0.5615496529741005,1,1615.8971048612493,1494.4009599486458,1626.5194384083877,1483.7786264015074,1509.2671828754117,1499.9268192399534
2005-06-06,Grass,103812,102401,Victor Hanescu,Scott Draper,0.5622670719428553,1,1635.6388045593394,1547.2766217720223,1647.6550990638382,1535.2603272675235,1513.673692110595,1489.4098084977102
2005-06-06,Grass,104198,103444,Guillermo Garcia Lopez,Jean Rene Lisnard,0.5670462096037143,1,1562.2013474524051,1440.1045016855292,1572.7991569904825,1429.5066921474518,1500.0,1485.3689878230998
2005-06-06,Grass,102571,102227,Gregory Carraz,Sargis Sargsian,0.5052446814209226,1,1510.0273986051357,1555.6252330189072,1528.115282823465,1537.537348800578,1495.5563243370686,1470.807950175159
2005-06-06,Grass,104098,102035,Dmitry Tursunov,Jonas Bjorkman,0.37822113439610594,1,1586.6814790234994,1559.9033881780626,1601.4507384050498,1545.1341287965122,1503.4338898319747,1638.276022093354
2005-06-06,Grass,102257,104623,Greg Rusedski,Josh Goodall,0.7190933210695384,1,1654.33535639143,1500.0,1663.66127027443,1490.674086117,1667.1266700012666,1500.0
2005-06-06,Grass,104339,103401,Mario Ancic,Jan Hernych,0.6538847377202316,1,1704.341733143385,1573.2605830075365,1714.5762194003646,1563.026096750557,1580.3999185776713,1478.703011321318
2005-06-06,Grass,103781,103252,Jurgen Melzer,Alberto Martin,0.5573601283095362,1,1673.9521706810503,1666.47626650309,1689.6079456942025,1650.820491489938,1473.4852568380356,1419.4975779488714
2005-06-06,Grass,104053,103206,Andy Roddick,Sebastien Grosjean,0.6402691834836579,1,1897.6426283119624,1759.4263282073443,1907.5933349923835,1749.4756215269233,1803.0421251790035,1719.2005646364944
2005-06-06,Grass,102450,104589,Tim Henman,Chris Guccione,0.7153339986352691,1,1773.2486583409773,1572.649895087181,1780.9166421694883,1564.98191125867,1688.7595284900974,1546.0599893918486
2005-06-06,Grass,102565,104745,Alexander Waske,Rafael Nadal,0.18601372922324472,1,1380.4374605056255,2031.6154188208855,1411.7010931235964,2000.3517862029146,1424.6597010828204,1511.910336222751
2005-06-06,Grass,102257,104098,Greg Rusedski,Dmitry Tursunov,0.6713676089599153,1,1663.66127027443,1601.4507384050498,1676.826599135689,1588.2854095437908,1675.9735899611012,1525.3495221019903
2005-06-06,Grass,103285,102571,Radek Stepanek,Gregory Carraz,0.6876284641910707,1,1777.6499342344014,1528.115282823465,1783.7970612168754,1521.968155840991,1599.2936315547188,1510.4185432797449
2005-06-06,Grass,103206,104198,Sebastien Grosjean,Guillermo Garcia Lopez,0.7460044975889714,1,1749.4756215269233,1572.7991569904825,1757.9750146368488,1564.299763880557,1706.9883698062724,1515.3266149965807
2005-06-06,Grass,103484,103812,James Blake,Victor Hanescu,0.4871294160679016,1,1626.5194384083877,1647.6550990638382,1643.4915726571198,1630.682964815106,1524.8371468296905,1528.558112028913
2005-06-06,Grass,104259,104026,Philipp Kohlschreiber,Joachim Johansson,0.4064607210157437,1,1452.7426200807374,1646.119762465906,1476.8296380341592,1622.0327445124842,1511.6807897817387,1522.7653753764282
2005-06-06,Grass,104499,103566,Jimmy Wang,Michael Llodra,0.39185474981912594,1,1508.7438781210415,1526.8453100485276,1525.5767264366448,1510.0124617329243,1466.414856935394,1567.7326453792687
2005-06-06,Grass,104252,104022,Florian Mayer,Mikhail Youzhny,0.40260366069397757,1,1558.0979991759443,1713.5353123518078,1580.8139468931317,1690.8193646346203,1540.9262209662766,1572.2444225276786
2005-06-06,Grass,102563,104918,Thomas Johansson,Andy Murray,0.7045050609130529,1,1739.854022729714,1530.8719938339,1747.2441811170697,1523.4818354465442,1662.08466037252,1536.0289184069763
2005-06-06,Grass,103971,103908,Karol Beck,Paul Henri Mathieu,0.5271851473024313,1,1591.9262431713028,1677.2310084009848,1611.777591208459,1657.3796603638286,1538.936613039832,1475.364824859729
2005-06-06,Grass,104755,102965,Richard Gasquet,Jamie Delgado,0.6925083864339698,1,1723.543505502582,1383.3460991790066,1727.500225296829,1379.3893793847596,1485.248097054044,1429.5659787826585
2005-06-06,Grass,103333,102720,Ivo Karlovic,Tomas Zib,0.6552360084508866,1,1580.4740245661915,1495.0261110983022,1592.6164668846939,1482.8836687797998,1621.6773541895438,1498.9402566107383
2005-06-06,Grass,103720,103018,Lleyton Hewitt,Max Mirnyi,0.8368342679881647,1,1993.62769223798,1681.5688575229601,1998.1811431644303,1677.0154065965098,1767.0853778585504,1495.1045913796274
2005-06-06,Grass,104053,102882,Andy Roddick,Mark Philippoussis,0.7864259892579936,1,1907.5933349923835,1563.7651295599023,1911.4781506997767,1559.880313852509,1815.2543200092255,1639.1181486798528
2005-06-13,Grass,103566,103823,Michael Llodra,Denis Gremelmayr,0.5594258371590739,1,1510.0124617329243,1481.8354359923264,1524.7176991420804,1467.1301985831703,1547.1947008420805,1500.0
2005-06-13,Grass,102106,102344,Davide Sanguinetti,Karol Kucera,0.38246484410887854,1,1563.2131438720921,1592.6676173554242,1580.5663322204734,1575.314429007043,1462.0784696619867,1568.35236128855
2005-06-13,Grass,102854,103451,Sjeng Schalken,Bjorn Phau,0.7639070631437026,1,1620.9609603567555,1445.2368852491911,1629.4946179853296,1436.703227620617,1698.2691764528636,1482.1751909321385
2005-06-13,Grass,104198,103964,Guillermo Garcia Lopez,Tobias Klein,0.5351115089508315,1,1564.299763880557,1500.0,1577.3720002869663,1486.9277635935907,1507.3546708705467,1500.0
2005-06-13,Grass,102882,103294,Mark Philippoussis,Christophe Rochus,0.7264224407067227,1,1559.880313852509,1547.3247333075835,1575.3023595709085,1531.902687589184,1630.5993279951392,1393.6324160655895
2005-06-13,Grass,104339,103566,Mario Ancic,Michael Llodra,0.611121567168396,1,1714.5762194003646,1524.7176991420804,1722.610460845556,1516.683457696889,1591.8459243752827,1561.034574282902
2005-06-13,Grass,104339,103401,Mario Ancic,Jan Hernych,0.6977056786082269,1,1722.610460845556,1563.026096750557,1731.7379741312373,1553.8985834648756,1606.43071730347,1467.2570055237065
2005-06-13,Grass,103566,102882,Michael Llodra,Mark Philippoussis,0.3854298322286362,1,1516.683457696889,1575.3023595709085,1535.3576315502573,1556.6281857175404,1546.4497813547148,1637.1137657564645
2005-06-13,Grass,103401,104259,Jan Hernych,Philipp Kohlschreiber,0.46197693600587186,1,1553.8985834648756,1476.8296380341592,1566.406516213982,1464.3217052850528,1457.3440473435012,1528.191080688724
2005-06-13,Grass,102694,104527,Lars Burgsmuller,Stan Wawrinka,0.37994535261583007,1,1408.5766236396819,1517.60550154732,1429.4390160022867,1496.7431091847152,1425.1787589747896,1500.0
2005-06-13,Grass,103990,104180,Tommy Robredo,Gilles Muller,0.6727438257304307,1,1763.6138499607282,1575.8443764093695,1771.7206663473335,1567.7375600227642,1587.8339914381838,1489.471267775315
2005-06-13,Grass,101885,103171,Wayne Arthurs,Raemon Sluiter,0.5113707328676952,1,1600.4780565643312,1539.5595267445901,1613.7010544881048,1526.3365288208165,1522.087283479764,1536.9058577105354
2005-06-13,Grass,104339,103465,Mario Ancic,Paul Logtens,0.7221568025341906,1,1731.7379741312373,1490.218027467227,1738.1174869810554,1483.838514617409,1616.3436754836753,1482.8055164640787
2005-06-13,Grass,104417,103592,Robin Soderling,Jerome Haehnel,0.5994811396311519,1,1669.9780582859962,1535.6971394870836,1680.084751225704,1525.590446547376,1524.8966638410966,1482.3584561922285
2005-06-13,Grass,104259,103444,Philipp Kohlschreiber,Jean Rene Lisnard,0.5540368885206234,1,1464.3217052850528,1429.5066921474518,1478.7237595205338,1415.1046379119707,1508.9729356165008,1470.042372826519
2005-06-13,Grass,103401,102615,Jan Hernych,Dennis Van Scheppingen,0.5516556609897545,1,1566.406516213982,1463.2221746150378,1577.789649300706,1451.8390415283138,1476.5621924157244,1469.3232595873476
2005-06-13,Grass,103909,103646,Guillermo Coria,Lars Uebel,0.6761976003186427,1,1890.8499839078593,1500.0,1893.90140592389,1496.9485779839692,1515.2320424695267,1500.0
2005-06-13,Grass,103908,103181,Paul Henri Mathieu,Jiri Vanek,0.5856485377215921,1,1657.3796603638286,1429.950454409551,1664.183589802416,1423.1465249709636,1462.2601740743385,1473.8622981047854
2005-06-13,Grass,102694,103990,Lars Burgsmuller,Tommy Robredo,0.22880542536453055,1,1429.4390160022867,1771.7206663473335,1457.52371110568,1743.6359712439403,1444.5721083197907,1599.4214853355193
2005-06-13,Grass,102882,104198,Mark Philippoussis,Guillermo Garcia Lopez,0.5849218563836927,1,1556.6281857175404,1577.3720002869663,1573.5823401779655,1560.4178458265412,1617.0307948241855,1523.0160263413752
2005-06-13,Grass,102035,103898,Jonas Bjorkman,Julien Benneteau,0.662975062223968,1,1545.1341287965122,1489.8430882138098,1558.6091618704459,1476.368055139876,1616.3603898233384,1472.1507468959371
2005-06-13,Grass,104339,101885,Mario Ancic,Wayne Arthurs,0.6383689218898324,1,1738.1174869810554,1613.7010544881048,1748.6208673083977,1603.1976741607625,1626.4799564490677,1538.769290538723
2005-06-13,Grass,104259,104417,Philipp Kohlschreiber,Robin Soderling,0.39861415285149093,1,1478.7237595205338,1680.084751225704,1503.0813293796994,1655.7271813665384,1523.1875826770436,1538.947437084177
2005-06-13,Grass,103401,103909,Jan Hernych,Guillermo Coria,0.3317578856454629,1,1577.789649300706,1893.90140592389,1605.3265578066428,1866.3644974179533,1492.2288754700842,1530.531030063537
2005-06-13,Grass,103566,102694,Michael Llodra,Lars Burgsmuller,0.6305118401920932,1,1535.3576315502573,1457.52371110568,1547.8320301682722,1445.049312487665,1566.5327522869939,1467.26573509576
2005-06-13,Grass,102882,102106,Mark Philippoussis,Davide Sanguinetti,0.6401840101697089,1,1573.5823401779655,1580.5663322204734,1589.9039215844398,1564.2447508139992,1628.8039217818248,1482.8254317123622
2005-06-13,Grass,104339,102035,Mario Ancic,Jonas Bjorkman,0.593462857708425,1,1748.6208673083977,1558.6091618704459,1756.6498040248678,1550.5802251539758,1638.5244075581286,1626.076102175819
2005-06-13,Grass,103566,103908,Michael Llodra,Paul Henri Mathieu,0.5496234572919737,1,1547.8320301682722,1664.183589802416,1568.9985076594678,1643.0171123112204,1578.0817968889567,1478.7942731155163
2005-06-13,Grass,102106,102854,Davide Sanguinetti,Sjeng Schalken,0.2595050835811305,1,1564.2447508139992,1629.4946179853296,1583.2147819883794,1610.5245868109494,1473.1784733831275,1705.4292225935612
2005-06-13,Grass,103898,104332,Julien Benneteau,Philipp Petzschner,0.45417788476284215,1,1476.368055139876,1501.7192600228482,1493.5334537582664,1484.5538614044578,1462.4350345434566,1497.184600900643
2005-06-13,Grass,102202,103103,Kenneth Carlsen,Dominik Hrbaty,0.48693506178282486,1,1552.0344325946126,1725.7400869938397,1575.427867485502,1702.3466521029502,1512.4513426088129,1450.9782277676773
2005-06-13,Grass,103018,102227,Max Mirnyi,Sargis Sargsian,0.5929985261803522,1,1677.0154065965098,1537.537348800578,1686.916381672147,1527.6363737249408,1489.5737819506385,1455.9457312324828
2005-06-13,Grass,103387,103754,Paradorn Srichaphan,Mark Hilton,0.6271849604553718,1,1550.2745977904444,1487.9812132450197,1563.4362310627816,1474.8195799726825,1570.5778762572427,1468.188062793224
2005-06-13,Grass,102788,103672,Jan Vacek,Ricardo Mello,0.4397680010813752,1,1386.017233283991,1556.5670676042985,1409.2958907466514,1533.288410141638,1499.407284807386,1486.3969474597418
2005-06-13,Grass,103730,103820,Jonathan Marray,Alan Mackin,0.5590538372327779,1,1497.4342780497923,1447.758857764325,1511.162102346932,1434.0310334671854,1491.7307316998188,1454.124160323874
2005-06-13,Grass,103694,103240,Olivier Rochus,Kevin Kim,0.6297347140364138,1,1696.4931281044867,1514.7756758326695,1704.8126282641847,1506.4561756729715,1541.9926988914456,1488.0746713010944
2005-06-13,Grass,104755,102720,Richard Gasquet,Tomas Zib,0.6139842459325924,1,1727.500225296829,1482.8836687797998,1733.7891785514803,1476.5947155251486,1498.7055719794603,1488.3685542697024
2005-06-13,Grass,103758,102880,Taylor Dent,Alexander Popp,0.5673136465970641,1,1743.805957834803,1509.5581192071768,1750.4019802676623,1502.9620967743174,1585.3807241719069,1618.5440650443106
2005-06-13,Grass,104224,104386,Travis Rettenmaier,Janko Tipsarevic,0.5014673762489326,1,1500.0,1565.6372241963031,1518.9872513876728,1546.6499728086303,1500.0,1470.4131319447608
2005-06-13,Grass,104607,103490,Tomas Berdych,Santiago Ventura,0.5126612935266892,1,1583.1096535689205,1512.423056537416,1595.8985986243244,1499.634111482012,1466.2769571303145,1484.0
2005-06-13,Grass,102563,104098,Thomas Johansson,Dmitry Tursunov,0.712118566810363,1,1747.2441811170697,1588.2854095437908,1756.395206895488,1579.1343837653726,1672.5215655498139,1515.8818087914303
2005-06-13,Grass,103333,103344,Ivo Karlovic,Ivan Ljubicic,0.5797304576007646,1,1592.6164668846939,1828.4779097432565,1618.0689509135761,1803.0254257143743,1632.2490565305798,1451.3380378255374
2005-06-13,Grass,103694,103971,Olivier Rochus,Karol Beck,0.5435695783716566,1,1704.8126282641847,1611.777591208459,1716.6277558546535,1599.9624636179901,1555.5294250256668,1552.0412638252226
2005-06-13,Grass,103103,104068,Dominik Hrbaty,Robby Ginepri,0.3910957548209895,1,1702.3466521029502,1597.6368969986158,1713.6654682838941,1586.318080817672,1437.779993192291,1592.5218310936339
2005-06-13,Grass,103018,102703,Max Mirnyi,Hyung Taik Lee,0.50988210729825,1,1686.916381672147,1596.8325651019613,1698.8583992303056,1584.8905475438028,1504.0299708718433,1532.8263411277262
2005-06-13,Grass,103387,102788,Paradorn Srichaphan,Jan Vacek,0.6310954467589375,1,1563.4362310627816,1409.2958907466514,1572.7695648615274,1399.9625569479056,1581.9945742470939,1514.808416527585
2005-06-13,Grass,104755,103730,Richard Gasquet,Jonathan Marray,0.6029093781682467,1,1733.7891785514803,1511.162102346932,1740.7423764952548,1504.2089044031575,1514.2296751349475,1506.0056169711766
2005-06-13,Grass,103758,104224,Taylor Dent,Travis Rettenmaier,0.6803314059864091,1,1750.4019802676623,1518.9872513876728,1757.0838110876712,1512.305420567664,1602.9033310872414,1514.6407584622746
2005-06-13,Grass,104755,103018,Richard Gasquet,Max Mirnyi,0.5266182499561112,1,1740.7423764952548,1698.8583992303056,1754.8228377781977,1684.7779379473627,1529.8510139794607,1521.3530644399757
2005-06-13,Grass,104755,103758,Richard Gasquet,Taylor Dent,0.42951942697919,1,1754.8228377781977,1757.0838110876712,1770.9269579771703,1740.9796908886985,1545.4597469623602,1614.9239287462692
2005-06-13,Grass,103018,103694,Max Mirnyi,Olivier Rochus,0.420812710179191,1,1684.7779379473627,1716.6277558546535,1702.240581403208,1699.1651123988083,1505.7443314570762,1571.3687946629693
2005-06-13,Grass,103758,102563,Taylor Dent,Thomas Johansson,0.4077841920612199,1,1740.9796908886985,1756.395206895488,1757.6891361481894,1739.685761635997,1595.7669386996297,1681.76006591232
