date,surface,winner_id,loser_id,winner_name,loser_name,predicted_win_prob,actual_winner,r_w_global_before,r_l_global_before,r_w_global_after,r_l_global_after,r_w_surface_before,r_l_surface_before,brier,year
2003-02-24,Hard,102854,102148,Sjeng Schalken,Fabrice Santoro,0.4864115722587583,1,1680.9610999818367,1631.7937721310211,1694.7118556655298,1618.043016447328,1589.555291317436,1657.6116838500377,0.26377307310972065,2003
2003-02-24,Hard,102562,102911,Jiri Novak,Andrei Stoliarov,0.8162791746621992,1,1763.42217168089,1490.8228968382484,1768.936712120385,1485.3083563987534,1720.508329074659,1474.9633407632257,0.033753341662802694,2003
2003-02-24,Hard,103852,101962,Feliciano Lopez,Younes El Aynaoui,0.3144903644195247,1,1533.1488360743713,1664.2739798750058,1554.9161126497434,1642.5067032996337,1518.7461571741778,1658.345989283386,0.469923460473676,2003
2003-02-24,Hard,103990,103498,Tommy Robredo,Marat Safin,0.3691862805428382,1,1646.8849617236378,1770.1592127648453,1668.3351374325907,1748.7090370558924,1584.8349519447963,1647.6851620761656,0.39792594865537884,2003
2003-02-24,Hard,103819,103948,Roger Federer,Maximilian Abel,0.8872059918040215,1,1868.686269927825,1487.8856500087895,1871.9011614316125,1484.670758505002,1823.3251182531844,1487.5349890782159,0.012722488284914468,2003
2003-02-24,Clay,103151,103900,Mariano Zabaleta,David Nalbandian,0.3571188519550103,1,1580.4438737150388,1748.6637346715781,1603.6371782599374,1725.4704301266795,1615.159009569697,1651.1934796889484,0.41329617051164386,2003
2003-02-24,Clay,103292,103176,Gaston Gaudio,David Sanchez,0.6679741954797939,1,1718.900041912521,1592.207395985916,1729.3111788180418,1581.7962590803954,1766.5467052999884,1650.369072932302,0.11024113486729013,2003
2003-02-24,Clay,102860,102701,Agustin Calleri,Marcelo Rios,0.4500302882257406,1,1632.2299148237494,1716.2923435840266,1652.0273198531484,1696.4949385546277,1642.1836464732294,1627.7988405383007,0.302466683869062,2003
2003-02-24,Clay,102856,103602,Gustavo Kuerten,Fernando Gonzalez,0.6603241183492319,1,1775.6997294353512,1717.0412585557626,1789.023784298279,1703.7172036928348,1818.4066920858581,1646.1112038773094,0.11537970457522663,2003
2003-02-24,Clay,103151,103525,Mariano Zabaleta,Ivan Miranda,0.6204052851256628,1,1603.6371782599374,1530.3176476642534,1616.309934787517,1517.6448911366738,1632.8125335535042,1535.4477987456585,0.14409214756052932,2003
2003-02-24,Clay,102860,102456,Agustin Calleri,Felix Mantilla,0.45050517702656484,1,1652.0273198531484,1719.987532080606,1671.117689499249,1700.8971624345052,1657.5215799387886,1658.572422927829,0.30194456047460677,2003
2003-02-24,Clay,103151,102856,Mariano Zabaleta,Gustavo Kuerten,0.2644943160745976,1,1616.309934787517,1789.023784298279,1639.6674007174743,1765.6663183683218,1644.4425246424582,1827.0644268836606,0.5409686110865739,2003
2003-02-24,Clay,102860,103151,Agustin Calleri,Mariano Zabaleta,0.5265018008839084,1,1671.117689499249,1639.6674007174743,1685.6732931940473,1625.111797022676,1673.569972899255,1668.1550381200886,0.2242005445661819,2003
2003-02-24,Clay,102456,102845,Felix Mantilla,Carlos Moya,0.24832263811946992,1,1700.8971624345052,1870.9973176617211,1724.1593873370448,1847.7350927591815,1642.5240299673626,1857.2360006918339,0.5650188563636734,2003
2003-03-03,Hard,103470,102905,Robert Kendrick,Stefan Koubek,0.4544932591644899,1,1494.6894196222504,1535.60509870177,1512.5649937870078,1517.7295245370126,1493.6103671141739,1516.1128281883568,0.2975776042969804,2003
2003-03-03,Hard,102998,103017,Jan Michael Gambill,Nicolas Kiefer,0.5629884715148809,1,1631.554440033382,1614.0924786646076,1646.7509634143419,1598.8959552836477,1642.8002879111389,1572.256963013682,0.1909790760289001,2003
2003-03-03,Hard,102925,104166,Justin Gimelstob,Alex Bogomolov Jr,0.5095063966351072,1,1485.139070295692,1470.6516770962712,1500.4722875900331,1455.31845980193,1460.2617179549875,1461.5360769660763,0.24058397494187675,2003
2003-03-03,Hard,103581,102834,Flavio Saretta,Paul Goldstein,0.5359782201062367,1,1486.024098451536,1448.4196524189624,1500.2990804608241,1434.1446704096743,1465.6155528551774,1453.1329776513696,0.21531621221577607,2003
2003-03-03,Hard,102434,103566,Vincent Spadea,Michael Llodra,0.5813844748519795,1,1539.48956360299,1473.5385911737187,1552.488369581744,1460.5397851949647,1517.058879219137,1468.8913721579208,0.17523895789495297,2003
2003-03-03,Hard,103789,103171,Irakli Labadze,Raemon Sluiter,0.3066965849066376,1,1446.3549164327355,1611.8453772531238,1469.4475796989177,1588.7527139869417,1420.6612513741668,1538.5423100431187,0.4806696253801191,2003
2003-03-03,Hard,102703,102987,Hyung Taik Lee,Andre Sa,0.6876113853424171,1,1620.4398823716613,1467.7194707755432,1629.827345726354,1458.3320074208505,1577.1149608831345,1455.7170829729232,0.09758664656768384,2003
2003-03-03,Hard,103280,103672,Martin Verkerk,Ricardo Mello,0.495983644957704,1,1540.0250490913345,1505.9374037775817,1554.460272634019,1491.5021802348972,1462.0712203195963,1501.7406843531212,0.2540324861501218,2003
2003-03-03,Hard,103444,102694,Jean Rene Lisnard,Lars Burgsmuller,0.5763771306608558,1,1524.0822190380532,1442.9033123938805,1536.4103695208553,1430.5751619110783,1500.3155772433943,1474.5126093704303,0.1794563354271296,2003
2003-03-03,Hard,103252,103408,Alberto Martin,Brian Vahaly,0.5172867057878572,1,1546.6758594858502,1539.0735842399256,1562.3258176356628,1523.423626090113,1554.4529707734182,1538.0216000041924,0.23301212440913877,2003
2003-03-03,Hard,101897,102722,Fernando Meligeni,Attila Savolt,0.6232945871698492,1,1523.4475215626592,1457.333014009955,1536.4390620876716,1444.3414734849425,1527.179460626578,1418.3407723155835,0.14190696805553435,2003
2003-03-03,Hard,103356,103096,Michel Kratochvil,Arnaud Clement,0.3303435060171878,1,1518.580244356372,1699.1464618347227,1542.2198795762677,1675.506826614827,1528.9926042561387,1593.9354355829923,0.44843981993335225,2003
2003-03-03,Hard,103166,103297,Vladimir Voltchkov,Alex Kim,0.7324605826786321,1,1600.5089146987145,1425.2570826618212,1609.0595949790118,1416.706402381524,1613.3185372526384,1438.6531842918528,0.07157733982065703,2003
2003-03-03,Hard,102701,103280,Marcelo Rios,Martin Verkerk,0.7652465602244982,1,1696.4949385546277,1554.460272634019,1706.2955684164697,1544.659642772177,1748.4070405294226,1479.8901692132526,0.05510917748643014,2003
2003-03-03,Hard,103888,101897,Mardy Fish,Fernando Meligeni,0.5836054439958338,1,1605.240408660578,1536.4390620876716,1618.1127659285542,1523.5667048196954,1586.8151059342472,1538.3250192448777,0.1733844262699067,2003
2003-03-03,Hard,103252,103789,Alberto Martin,Irakli Labadze,0.6536632211270327,1,1562.3258176356628,1469.4475796989177,1574.147672901072,1457.6257244335086,1569.6968418347471,1441.8907307424276,0.11994916440010267,2003
2003-03-03,Hard,103888,104053,Mardy Fish,Andy Roddick,0.29129923187194884,1,1618.1127659285542,1781.3859563357498,1641.1231536579664,1758.3755686063375,1600.596441724089,1746.2221025465792,0.5022567787452897,2003
2003-03-03,Hard,102703,103356,Hyung Taik Lee,Michel Kratochvil,0.5906579774075095,1,1629.827345726354,1542.2198795762677,1641.876259219811,1530.1709660828105,1587.7413089623615,1547.948980881676,0.16756089146011102,2003
2003-03-03,Hard,103581,102434,Flavio Saretta,Vincent Spadea,0.42712555165025834,1,1500.2990804608241,1552.488369581744,1518.68457098538,1534.1028790571881,1481.0409562324212,1530.8547865772227,0.32818513357202084,2003
2003-03-03,Hard,102998,102925,Jan Michael Gambill,Justin Gimelstob,0.7184971700567231,1,1646.7509634143419,1500.4722875900331,1656.3862811867732,1490.8369698176018,1655.5955656722076,1476.3204040930511,0.07924384326607348,2003
2003-03-03,Hard,103470,103444,Robert Kendrick,Jean Rene Lisnard,0.4796264541676704,1,1512.5649937870078,1536.4103695208553,1529.6613929607574,1519.3139703471056,1510.6451971781723,1515.1294865155064,0.27078862720211155,2003
2003-03-03,Hard,103166,102227,Vladimir Voltchkov,Sargis Sargsian,0.5732938225217581,1,1609.0595949790118,1585.4509758412205,1623.9740481574333,1570.536522662799,1621.8903879881655,1542.9003416402068,0.1820781618980929,2003
2003-03-03,Hard,103888,103252,Mardy Fish,Alberto Martin,0.5783902563590435,1,1641.1231536579664,1574.147672901072,1654.0764645853649,1561.1943619736735,1622.9357912232558,1580.0630087391723,0.17775477593299305,2003
2003-03-03,Hard,102701,102703,Marcelo Rios,Hyung Taik Lee,0.650952753984738,1,1706.2955684164697,1641.876259219811,1719.3624842288832,1628.8093434073974,1754.0296684754787,1601.91677532094,0.12183397995083886,2003
2003-03-03,Hard,102998,103581,Jan Michael Gambill,Flavio Saretta,0.7048147381003351,1,1656.3862811867732,1518.68457098538,1666.3573094965152,1508.713542675638,1664.001912256463,1499.3193770548335,0.08713433884277375,2003
2003-03-03,Hard,103470,103166,Robert Kendrick,Vladimir Voltchkov,0.3587587712718331,1,1529.6613929607574,1623.9740481574333,1549.9010238963629,1603.734417221828,1526.8516948673705,1634.3141674429314,0.41119031342080925,2003
2003-03-03,Hard,103888,102701,Mardy Fish,Marcelo Rios,0.36542018286245626,1,1654.0764645853649,1719.3624842288832,1673.0481032440855,1700.3908455701626,1636.9713871886706,1763.4403472338834,0.40269154431831844,2003
2003-03-03,Hard,102227,103909,Sargis Sargsian,Guillermo Coria,0.2998125559061039,1,1570.536522662799,1745.3504884438519,1593.9700396282676,1721.9169714783832,1530.4765621854408,1650.3541978822982,0.49026245686674286,2003
2003-03-03,Hard,103720,102882,Lleyton Hewitt,Mark Philippoussis,0.8306871063666733,1,1913.270547958924,1636.0460859538043,1918.6646253014374,1630.652008611291,1866.8861077250494,1591.5126197403545,0.0286668559504902,2003
2003-03-03,Hard,102882,103900,Mark Philippoussis,David Nalbandian,0.43706884112409256,1,1630.652008611291,1725.4704301266795,1650.9132872273462,1705.2091515106242,1586.070587406021,1579.1765191010836,0.3168914896333721,2003
2003-03-03,Hard,103720,103758,Lleyton Hewitt,Taylor Dent,0.8204807542653574,1,1918.6646253014374,1646.9330752016053,1924.2020014781574,1641.3956990248853,1872.3281400593828,1616.0937833130868,0.032227159589135,2003
2003-03-03,Hard,103720,102950,Lleyton Hewitt,Fernando Vicente,0.87152174879726,1,1924.2020014781574,1562.8007190630735,1927.754551024784,1559.248169516447,1878.2860054589582,1574.5283975835298,0.016506661032114373,2003
2003-03-03,Hard,101965,101885,Wayne Ferreira,Wayne Arthurs,0.6564301049795896,1,1711.7113260916024,1608.9779630869866,1723.1135053888213,1597.5757837897677,1667.9544601916334,1545.74911270462,0.11804027276433579,2003
2003-03-03,Hard,103324,103632,Arnaud Di Pasquale,Luis Horna,0.3843067701359081,1,1457.4717664640366,1560.534723500817,1478.0835083353788,1539.9229816294749,1439.18293367899,1499.8690509293613,0.3790781533004775,2003
2003-03-03,Hard,102374,104098,Alex Corretja,Dmitry Tursunov,0.6453816673884449,1,1680.411323579678,1529.703091464918,1689.8758073491472,1520.238607695449,1583.6143069475706,1526.2781860323685,0.1257541618241995,2003
2003-03-03,Hard,104117,103387,Giovanni Lapentti,Paradorn Srichaphan,0.19597330036352642,1,1527.725918500466,1786.1166751967012,1553.8280057316,1760.0145879655672,1500.0,1732.0680946563655,0.6464589337283201,2003
2003-03-03,Hard,103176,103454,David Sanchez,Nicolas Massu,0.3351409107724625,1,1581.7962590803954,1608.5763595681913,1599.0270916986622,1591.3455269499245,1368.5592543909768,1579.7808857242192,0.4420376085284706,2003
2003-03-03,Hard,103758,102318,Taylor Dent,Andrei Pavel,0.5431184634079154,1,1641.3956990248853,1625.8872125568723,1656.6819807858374,1610.6009307959202,1610.1359179135113,1565.5716370415332,0.20874073847874436,2003
2003-03-03,Hard,102821,103598,Cecil Mamiit,Xavier Malisse,0.26505963201597443,1,1421.0372014681966,1619.2576179063888,1445.289108087379,1595.0057112872064,1436.5162526089077,1592.6226455930448,0.540137344492495,2003
2003-03-03,Hard,102882,103428,Mark Philippoussis,Juan Ignacio Chela,0.4864991042589991,1,1650.9132872273462,1652.5170171760278,1666.9871411962822,1636.4431632070919,1601.7531454892717,1618.916743961145,0.26368316992681023,2003
2003-03-03,Hard,102401,102035,Scott Draper,Jonas Bjorkman,0.24694917902770944,1,1443.605739038426,1675.1585738776294,1468.9281101150132,1649.8362028010422,1453.6404180381019,1609.4609428935246,0.5670855389670408,2003
2003-03-03,Hard,102644,102106,Franco Squillari,Davide Sanguinetti,0.4471502344643954,1,1566.1943087576205,1568.231620472141,1582.288129353962,1552.1377998757996,1502.2247447343088,1573.910366565295,0.305642863252773,2003
2003-03-03,Hard,103900,102860,David Nalbandian,Agustin Calleri,0.5352119750193575,1,1705.2091515106242,1685.6732931940473,1720.3104389321668,1670.5720057725048,1563.493961017833,1534.0131059204334,0.2160279081654064,2003
2003-03-03,Hard,102783,103248,Rainer Schuettler,Harel Levy,0.8167490902232614,1,1728.776150646177,1476.6105247154935,1734.8484133583765,1470.538262003294,1714.7752905638267,1447.7069005358837,0.0335808959340024,2003
2003-03-03,Hard,102882,103151,Mark Philippoussis,Mariano Zabaleta,0.6147210827798668,1,1666.9871411962822,1625.111797022676,1681.067994326705,1611.0309438922532,1618.5429160509443,1498.0959694689418,0.14843984405431823,2003
2003-03-03,Hard,103151,104068,Mariano Zabaleta,Robby Ginepri,0.5359018782777691,1,1611.0309438922532,1546.1639401995724,1624.0779401732864,1533.1169439185392,1487.4307333582576,1502.3173623018454,0.2153870665861026,2003
2003-03-03,Hard,102358,101736,Thomas Enqvist,Andre Agassi,0.1374695517928311,1,1613.4889596666255,1947.232654117449,1641.4016096185733,1919.3200041655014,1618.6514371569494,1922.9620773966988,0.7439587740844598,2003
2003-03-03,Hard,103720,101965,Lleyton Hewitt,Wayne Ferreira,0.764506857161581,1,1927.754551024784,1723.1135053888213,1935.2876855099562,1715.580370903649,1883.0292930030123,1678.5478431236659,0.055457020323916036,2003
2003-03-03,Hard,102374,103324,Alex Corretja,Arnaud Di Pasquale,0.7329809412468982,1,1689.8758073491472,1478.0835083353788,1697.174423670359,1470.784892014167,1596.99759233336,1457.9495539739178,0.07129917773739244,2003
2003-03-03,Hard,103176,104117,David Sanchez,Giovanni Lapentti,0.43779662531887203,1,1599.0270916986622,1553.8280057316,1612.9572605281521,1539.89783690211,1393.2421139094222,1525.3380307687087,0.31607263450284867,2003
2003-03-03,Hard,103758,102821,Taylor Dent,Cecil Mamiit,0.7470381204307651,1,1656.6819807858374,1445.289108087379,1663.9935592148863,1437.97752965833,1624.0948381285198,1459.2575633266429,0.0639897125152001,2003
2003-03-03,Hard,102882,102401,Mark Philippoussis,Scott Draper,0.74086872228684,1,1681.067994326705,1468.9281101150132,1688.3553440592063,1461.6407603825119,1629.2081521616285,1476.3708972972322,0.06714901908925487,2003
2003-03-03,Hard,103900,102644,David Nalbandian,Franco Squillari,0.6365311342593125,1,1720.3104389321668,1582.288129353962,1730.26880380872,1572.3297644774088,1578.1395664490508,1521.4799278756573,0.1321096163628219,2003
2003-03-03,Hard,103151,102783,Mariano Zabaleta,Rainer Schuettler,0.2806086811054999,1,1624.0779401732864,1734.8484133583765,1645.013017447161,1713.913336084502,1504.1158687320847,1720.43666772216,0.5175238697007682,2003
2003-03-03,Hard,103484,102358,James Blake,Thomas Enqvist,0.549704188063818,1,1694.644584901918,1641.4016096185733,1708.211670554765,1627.8345239657262,1661.9829323689837,1645.9209972347167,0.20276631824726535,2003
2003-03-03,Hard,103720,102374,Lleyton Hewitt,Alex Corretja,0.8178370914735403,1,1935.2876855099562,1697.174423670359,1941.767953362309,1690.694155818006,1890.567720302587,1606.9155010211555,0.03318332524281931,2003
2003-03-03,Hard,103758,103176,Taylor Dent,David Sanchez,0.6844472522809478,1,1663.9935592148863,1612.9572605281521,1677.660011086452,1599.2908086565865,1633.026364316645,1415.0482484859501,0.09957353659304378,2003
2003-03-03,Hard,102998,103470,Jan Michael Gambill,Robert Kendrick,0.6672567236731485,1,1666.3573094965152,1549.9010238963629,1677.1865124793296,1539.0718209135484,1672.9391748146325,1547.64852429395,0.11071808794072747,2003
2003-03-03,Hard,103151,103484,Mariano Zabaleta,James Blake,0.3523588797413429,1,1645.013017447161,1708.211670554765,1663.891742628086,1689.3329453738402,1528.963076707299,1677.243779420829,0.4194390206498884,2003
2003-03-03,Hard,103484,102789,James Blake,Jay Gooding,0.7291864804594689,1,1689.3329453738402,1500.0,1697.3854049261483,1491.9475404476918,1654.8016679074804,1500.0,0.07333996236592963,2003
2003-03-03,Hard,102998,103888,Jan Michael Gambill,Mardy Fish,0.5208509642701867,1,1677.1865124793296,1673.0481032440855,1692.995940703683,1657.2386750197322,1683.4070780039008,1658.5512040070043,0.22958379844080987,2003
2003-03-03,Hard,102701,103319,Marcelo Rios,Jeff Morrison,0.7995595705935694,1,1700.3908455701626,1495.9043169599074,1707.9291043996927,1488.3660581303773,1741.8605304155496,1465.654657738142,0.04017636574063428,2003
2003-03-10,Hard,102845,103096,Carlos Moya,Arnaud Clement,0.6984038839909608,1,1847.7350927591815,1675.506826614827,1856.3952715693365,1666.846647804672,1694.4955140789825,1574.979058957455,0.09096021719173786,2003
2003-03-10,Hard,104068,102703,Robby Ginepri,Hyung Taik Lee,0.3582350937779961,1,1533.1169439185392,1628.8093434073974,1553.4155907255745,1608.510696600362,1485.6322269280183,1592.5060965625353,0.41186219485813746,2003
2003-03-10,Hard,102562,103971,Jiri Novak,Karol Beck,0.8298426501094618,1,1768.936712120385,1472.254247017803,1773.8469164656663,1467.3440426725217,1726.7703205215212,1472.9367546088538,0.028953523721771044,2003
2003-03-10,Hard,102374,104076,Alex Corretja,Jose Acasuso,0.6871386433984404,1,1690.694155818006,1573.7229596859595,1701.5021330568816,1562.914982447084,1601.6853384788642,1445.302575394481,0.09788222845456822,2003
2003-03-10,Hard,103909,102106,Guillermo Coria,Davide Sanguinetti,0.6688012680324157,1,1721.9169714783832,1552.1377998757996,1730.6664880529765,1543.3882833012062,1629.0427498011986,1554.6551834239465,0.10969260005693576,2003
2003-03-10,Hard,102338,103285,Yevgeny Kafelnikov,Radek Stepanek,0.6134629588326186,1,1642.5842979806453,1583.6032185909185,1655.8939139812019,1570.2936025903618,1623.7168783296815,1522.2201760937035,0.1494108841944339,2003
2003-03-10,Hard,103720,101962,Lleyton Hewitt,Younes El Aynaoui,0.8331897550823419,1,1941.767953362309,1642.5067032996337,1946.6167688287428,1637.6578878332,1895.7978828448784,1636.2421719436854,0.027825657809489066,2003
2003-03-10,Hard,103720,102856,Lleyton Hewitt,Gustavo Kuerten,0.7402319776234785,1,1946.6167688287428,1765.6663183683218,1954.9634803314602,1757.3196068656043,1901.663602121494,1718.7883290805794,0.06747942544940899,2003
2003-03-10,Hard,102856,102783,Gustavo Kuerten,Rainer Schuettler,0.5418710767456404,1,1757.3196068656043,1713.913336084502,1771.3310096998257,1699.9019332502805,1710.5097964118456,1695.5894597469457,0.20988211032219892,2003
2003-03-10,Hard,103720,102434,Lleyton Hewitt,Vincent Spadea,0.9133343809787327,1,1954.9634803314602,1534.1028790571881,1957.5702122649268,1531.4961471237216,1909.9421347902278,1512.5763657548105,0.007510929520339457,2003
2003-03-10,Hard,102783,104053,Rainer Schuettler,Andy Roddick,0.4270712359579995,1,1699.9019332502805,1758.3755686063375,1718.5696037538958,1739.7078981027223,1680.2761445659157,1723.8827530474123,0.32824736866669424,2003
2003-03-10,Hard,102856,103484,Gustavo Kuerten,James Blake,0.5963928507304196,1,1771.3310096998257,1697.3854049261483,1783.9761916199823,1684.7402230059918,1725.8231115928756,1664.1098537914586,0.16289873094151736,2003
2003-03-10,Hard,102434,103408,Vincent Spadea,Brian Vahaly,0.49634594500095386,1,1531.4961471237216,1523.423626090113,1547.1244606738808,1507.7953125399538,1509.6269225476458,1522.7777289428634,0.2536674071169822,2003
2003-03-10,Hard,103720,104068,Lleyton Hewitt,Robby Ginepri,0.9115907645774719,1,1957.5702122649268,1553.4155907255745,1960.416670222029,1550.5691327684722,1912.8915779973925,1506.404374008051,0.007816192907995997,2003
2003-03-10,Hard,102882,102318,Mark Philippoussis,Andrei Pavel,0.6163629942186065,1,1688.3553440592063,1610.6009307959202,1700.8332265156466,1598.12304833948,1638.5911543688505,1551.6127168265248,0.14717735220491293,2003
2003-03-10,Hard,102783,103018,Rainer Schuettler,Max Mirnyi,0.5736443101656873,1,1718.5696037538958,1664.534342337022,1732.101059307783,1651.0028867831347,1698.2738244563334,1649.2125841562365,0.18177917425409265,2003
2003-03-10,Hard,103484,102845,James Blake,Carlos Moya,0.3429256843842343,1,1684.7402230059918,1856.3952715693365,1708.0591859380136,1833.0763086373147,1650.9223378002146,1705.1988711092897,0.4317466562419269,2003
2003-03-10,Hard,102434,103694,Vincent Spadea,Olivier Rochus,0.4747950673817854,1,1547.1244606738808,1582.7996450225694,1564.7616139050724,1565.1624917913778,1526.2322505055217,1525.615144393875,0.2758402212465034,2003
2003-03-10,Hard,103408,103990,Brian Vahaly,Tommy Robredo,0.3223981891759092,1,1507.7953125399538,1668.3351374325907,1530.7036394736608,1645.4268104988837,1506.1724009849875,1603.6981473795915,0.45914421403208705,2003
2003-03-10,Hard,104068,103498,Robby Ginepri,Marat Safin,0.2827762846850927,1,1550.5691327684722,1748.7090370558924,1574.8183175652732,1724.4598522590913,1503.5925452076583,1628.8219666413704,0.5144098578101192,2003
2003-03-10,Hard,103720,103909,Lleyton Hewitt,Guillermo Coria,0.8099999893623921,1,1960.416670222029,1730.6664880529765,1967.149298221727,1723.9338600532787,1915.7034067977852,1641.6684786410185,0.0361000040422911,2003
2003-03-10,Hard,103018,102701,Max Mirnyi,Marcelo Rios,0.3809066049115668,1,1651.0028867831347,1707.9291043996927,1669.6012260094344,1689.330765173393,1635.4570393028896,1747.2809555302176,0.38327663184212285,2003
2003-03-10,Hard,102783,103151,Rainer Schuettler,Mariano Zabaleta,0.6589538622689665,1,1732.101059307783,1663.891742628086,1744.9996474735851,1650.9931544622839,1712.0293693096803,1551.4051882206477,0.1163124680612551,2003
2003-03-10,Hard,103206,103598,Sebastien Grosjean,Xavier Malisse,0.743944773441935,1,1802.5565664219878,1595.0057112872064,1809.9936517159065,1587.5686259932877,1732.89612133095,1569.8813348753097,0.065564279047702,2003
2003-03-10,Hard,104053,103852,Andy Roddick,Feliciano Lopez,0.7324096477079249,1,1739.7078981027223,1554.9161126497434,1747.9189075275126,1546.705103224953,1705.8850731569946,1540.8499745138784,0.07160459663979685,2003
2003-03-10,Hard,102856,103819,Gustavo Kuerten,Roger Federer,0.3758058038158949,1,1783.9761916199823,1871.9011614316125,1803.941004973073,1851.9363480785219,1739.0106275841197,1827.3706524334414,0.3896183945499211,2003
2003-03-10,Hard,102860,102450,Agustin Calleri,Tim Henman,0.3643223708341942,1,1670.5720057725048,1708.4617524173837,1688.3100084695525,1690.723749720336,1519.3675004892157,1674.8786246467068,0.4040860482218596,2003
2003-03-10,Hard,103484,103428,James Blake,Juan Ignacio Chela,0.5986299458542197,1,1708.0591859380136,1636.4431632070919,1720.8070754126834,1623.695273732422,1669.4017275829337,1602.1269733994723,0.16109792036498663,2003
2003-03-10,Hard,103694,102610,Olivier Rochus,Albert Costa,0.44127371302500307,1,1565.1624917913778,1629.273949098051,1584.0818730805615,1610.3545678088672,1509.6435631506592,1527.5249438786927,0.3121750637568666,2003
2003-03-10,Hard,102856,102860,Gustavo Kuerten,Agustin Calleri,0.7225456419850882,1,1803.941004973073,1688.3100084695525,1814.8042705900602,1677.4467428525652,1758.9942398633045,1542.0862481959239,0.07698092078146686,2003
2003-03-10,Hard,103498,102905,Marat Safin,Stefan Koubek,0.7122800728331034,1,1724.4598522590913,1517.7295245370126,1731.923935449607,1510.265441346497,1607.2923525977455,1499.0779981243584,0.08278275648892432,2003
2003-03-10,Hard,104053,103206,Andy Roddick,Sebastien Grosjean,0.4361934177440672,1,1747.9189075275126,1809.9936517159065,1766.7475212712588,1791.1650379721602,1714.8092690811861,1741.8953521875824,0.31787786219511593,2003
2003-03-10,Hard,103408,103602,Brian Vahaly,Fernando Gonzalez,0.316500725368146,1,1530.7036394736608,1703.7172036928348,1554.071984886409,1680.3488582800867,1526.549270754367,1621.0263851907164,0.4671712584222706,2003
2003-03-10,Hard,103819,102456,Roger Federer,Felix Mantilla,0.7046621490642485,1,1851.9363480785219,1724.1593873370448,1862.3036910010487,1713.792044414518,1807.3870401542565,1633.034533987482,0.08722444619534817,2003
2003-03-10,Hard,104053,102358,Andy Roddick,Thomas Enqvist,0.666335881638121,1,1766.7475212712588,1627.8345239657262,1776.670750992566,1617.9112942444192,1732.054108379815,1630.6601501828713,0.11133174388221002,2003
2003-03-10,Hard,103852,103103,Feliciano Lopez,Dominik Hrbaty,0.41387008394717745,1,1546.705103224953,1615.3867970358774,1565.8274459406919,1596.2644543201386,1531.9257785896868,1584.1479673327333,0.34354827849208885,2003
2003-03-10,Hard,103598,103970,Xavier Malisse,David Ferrer,0.5520463038696198,1,1587.5686259932877,1570.7159666472328,1602.793140446214,1555.4914521943065,1560.8821040186774,1505.1408576732242,0.20066251387686898,2003
2003-03-10,Hard,103206,103176,Sebastien Grosjean,David Sanchez,0.8121132875447239,1,1791.1650379721602,1599.2908086565865,1799.1296629232081,1591.3261837055386,1724.6505128889535,1407.948303074427,0.03530141671725161,2003
2003-03-10,Hard,102783,101885,Rainer Schuettler,Wayne Arthurs,0.7230341193949608,1,1744.9996474735851,1597.5757837897677,1754.5906308703925,1587.9848003929603,1721.1178821775159,1535.1557297725876,0.07671009901932485,2003
2003-03-10,Hard,103151,104022,Mariano Zabaleta,Mikhail Youzhny,0.38240415710165065,1,1650.9931544622839,1741.949382162544,1671.0887045917684,1721.8538320330595,1542.3166753528121,1617.9058550342547,0.3814246251653226,2003
2003-03-10,Hard,102856,101964,Gustavo Kuerten,Goran Ivanisevic,0.8172940925222134,1,1814.8042705900602,1559.4903417265334,1820.7878686358722,1553.5067436807217,1766.1282761802695,1500.941588985538,0.03338144862728151,2003
2003-03-10,Hard,103018,101965,Max Mirnyi,Wayne Ferreira,0.4565388661013609,1,1669.6012260094344,1715.580370903649,1687.7063687277391,1697.4752281853443,1656.4359729216828,1671.009415824091,0.29535000405839446,2003
2003-03-10,Hard,103720,102338,Lleyton Hewitt,Yevgeny Kafelnikov,0.8480083633470215,1,1967.149298221727,1655.8939139812019,1971.7208421885719,1651.322370014357,1921.1803292802026,1635.1713583926855,0.02310145761245105,2003
2003-03-10,Hard,103909,102374,Guillermo Coria,Alex Corretja,0.5342617353478941,1,1723.9338600532787,1701.5021330568816,1738.9022738304814,1686.533719279679,1636.191556158601,1610.9335633172027,0.21691213116115501,2003
2003-03-10,Hard,104068,102562,Robby Ginepri,Jiri Novak,0.23674975855294217,1,1574.8183175652732,1773.8469164656663,1599.0975098395552,1749.5677241913843,1525.1221592512832,1732.7954848240054,0.5825509310689921,2003
2003-03-10,Hard,103498,102882,Marat Safin,Mark Philippoussis,0.4991994623383881,1,1731.923935449607,1700.8332265156466,1746.4959649868738,1686.2611969783798,1618.4640303860035,1650.6672813553903,0.2508011785221596,2003
2003-03-10,Hard,103408,103507,Brian Vahaly,Juan Carlos Ferrero,0.2066672705360661,1,1554.071984886409,1824.4842917234048,1580.4997472856667,1798.056529324147,1546.7959426687573,1743.730570229801,0.6293768196386953,2003
2003-03-10,Hard,103507,102227,Juan Carlos Ferrero,Sargis Sargsian,0.7446322802920881,1,1798.056529324147,1593.9700396282676,1805.6080660940609,1586.4185028583538,1719.5222091671503,1551.7880102665404,0.06521267226881867,2003
2003-03-10,Hard,102434,103017,Vincent Spadea,Nicolas Kiefer,0.46308762197102105,1,1564.7616139050724,1598.8959552836477,1582.328520199704,1581.3290489890162,1542.2038317487375,1559.461685252613,0.2882749016807332,2003
