tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file,tourney_date_parsed,r_w_global_before,r_l_global_before,r_w_surface_before,r_l_surface_before
2018-0891,Pune,Hard,32,A,20180101,297,105227,1.0,,Marin Cilic,R,198.0,CRO,29.2,105732,8.0,,Pierre Hugues Herbert,R,188.0,FRA,26.7,6-3 6-2,3,QF,64.0,7.0,1.0,44.0,24.0,23.0,13.0,9.0,0.0,0.0,2.0,5.0,46.0,25.0,17.0,8.0,8.0,1.0,4.0,6.0,3805.0,81.0,652.0,atp_matches_2018.csv,2018-01-01,1974.1357716136752,1611.5372897141726,1847.5609123062113,1561.6295214072138
2018-0891,Pune,Hard,32,A,20180101,297,105227,1.0,,Marin Cilic,R,198.0,CRO,29.2,105732,8.0,,Pierre Hugues Herbert,R,188.0,FRA,26.7,6-3 6-2,3,QF,64.0,7.0,1.0,44.0,24.0,23.0,13.0,9.0,0.0,0.0,2.0,5.0,46.0,25.0,17.0,8.0,8.0,1.0,4.0,6.0,3805.0,81.0,652.0,atp_matches_2018.csv,2018-01-01,1955.2076446569447,1636.7534233468011,1836.4182768150542,1586.499842080682
2018-0891,Pune,Hard,32,A,20180101,298,104731,2.0,,Kevin Anderson,R,203.0,RSA,31.6,105332,4.0,,Benoit Paire,R,196.0,FRA,28.6,6-7(6) 7-6(2) 6-1,3,SF,139.0,26.0,3.0,107.0,74.0,55.0,22.0,16.0,4.0,5.0,6.0,4.0,101.0,52.0,40.0,28.0,15.0,6.0,9.0,14.0,2480.0,41.0,1155.0,atp_matches_2018.csv,2018-01-01,1855.1921193938442,1694.3117854009731,1761.6797752870907,1653.3273547245728
2018-0891,Pune,Hard,32,A,20180101,298,104731,2.0,,Kevin Anderson,R,203.0,RSA,31.6,105332,4.0,,Benoit Paire,R,196.0,FRA,28.6,6-7(6) 7-6(2) 6-1,3,SF,139.0,26.0,3.0,107.0,74.0,55.0,22.0,16.0,4.0,5.0,6.0,4.0,101.0,52.0,40.0,28.0,15.0,6.0,9.0,14.0,2480.0,41.0,1155.0,atp_matches_2018.csv,2018-01-01,1861.2257786823811,1743.4559915178015,1775.7967347017143,1700.237865302143
2018-M020,Brisbane,Hard,32,A,20180101,287,104797,,,Denis Istomin,R,185.0,UZB,31.3,111577,,,Jared Donaldson,R,188.0,USA,21.2,7-6(5) 6-2,3,R16,91.0,6.0,1.0,63.0,45.0,35.0,8.0,10.0,5.0,7.0,4.0,9.0,72.0,35.0,26.0,15.0,10.0,5.0,9.0,63.0,809.0,54.0,890.0,atp_matches_2018.csv,2018-01-01,1810.2644281797177,1646.184087047503,1765.3020466496023,1587.1317387260233
2018-M020,Brisbane,Hard,32,A,20180101,287,104797,,,Denis Istomin,R,185.0,UZB,31.3,111577,,,Jared Donaldson,R,188.0,USA,21.2,7-6(5) 6-2,3,R16,91.0,6.0,1.0,63.0,45.0,35.0,8.0,10.0,5.0,7.0,4.0,9.0,72.0,35.0,26.0,15.0,10.0,5.0,9.0,63.0,809.0,54.0,890.0,atp_matches_2018.csv,2018-01-01,1842.4839623652513,1668.7436652188956,1799.051636364564,1614.3369102122044
2018-M020,Brisbane,Hard,32,A,20180101,286,105992,,,Ryan Harrison,R,185.0,USA,25.6,105870,,LL,Yannick Hanfmann,R,193.0,GER,26.1,6-7(5) 6-4 6-2,3,R16,145.0,19.0,5.0,96.0,54.0,43.0,23.0,15.0,8.0,9.0,5.0,5.0,115.0,68.0,50.0,17.0,15.0,7.0,11.0,47.0,1010.0,119.0,499.0,atp_matches_2018.csv,2018-01-01,1778.9345194361424,1662.3569435429513,1744.380980047041,1500.0
2018-M020,Brisbane,Hard,32,A,20180101,286,105992,,,Ryan Harrison,R,185.0,USA,25.6,105870,,LL,Yannick Hanfmann,R,193.0,GER,26.1,6-7(5) 6-4 6-2,3,R16,145.0,19.0,5.0,96.0,54.0,43.0,23.0,15.0,8.0,9.0,5.0,5.0,115.0,68.0,50.0,17.0,15.0,7.0,11.0,47.0,1010.0,119.0,499.0,atp_matches_2018.csv,2018-01-01,1823.6799327860417,1651.5327422464904,1781.5308270112541,1493.7041916350063
2018-M020,Brisbane,Hard,32,A,20180101,284,105357,,WC,John Millman,R,183.0,AUS,28.5,105166,,Q,Peter Polansky,R,180.0,CAN,29.5,7-6(4) 6-0,3,R32,95.0,8.0,0.0,57.0,37.0,27.0,17.0,9.0,1.0,1.0,1.0,1.0,74.0,43.0,24.0,17.0,9.0,7.0,10.0,128.0,436.0,137.0,404.0,atp_matches_2018.csv,2018-01-01,1756.0940934369612,1557.9612518915924,1731.5035575405275,1538.1446196552317
2018-M020,Brisbane,Hard,32,A,20180101,284,105357,,WC,John Millman,R,183.0,AUS,28.5,105166,,Q,Peter Polansky,R,180.0,CAN,29.5,7-6(4) 6-0,3,R32,95.0,8.0,0.0,57.0,37.0,27.0,17.0,9.0,1.0,1.0,1.0,1.0,74.0,43.0,24.0,17.0,9.0,7.0,10.0,128.0,436.0,137.0,404.0,atp_matches_2018.csv,2018-01-01,1760.4647862025456,1550.2101978917922,1735.7149075928469,1530.231013415229
