tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file,tourney_date_parsed,r_w_global_before,r_l_global_before,r_w_surface_before,r_l_surface_before
2004-339,Adelaide,Hard,32,A,20040105,9,103758,5.0,,Taylor Dent,R,188.0,USA,22.6,103632,,,Luis Horna,R,180.0,PER,23.3,6-2 6-3,3,R32,65.0,8.0,6.0,51.0,22.0,17.0,20.0,9.0,2.0,2.0,2.0,2.0,54.0,40.0,27.0,3.0,8.0,2.0,5.0,33.0,1045.0,64.0,548.0,atp_matches_2004.csv,2004-01-05,1898.905968125594,1700.5974578188154,1850.7536512217398,1473.0842923532462
2004-339,Adelaide,Hard,32,A,20040105,9,103758,5.0,,Taylor Dent,R,188.0,USA,22.6,103632,,,Luis Horna,R,180.0,PER,23.3,6-2 6-3,3,R32,65.0,8.0,6.0,51.0,22.0,17.0,20.0,9.0,2.0,2.0,2.0,2.0,54.0,40.0,27.0,3.0,8.0,2.0,5.0,33.0,1045.0,64.0,548.0,atp_matches_2004.csv,2004-01-05,1871.605495852655,1692.852341825334,1822.8847759775076,1469.8168975885817
2004-339,Adelaide,Hard,32,A,20040105,12,103096,3.0,,Arnaud Clement,R,173.0,FRA,26.0,103812,,,Victor Hanescu,R,198.0,ROU,22.4,6-3 6-2,3,R32,68.0,0.0,1.0,44.0,27.0,22.0,14.0,9.0,0.0,0.0,5.0,4.0,53.0,32.0,21.0,10.0,8.0,5.0,8.0,31.0,1065.0,70.0,515.0,atp_matches_2004.csv,2004-01-05,1806.6941904632095,1662.1939030882295,1687.0423432730636,1512.7762991918953
2004-339,Adelaide,Hard,32,A,20040105,12,103096,3.0,,Arnaud Clement,R,173.0,FRA,26.0,103812,,,Victor Hanescu,R,198.0,ROU,22.4,6-3 6-2,3,R32,68.0,0.0,1.0,44.0,27.0,22.0,14.0,9.0,0.0,0.0,5.0,4.0,53.0,32.0,21.0,10.0,8.0,5.0,8.0,31.0,1065.0,70.0,515.0,atp_matches_2004.csv,2004-01-05,1792.7624322234572,1652.4895068775593,1677.1972992973065,1504.1900153813706
2004-339,Adelaide,Hard,32,A,20040105,8,103252,7.0,,Alberto Martin,R,175.0,ESP,25.3,104339,,,Mario Ancic,R,196.0,CRO,19.7,6-3 6-7(6) 7-6(3),3,R32,142.0,2.0,5.0,113.0,74.0,50.0,20.0,16.0,3.0,6.0,12.0,4.0,110.0,59.0,44.0,20.0,17.0,3.0,8.0,54.0,667.0,74.0,475.0,atp_matches_2004.csv,2004-01-05,1619.4823518657688,1606.8229238332972,1565.584567903299,1543.4531740283296
2004-339,Adelaide,Hard,32,A,20040105,8,103252,7.0,,Alberto Martin,R,175.0,ESP,25.3,104339,,,Mario Ancic,R,196.0,CRO,19.7,6-3 6-7(6) 7-6(3),3,R32,142.0,2.0,5.0,113.0,74.0,50.0,20.0,16.0,3.0,6.0,12.0,4.0,110.0,59.0,44.0,20.0,17.0,3.0,8.0,54.0,667.0,74.0,475.0,atp_matches_2004.csv,2004-01-05,1634.8996215224001,1591.4056541766658,1580.5667558024466,1528.4709861291822
2004-339,Adelaide,Hard,32,A,20040105,11,102563,,WC,Thomas Johansson,R,180.0,SWE,28.7,103294,,,Christophe Rochus,R,170.0,BEL,25.0,6-1 6-3,3,R32,53.0,5.0,0.0,40.0,21.0,19.0,14.0,8.0,0.0,0.0,3.0,3.0,45.0,23.0,15.0,8.0,8.0,3.0,7.0,,,84.0,436.0,atp_matches_2004.csv,2004-01-05,1640.086062492845,1478.267282139853,1654.9082512895818,1353.895886698015
2004-339,Adelaide,Hard,32,A,20040105,11,102563,,WC,Thomas Johansson,R,180.0,SWE,28.7,103294,,,Christophe Rochus,R,170.0,BEL,25.0,6-1 6-3,3,R32,53.0,5.0,0.0,40.0,21.0,19.0,14.0,8.0,0.0,0.0,3.0,3.0,45.0,23.0,15.0,8.0,8.0,3.0,7.0,,,84.0,436.0,atp_matches_2004.csv,2004-01-05,1659.566415178128,1469.223450777886,1660.8522461990772,1349.0883967366194
2004-339,Adelaide,Hard,32,A,20040105,17,104379,,WC,Todd Reid,R,180.0,AUS,19.5,103171,,,Raemon Sluiter,R,185.0,NED,25.7,6-3 6-2,3,R16,52.0,3.0,0.0,59.0,45.0,33.0,8.0,9.0,3.0,3.0,5.0,2.0,44.0,27.0,20.0,5.0,8.0,0.0,3.0,243.0,145.0,59.0,608.0,atp_matches_2004.csv,2004-01-05,1469.7328279411752,1600.9188371860344,1404.423144723771,1536.8284134849516
2004-339,Adelaide,Hard,32,A,20040105,17,104379,,WC,Todd Reid,R,180.0,AUS,19.5,103171,,,Raemon Sluiter,R,185.0,NED,25.7,6-3 6-2,3,R16,52.0,3.0,0.0,59.0,45.0,33.0,8.0,9.0,3.0,3.0,5.0,2.0,44.0,27.0,20.0,5.0,8.0,0.0,3.0,243.0,145.0,59.0,608.0,atp_matches_2004.csv,2004-01-05,1515.8949709221117,1622.1569385227258,1463.4136690505388,1560.732508128361
