tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file,tourney_date_parsed,r_w_global_before,r_l_global_before,r_w_surface_before,r_l_surface_before
2009-339,Brisbane,Hard,32,A,20090104,10,103566,,,Michael Llodra,L,190.0,FRA,28.6,102512,,Q,Joseph Sirianni,R,175.0,AUS,33.9,5-7 7-6(3) 6-2,3,R32,145.0,13.0,3.0,101.0,70.0,57.0,12.0,16.0,3.0,5.0,9.0,0.0,94.0,41.0,31.0,28.0,16.0,4.0,7.0,54.0,1400.0,263.0,282.0,atp_matches_2009.csv,2009-01-04,1690.858311214893,1554.0574143980461,1636.0725370387197,1546.7785033148052
2009-339,Brisbane,Hard,32,A,20090104,10,103566,,,Michael Llodra,L,190.0,FRA,28.6,102512,,Q,Joseph Sirianni,R,175.0,AUS,33.9,5-7 7-6(3) 6-2,3,R32,145.0,13.0,3.0,101.0,70.0,57.0,12.0,16.0,3.0,5.0,9.0,0.0,94.0,41.0,31.0,28.0,16.0,4.0,7.0,54.0,1400.0,263.0,282.0,atp_matches_2009.csv,2009-01-04,1693.3923844076996,1544.0507575297602,1640.6121851986666,1534.8024348973152
2009-339,Brisbane,Hard,32,A,20090104,11,103898,,,Julien Benneteau,R,185.0,FRA,27.0,104068,,,Robby Ginepri,R,183.0,USA,26.2,3-6 6-3 7-5,3,R32,127.0,10.0,9.0,99.0,62.0,41.0,17.0,15.0,2.0,6.0,8.0,2.0,88.0,53.0,32.0,21.0,15.0,4.0,9.0,40.0,1608.0,49.0,1480.0,atp_matches_2009.csv,2009-01-04,1803.9280738517764,1767.4946817019786,1598.5219581319411,1721.2933419827395
2009-339,Brisbane,Hard,32,A,20090104,11,103898,,,Julien Benneteau,R,185.0,FRA,27.0,104068,,,Robby Ginepri,R,183.0,USA,26.2,3-6 6-3 7-5,3,R32,127.0,10.0,9.0,99.0,62.0,41.0,17.0,15.0,2.0,6.0,8.0,2.0,88.0,53.0,32.0,21.0,15.0,4.0,9.0,40.0,1608.0,49.0,1480.0,atp_matches_2009.csv,2009-01-04,1799.3726267004045,1753.1663783527395,1604.4809312477978,1699.8636471705404
2009-339,Brisbane,Hard,32,A,20090104,23,104755,7.0,,Richard Gasquet,R,185.0,FRA,22.5,103758,,,Taylor Dent,R,188.0,USA,27.7,7-5 6-4,3,R16,80.0,9.0,2.0,60.0,39.0,32.0,11.0,11.0,4.0,5.0,4.0,7.0,70.0,41.0,31.0,10.0,11.0,2.0,5.0,23.0,2320.0,865.0,28.0,atp_matches_2009.csv,2009-01-04,1857.4171004864106,1561.0264332748327,1827.021959163675,1553.2352557726906
2009-339,Brisbane,Hard,32,A,20090104,23,104755,7.0,,Richard Gasquet,R,185.0,FRA,22.5,103758,,,Taylor Dent,R,188.0,USA,27.7,7-5 6-4,3,R16,80.0,9.0,2.0,60.0,39.0,32.0,11.0,11.0,4.0,5.0,4.0,7.0,70.0,41.0,31.0,10.0,11.0,2.0,5.0,23.0,2320.0,865.0,28.0,atp_matches_2009.csv,2009-01-04,1881.2476173145724,1578.799521282122,1845.5880931909805,1565.28661657771
2009-339,Brisbane,Hard,32,A,20090104,13,104755,7.0,,Richard Gasquet,R,185.0,FRA,22.5,102967,,,Marc Gicquel,R,188.0,FRA,31.7,4-6 6-2 6-2,3,R32,133.0,6.0,5.0,91.0,42.0,29.0,26.0,13.0,3.0,5.0,7.0,6.0,100.0,45.0,30.0,23.0,13.0,13.0,18.0,23.0,2320.0,50.0,1428.0,atp_matches_2009.csv,2009-01-04,1862.3342911110133,1642.6025855378389,1832.5053712080162,1529.8256781231878
2009-339,Brisbane,Hard,32,A,20090104,13,104755,7.0,,Richard Gasquet,R,185.0,FRA,22.5,102967,,,Marc Gicquel,R,188.0,FRA,31.7,4-6 6-2 6-2,3,R32,133.0,6.0,5.0,91.0,42.0,29.0,26.0,13.0,3.0,5.0,7.0,6.0,100.0,45.0,30.0,23.0,13.0,13.0,18.0,23.0,2320.0,50.0,1428.0,atp_matches_2009.csv,2009-01-04,1886.0214413522601,1635.5582520291014,1850.9031977654395,1525.0572664702643
2009-339,Brisbane,Hard,32,A,20090104,14,103758,,,Taylor Dent,R,188.0,USA,27.7,104327,,,Steve Darcis,R,178.0,BEL,24.8,7-6(0) 6-2,3,R32,86.0,8.0,5.0,68.0,37.0,31.0,13.0,10.0,6.0,8.0,4.0,2.0,70.0,46.0,24.0,14.0,10.0,1.0,5.0,865.0,28.0,59.0,1362.0,atp_matches_2009.csv,2009-01-04,1556.10924265023,1710.8705009882233,1547.7518437283495,1581.1817982945302
2009-339,Brisbane,Hard,32,A,20090104,14,103758,,,Taylor Dent,R,188.0,USA,27.7,104327,,,Steve Darcis,R,178.0,BEL,24.8,7-6(0) 6-2,3,R32,86.0,8.0,5.0,68.0,37.0,31.0,13.0,10.0,6.0,8.0,4.0,2.0,70.0,46.0,24.0,14.0,10.0,1.0,5.0,865.0,28.0,59.0,1362.0,atp_matches_2009.csv,2009-01-04,1574.0256972444342,1688.1802223563313,1559.971512003251,1563.6470254451697
