player_name,surface,rating,last_match
Skander Mansouri,Clay,1500.709623701241,2024-09-13
Tomas Cakl,Clay,1500.607258418297,2008-01-07
Tomas Barrios Vera,Clay,1500.6005567443183,2024-09-12
Diogo Rocha,Clay,1500.5810474207808,2005-03-04
Irakli Ushangishvili,Clay,1500.5406531896244,2005-07-15
Ervin Eleskovic,Clay,1500.5194785170443,2011-07-08
Marc Lopez,Clay,1500.512852729591,2016-09-16
Simone Vagnozzi,Clay,1500.462413449071,2011-07-25
Wayne Black,Clay,1500.3803666223762,2005-09-23
Issam Al Tawil,Clay,1500.372479439711,2013-04-05
Rob Steckley,Clay,1500.3288024980425,2006-07-21
Daniel Vallejo,Clay,1500.318842023975,2024-02-03
Oleg Ogorodov,Clay,1500.2920606471857,2003-04-04
Amr Elsayed Abdou Ahmed Mohamed,Clay,1500.206063331817,2024-09-13
Sina Moghimi,Clay,1500.197721856037,2024-03-15
Chris Rodesch,Clay,1500.142165438571,2024-09-14
Jose Benitez,Clay,1500.0839488369043,2012-02-10
Fritz Wolmarans,Clay,1500.0338330211207,2015-07-17
Jean Francois Bachelot,Clay,1500.0293889454324,2002-06-24
Sarvar Ikramov,Clay,1500.0030326493363,2013-02-01
Anton Tsymbalov,Clay,1500.0,2006-09-22
Tucker Vorster,Clay,1500.0,2016-07-15
Americo Venero Montes,Clay,1499.9663034182647,2000-04-06
David Jorda Sanchis,Clay,1499.861380609045,2024-04-01
Guillermo Olaso,Clay,1499.8189055927724,2013-04-22
Juan Pablo Ficovich,Clay,1499.814031772391,2022-01-31
Rajeev Ram,Clay,1499.7918230651055,2017-07-17
Robin Vik,Clay,1499.746015878327,2009-05-17
Jurij Rodionov,Clay,1499.6776429514066,2024-09-13
August Holmgren,Clay,1499.6556433781466,2024-09-14
Alejandro Falla,Clay,1499.642421590381,2017-02-06
Jurabek Karimov,Clay,1499.5799609460432,2019-09-13
Edouard Roger-Vasselin,Clay,1499.5427948770025,2016-06-27
Stephane Robert,Clay,1499.4813915324214,2020-01-13
Francisco Llanes,Clay,1499.4764028002128,2021-09-18
Todd Martin,Clay,1499.4433583502753,2004-08-30
Dominic Stricker,Clay,1499.388347715981,2024-10-21
Caio Zampieri,Clay,1499.334082533575,2011-01-31
Jose Bernard,Clay,1499.3326965328938,2004-02-06
Arnaud Clement,Clay,1499.274257729995,2012-05-27
Chia Yen Tsai,Clay,1499.263693206478,2000-10-06
Rene Busch,Clay,1499.263693206478,2000-04-28
Salifu Mohammed,Clay,1499.263693206478,2005-07-15
Rok Jarc,Clay,1499.1882222893792,2006-04-07
Genaro Deleon,Clay,1499.134675356314,2001-04-06
Adolfo Daniel Vallejo,Clay,1499.0255194005279,2021-09-17
Artem Sitak,Clay,1499.0223246381026,2017-01-09
Darwin Blanch,Clay,1498.92700846245,2024-04-22
Alvaro Guillen Meza,Clay,1498.9225711963452,2024-02-02
Alex Corretja,Clay,1498.874127445953,2005-04-25
Marcos Daniel,Clay,1498.5053822886007,2011-04-25
Eddy Chala,Clay,1498.4721081293494,2009-03-06
Viktor Galovic,Clay,1498.3960580870958,2019-07-15
Stefano Tarallo,Clay,1498.2997053021884,2000-09-25
Osgar Ohoisin,Clay,1498.2552770497277,2024-02-03
Murkel Alejandro Dellien Velasco,Clay,1498.2345940959199,2024-09-13
Andrej Kracman,Clay,1498.1804752628416,2009-03-06
Julien Benneteau,Clay,1497.980780688681,2018-08-27
Vimuktha De Alwis,Clay,1497.9104839740316,2012-02-10
Francisco Fogues,Clay,1497.8814980380398,2005-05-16
Roman Recarte,Clay,1497.6925124684076,2011-07-08
Bob Bryan,Clay,1497.6829686114913,2009-07-10
Nicolas Kicker,Clay,1497.5657350534789,2022-02-21
Jalil Khan,Clay,1497.555672043066,2009-07-10
Bruno Britez,Clay,1497.44170785132,2017-02-03
Camilo Ugo Carabelli,Clay,1497.4298911648452,2024-08-26
Roberto Carretero,Clay,1497.4077431519443,2001-09-24
Salvador Navarro,Clay,1497.4020995156384,2004-04-26
Daniel Garza,Clay,1497.3974694806932,2015-03-06
Stefano Napolitano,Clay,1497.2826218644836,2024-07-15
Joaquin  Aguilar Cardozo ,Clay,1497.2425066061303,2024-09-13
Daniel Cukierman,Clay,1497.1838745222403,2024-09-13
Clement Morel,Clay,1497.1735536168178,2009-07-10
Andrea Pellegrino,Clay,1497.1118723816373,2024-07-15
Mateus Alves,Clay,1497.0846325575105,2023-02-20
Augustin Gensse,Clay,1497.0647164418665,2011-08-29
Edwin Kempes,Clay,1497.015615680915,2002-08-26
Juan Giner,Clay,1496.8120097057692,2003-09-22
Pablo Galdon,Clay,1496.7898487721786,2011-02-14
Andrea Arnaboldi,Clay,1496.6272144696734,2021-01-05
Murad Inoyatov,Clay,1496.6091377113971,2012-02-10
Wolfgang Schranz,Clay,1496.586324091923,2000-07-17
Albert Portas,Clay,1496.4523239331022,2007-04-15
Oriol Roca Batalla,Clay,1496.1959352407082,2023-05-22
Germain Gigounon,Clay,1496.1313878948952,2015-05-24
Marc Gicquel,Clay,1496.1213413095645,2014-02-03
Peter Nagy,Clay,1496.0732170982812,2019-02-01
Andy Ram,Clay,1496.0508015447087,2012-04-06
Yibing Wu,Clay,1495.9158978022663,2024-10-02
Carlos Berlocq,Clay,1495.7536532207507,2019-04-08
Oliver Marach,Clay,1495.5404535998166,2015-07-17
Nick Hardt,Clay,1495.403756174102,2024-07-15
Gabriel Diallo,Clay,1495.3650176121196,2024-11-20
Andrea Basso,Clay,1495.3004022990622,2019-05-13
Vasilis Mazarakis,Clay,1495.2758659891003,2006-03-06
Daniel Nestor,Clay,1495.1203845023376,2006-08-07
Robby Ginepri,Clay,1495.042887834398,2014-08-17
Takao Suzuki,Clay,1495.0376417133589,2009-10-05
Matteo Gigante,Clay,1494.9879766050863,2024-05-06
Paul Goldstein,Clay,1494.98196905262,2007-08-27
Julian Lenz,Clay,1494.813816838129,2019-09-16
Alexander Zgirovsky,Clay,1494.7390770163581,2021-09-18
Dustin Brown,Clay,1494.6393044496895,2021-06-07
Josselin Ouanna,Clay,1494.6391625696374,2013-04-08
Marco Crugnola,Clay,1494.6327510519388,2011-01-17
Alberto Lim,Clay,1494.5162597410026,2020-03-06
Sherif Sabry,Clay,1494.3189038007763,2014-01-31
Anoosha Shahgholi,Clay,1494.290213122858,2017-02-03
Paul Hanley,Clay,1494.1457509533002,2008-02-08
Francisco Cabral,Clay,1494.1426700765367,2024-07-29
Jose De Armas,Clay,1494.1186413367816,2010-09-17
Taro Daniel,Clay,1494.0674290071831,2024-10-14
Marcus Sarstrand,Clay,1494.067163690337,2003-07-07
Dino Prizmic,Clay,1494.028863233071,2024-02-12
Vladyslav Manafov,Clay,1493.9819644264737,2015-09-18
Jan Satral,Clay,1493.9275240429542,2017-02-03
Nathan Healey,Clay,1493.8408459424309,2007-07-29
Alexander Ward,Clay,1493.6935017072308,2017-07-03
Sascha Kloer,Clay,1493.5336718747174,2009-05-03
Jan Choinski,Clay,1493.2740414439124,2024-08-26
Frederic Niemeyer,Clay,1493.264853761505,2009-08-10
Shintaro Mochizuki,Clay,1493.2583972080938,2024-09-25
Ivan Gakhov,Clay,1493.1435034782705,2024-04-15
Julian Alonso,Clay,1493.0700095191223,2000-09-11
Vilius Gaubas,Clay,1492.8357675753136,2024-09-13
Felipe Meligeni Alves,Clay,1492.8078935445672,2024-07-15
Amir Hadad,Clay,1492.7898347952362,2005-09-12
Romain Jouan,Clay,1492.7477754442682,2011-08-29
Aljoscha Thron,Clay,1492.6891192275582,2005-09-26
Josko Topic,Clay,1492.6754984336906,2013-07-22
Gilles Elseneer,Clay,1492.5012020861977,2006-04-07
Eduardo Rincon,Clay,1492.4708398844134,2001-02-09
Markos Kalovelonis,Clay,1492.39317301845,2014-04-04
Robert Smeets,Clay,1492.3665952163567,2008-09-22
Borna Gojo,Clay,1492.2993352980634,2024-09-13
Dinu Pescariu,Clay,1492.2914142984714,2001-09-10
Mathias Bourgue,Clay,1492.2685066878284,2023-11-06
Gerardo Lopez Villasenor,Clay,1492.161227788153,2022-09-16
Danai Udomchoke,Clay,1492.0991383977716,2015-03-06
Sam Groth,Clay,1492.0342282324634,2017-07-17
Calvin Hemery,Clay,1491.923641037881,2023-11-06
Ryan Harrison,Clay,1491.903232018493,2021-01-04
Matthias Bachinger,Clay,1491.8002999725793,2021-01-05
Uros Vico,Clay,1491.778142703146,2005-09-26
George Chantouria,Clay,1491.7387360472314,2007-04-06
Mykyta Mashtakov,Clay,1491.7185328919109,2017-04-07
Ivan Navarro,Clay,1491.671271169517,2012-04-30
Bastian Knittel,Clay,1491.6293355160485,2013-06-24
Gian Marco Moroni,Clay,1491.6248178544713,2022-04-18
Matias Boeker,Clay,1491.5807766725854,2005-04-18
Philipp Petzschner,Clay,1491.524669999519,2014-09-22
Yves Allegro,Clay,1491.5160273966558,2008-09-19
Yshai Oliel,Clay,1491.4823151639607,2024-09-13
Dominik Hrbaty,Clay,1491.4470811439185,2010-02-01
Thomas Muster,Clay,1491.2217744762759,2011-10-24
Enrique Lopez Perez,Clay,1491.160029755275,2016-07-18
Bobby Reynolds,Clay,1491.0908746129164,2013-08-18
Marcelo Amador,Clay,1491.0675692263665,2002-07-12
Alex Bogdanovic,Clay,1490.988041549514,2011-07-04
Alvaro Lopez San Martin,Clay,1490.9522310778796,2023-05-22
Viktor Durasovic,Clay,1490.9462430581377,2024-02-02
Leonardo Olguin,Clay,1490.9333390310694,2002-02-18
Gabi Adrian Boitan,Clay,1490.867710461053,2024-09-13
Gabriel Pitta,Clay,1490.785656963116,2004-09-24
Roman Andres Burruchaga,Clay,1490.6036596906215,2024-05-27
Bruno Echagaray,Clay,1490.5406121592391,2009-03-06
Stefan Kozlov,Clay,1490.5295131043063,2022-09-19
Christopher Kas,Clay,1490.5059183282062,2013-02-01
Miguel Angel Reyes Varela,Clay,1490.3616880115255,2014-09-12
Philippe Grandjean,Clay,1490.3344723182015,2008-07-18
Maximilian Abel,Clay,1490.328113632582,2004-05-10
Magnus Larsson,Clay,1490.2966075985191,2003-02-24
Daniel Koellerer,Clay,1490.2143248598138,2010-06-07
Santiago Fa Rodriguez Taverna,Clay,1490.0744859882277,2022-05-23
Nick Van Der Meer,Clay,1490.0718924638802,2004-07-12
Jaime Cortes,Clay,1490.0538238282472,2000-03-06
Riccardo Bonadio,Clay,1489.9086732367794,2023-04-03
Sonchat Ratiwatana,Clay,1489.840945480883,2007-02-09
Nikolas Sanchez Izquierdo,Clay,1489.8330587986886,2024-05-20
Nicolas Massu,Clay,1489.831358388295,2013-02-04
Alessandro Giannessi,Clay,1489.784429093709,2023-04-03
Alexander Bury,Clay,1489.772083163927,2012-09-14
Philippos Tsangaridis,Clay,1489.665515136437,2011-07-08
Philipp Oswald,Clay,1489.6485197441718,2014-09-22
Titouan Droguet,Clay,1489.619842371025,2024-11-04
Steven Korteling,Clay,1489.610715557571,2005-07-18
Alexander Shvec,Clay,1489.5920194488667,2003-02-07
Jenson Brooksby,Clay,1489.5659539229043,2023-01-16
Amine Ahouda,Clay,1489.527520147889,2019-04-05
Ivan Miranda,Clay,1489.5175951334854,2011-07-08
Pedro Braga,Clay,1489.5163287970317,2004-02-23
Eduardo Nava,Clay,1489.4548264467599,2023-05-29
Izak Van Der Merwe,Clay,1489.4455741951178,2012-09-14
Toni Androic,Clay,1489.4392004457545,2015-07-20
Laurent Recouderc,Clay,1489.3348930756604,2010-09-27
Joris De Loore,Clay,1489.330345640097,2024-02-03
Nerman Fatic,Clay,1489.2804728222732,2024-02-03
Bjorn Fratangelo,Clay,1489.2397790081666,2023-07-31
Martins Podzus,Clay,1489.237564949388,2017-02-03
Stefano Cobolli,Clay,1489.221555897351,2000-07-24
Edas Butvilas,Clay,1489.2171279349259,2024-09-13
Dmitry Vlasov,Clay,1489.2014543251196,2001-07-09
Gouichi Motomura,Clay,1489.1674462981152,2006-10-02
Matteo Marrai,Clay,1489.0651182491347,2008-04-28
Ramkumar Ramanathan,Clay,1488.999663181045,2024-10-02
Kornel Bardoczky,Clay,1488.806323201455,2010-03-05
Pedro Sakamoto,Clay,1488.769810400822,2019-02-25
Michael Mmoh,Clay,1488.768659011408,2024-04-01
Tomislav Peric,Clay,1488.756824094823,2006-04-24
Geoffrey Blancaneaux,Clay,1488.7237295219863,2023-02-20
Nicola Kuhn,Clay,1488.6724721279907,2022-07-18
Nuno Matias,Clay,1488.640266265729,2002-04-08
Bernd Karbacher,Clay,1488.6060801011256,2000-07-17
Carlos Gimeno Valero,Clay,1488.5794466014231,2022-05-02
Blaz Kavcic,Clay,1488.4214073149205,2020-03-06
Kasparas Zemaitelis,Clay,1488.3353899662795,2013-04-05
Gregoire Barrere,Clay,1488.2486909339268,2024-11-04
Maxime Teixeira,Clay,1488.2363272678892,2015-07-27
Scoville Jenkins,Clay,1488.1475291061224,2009-04-06
Roberto Ortega Olmedo,Clay,1488.0895744775173,2016-05-16
Guillaume Raoux,Clay,1488.0592369391727,2000-05-29
Christian Harrison,Clay,1488.0506861043557,2022-06-27
Anas Fattar,Clay,1488.0470225593763,2012-04-06
Raul Brancaccio,Clay,1487.9397742063875,2021-05-24
Denis Matsukevitch,Clay,1487.9123787456735,2008-07-14
Erik Chvojka,Clay,1487.824100757842,2012-04-23
Phillip Harboe,Clay,1487.79322596495,2005-01-31
Sebastian Fanselow,Clay,1487.784436935365,2024-05-20
Rares Cuzdriorean,Clay,1487.7545220298803,2013-04-05
Adrian Cruciat,Clay,1487.7448980769786,2008-09-08
Daniel Masur,Clay,1487.7440058471716,2021-06-28
Leandro Riedi,Clay,1487.7237980184714,2024-07-15
Matwe Middelkoop,Clay,1487.675551814215,2023-02-04
Mariano Hood,Clay,1487.6745912042052,2001-07-09
Kepler Orellana,Clay,1487.649767096892,2004-07-16
Hiu Tung Yu,Clay,1487.6053247792909,2012-04-06
Luis Delgado,Clay,1487.5922004328058,2011-03-04
Javier Garcia Sintes,Clay,1487.569623499396,2001-09-24
Alex Knaff,Clay,1487.5045853591455,2024-09-14
Mattia Bellucci,Clay,1487.4743321766598,2024-10-02
Feliciano Lopez,Clay,1487.452868418433,2023-06-26
Julio Peralta,Clay,1487.428617583464,2003-02-10
Jaak Poldma,Clay,1487.4134968601124,2012-04-06
Rasmus Norby,Clay,1487.3572020899217,2008-04-11
Erik Arutiunian,Clay,1487.2226891340183,2021-09-18
George Kallis,Clay,1487.2181583858146,2008-07-18
Scott Humphries,Clay,1487.1678586095504,2000-08-21
Zibusiso Ncube,Clay,1487.1355018636962,2005-03-04
Fredrik Ask,Clay,1487.132524211118,2010-07-09
Carlos Palencia,Clay,1487.095341893414,2006-09-22
Felipe Rios,Clay,1487.0332952553126,2011-01-31
Guillermo Rivera Aranguiz,Clay,1487.0013856872392,2011-03-04
Filip Peliwo,Clay,1486.92025847461,2015-08-10
Oscar Serrano,Clay,1486.8529329512176,2003-02-10
Hicham Khaddari,Clay,1486.805713879988,2014-04-07
Ruan Roelofse,Clay,1486.8044411061665,2021-09-18
Rodrigo Vallejo,Clay,1486.7462342220172,2001-04-06
Alec Beckley,Clay,1486.7048664238196,2024-09-14
Carlos Gomez Herrera,Clay,1486.69779629128,2012-04-30
Niels Desein,Clay,1486.6769365079126,2015-07-13
Kalle Flygt,Clay,1486.664028934384,2001-07-09
Inigo Cervantes Huegun,Clay,1486.6405681008407,2017-02-27
Nickolai Dyachok,Clay,1486.509720474522,2003-07-11
Alberto Emmanuel Alvarado Larin,Clay,1486.454119453174,2020-03-06
Javier Barranco Cosano,Clay,1486.428968318672,2024-05-20
Thomas Schiessling,Clay,1486.4066842269735,2004-07-19
M Abid Ali Khan Akbar,Clay,1486.386331481193,2018-02-02
Henrique Rocha,Clay,1486.34603417351,2024-09-13
Marzio Martelli,Clay,1486.2732075483966,2001-07-16
Pete Sampras,Clay,1486.2731653218916,2002-08-26
Joel Schwaerzler,Clay,1486.2693389705648,2024-10-21
Antoine Breikeh,Clay,1486.2386866859576,2006-04-07
Nicolas Todero,Clay,1486.2252394993411,2002-07-08
John El Khoury,Clay,1486.1934841257882,2006-04-07
Jason Jung,Clay,1486.176553462838,2023-07-31
Manuel Castellanos,Clay,1486.1641087535338,2016-03-04
Nam Hoang Ly,Clay,1486.1510072693115,2024-02-02
Juho Paukku,Clay,1486.1083298528597,2014-04-04
Nick Lindahl,Clay,1486.0952947365167,2010-07-19
Duilio Beretta,Clay,1486.0690104184796,2018-02-03
Jean Julien Rojer,Clay,1486.0418688616815,2007-04-06
Ladislav Svarc,Clay,1486.0144195132436,2003-07-07
Alexander Sadecky,Clay,1485.9781679167431,2011-07-25
Armin Sandbichler,Clay,1485.9612373118575,2006-07-24
Samir Iftikhar,Clay,1485.951425814257,2015-09-18
Christian Lindell,Clay,1485.9134890364503,2017-04-07
Santiago Maresca,Clay,1485.8781594677926,2016-03-04
Mariano Albert Ferrando,Clay,1485.8412167700144,2002-04-29
Arsenije Zlatanovic,Clay,1485.8303881190657,2009-05-04
Rowland Phillips,Clay,1485.8025467694188,2024-02-03
Mohamed Redha Ouahab,Clay,1485.7802063638683,2007-04-06
Lucas Miedler,Clay,1485.7548178939671,2024-02-03
Chemseddine Belal,Clay,1485.740914895938,2001-04-09
Albano Olivetti,Clay,1485.7099562845694,2016-06-27
David Miketa,Clay,1485.701535831143,2000-07-17
Eduardo Struvay,Clay,1485.6569709269281,2017-04-07
Ibrahim Abou Chahine,Clay,1485.5843971108739,2015-03-06
Janne Ojala,Clay,1485.5546589697776,2004-02-06
Hector Moretti,Clay,1485.5453083317236,2000-07-24
Eric Taino,Clay,1485.5298897471187,2008-04-11
Diego Hidalgo,Clay,1485.4872957866262,2012-02-10
Catalin Gard,Clay,1485.4668969547383,2007-09-10
Lavaughn Munroe,Clay,1485.4660817626036,2002-07-12
Marco Mirnegg,Clay,1485.4636493265255,2005-05-16
Girts Dzelde,Clay,1485.4358728782763,2000-07-21
Adam Jaya,Clay,1485.4358728782763,2009-03-06
Miguel Angel Este,Clay,1485.4358728782763,2016-03-04
Andres Bucaro,Clay,1485.4219716381815,2014-04-04
Abdulrahman Alawadhi,Clay,1485.421356656464,2016-03-04
Mansur Yakhyaev,Clay,1485.4009082046248,2003-04-04
Barry Cowan,Clay,1485.3969749390658,2002-06-24
Adam Walton,Clay,1485.396925531364,2024-09-18
Sumit Nagal,Clay,1485.3768474957044,2024-11-04
Ali Ghareeb,Clay,1485.3614798991618,2016-03-04
Jean Rene Lisnard,Clay,1485.3569653201841,2013-04-05
Lleyton Cronje,Clay,1485.3481570675513,2022-09-16
Cyril Jacobe,Clay,1485.3460454917383,2012-04-06
Nuno Marques,Clay,1485.346043234067,2000-04-10
Loic Didavi,Clay,1485.3425481668905,2013-02-01
Mehluli Don Ayanda Sibanda,Clay,1485.2327496995886,2021-11-26
Rodrigo Banzer,Clay,1485.2031629352227,2017-02-03
Marcello Craca,Clay,1485.182117317621,2002-09-23
Christian Ruud,Clay,1485.115604138659,2001-05-28
Gvidas Sabeckis,Clay,1485.1101118178908,2009-07-10
Marvin Moeller,Clay,1485.0770155984192,2016-07-11
Alan Fernando Rubio Fierros,Clay,1485.0571602704613,2024-09-14
Dragos Nicolae Madaras,Clay,1484.9829511493967,2023-07-17
Sid Ali Akkal,Clay,1484.9752990476322,2009-07-10
N Sriram Balaji,Clay,1484.9739720946359,2024-09-14
Alexis Galarneau,Clay,1484.9727814783164,2023-09-16
Ronaldo Carvalho,Clay,1484.939338898333,2004-09-24
Oleksii Krutykh,Clay,1484.9291971826965,2024-09-13
Hasan Ibrahim,Clay,1484.9160288431103,2020-03-06
Alexander Blom,Clay,1484.8535120818112,2011-07-08
Charles Irie,Clay,1484.8254546264527,2005-07-15
Duilio Vallebuona,Clay,1484.8102723830946,2015-03-06
Kristian Capalik,Clay,1484.8090362612086,2002-04-22
Martin Spottl,Clay,1484.802411488916,2000-02-28
Marco Aurelio Nunez,Clay,1484.7905360201314,2011-10-28
Eric Jr. Olivarez,Clay,1484.7791668732214,2020-03-06
Asim Shafik,Clay,1484.7716942657325,2006-09-22
Miha Gregorc,Clay,1484.7701398146428,2000-04-28
Serge Dakessian,Clay,1484.7701398146428,2001-04-06
Kwasi Ahenkora,Clay,1484.7701398146428,2003-07-11
Andre Ghem,Clay,1484.7481983826506,2016-07-18
Sean Cooper,Clay,1484.736306793522,2003-04-04
Oscar Posada,Clay,1484.736306793522,2001-07-20
Alexandru Andronachi,Clay,1484.736306793522,2002-07-12
Elvis Henry,Clay,1484.736306793522,2006-02-10
Christian Saravia,Clay,1484.736306793522,2009-03-06
Hamid Reza Nadaf,Clay,1484.736306793522,2024-03-15
Jing Yi Li,Clay,1484.7348203256927,2004-04-09
Thomas Blake,Clay,1484.7347485663738,2003-07-28
Dario Acosta,Clay,1484.7317699282983,2009-03-06
Abdulhamid Mubarak,Clay,1484.721000857984,2016-03-04
Sergey Makashin,Clay,1484.704091013991,2003-04-04
Sean Karam,Clay,1484.7024671725246,2002-09-20
Jose Zunino,Clay,1484.7024671725246,2006-09-22
Khumoun Sultanov,Clay,1484.7000411580868,2024-09-13
Alexander Tavkhelidze,Clay,1484.6999140525409,2009-07-10
David Kvernadze,Clay,1484.687338750389,2005-03-04
Andrei Vasilevski,Clay,1484.6835645823317,2012-09-17
Patricio Alvarado,Clay,1484.6830436748876,2007-04-06
Hayk Hakobyan,Clay,1484.6756763173985,2002-05-03
Sam Barry,Clay,1484.6679135477286,2015-07-17
Luis Javier Cuellar Contreras,Clay,1484.6644452331936,2007-04-06
Francesco Passaro,Clay,1484.6091597904015,2024-05-06
Isak Arvidsson,Clay,1484.608478779491,2017-02-03
Kevin Jonckheer,Clay,1484.5924393783673,2003-02-07
Francisco Costa,Clay,1484.5831722562589,2002-04-08
Kamil Majchrzak,Clay,1484.5661788283765,2024-09-13
Yohny Romero,Clay,1484.5355710357157,2010-03-05
Daniel King Turner,Clay,1484.5197774849125,2013-04-05
Andreas Fasching,Clay,1484.4928627297024,2000-07-24
Giovani Samaha,Clay,1484.4618885556858,2015-07-17
Andrei Karatchenia,Clay,1484.4583910335866,2009-05-08
Hyun Joon Kim,Clay,1484.4346473782807,2011-03-04
Ilija Martinoski,Clay,1484.4134226415274,2009-07-10
Ryan Russell,Clay,1484.4111005082962,2007-04-06
Matteo Trevisan,Clay,1484.4039558069023,2015-07-20
Mathias Hellstrom,Clay,1484.3917025260137,2004-07-05
Roman Vogeli,Clay,1484.389732687546,2006-07-10
Radim Zitko,Clay,1484.3850255555615,2005-07-18
Patricio Arquez,Clay,1484.3797150751775,2001-02-12
Naser Al Obaidly,Clay,1484.3725965508372,2015-03-06
Sanjar Fayziev,Clay,1484.321545482503,2022-03-04
Luca Vanni,Clay,1484.2938336216412,2019-01-14
Alex Michelsen,Clay,1484.19387705102,2024-12-18
Boy Westerhof,Clay,1484.1835873041252,2013-07-22
Bor Artnak,Clay,1484.1823876349613,2023-09-15
Petru Alexandru Luncanu,Clay,1484.1819325765161,2012-04-06
Xavier Malisse,Clay,1484.1556897041075,2013-08-26
Alexandar Lazov,Clay,1484.134004756239,2016-02-01
Eyal Ran,Clay,1484.1300116105986,2000-04-28
Israel Matos Gil,Clay,1484.1040914465943,2005-04-04
Tiago Sousa,Clay,1484.1029828378744,2001-04-09
Sanam Singh,Clay,1484.066999637329,2014-04-04
Altug Celikbilek,Clay,1484.0238846215161,2024-02-02
Diego Camacho,Clay,1484.016543778046,2008-02-08
Shahzad Khan,Clay,1484.0086147515187,2005-09-23
Jose Baires,Clay,1484.0,2000-02-04
Ruben Torres,Clay,1484.0,2000-02-04
Mohammed Reza Tavakoli,Clay,1484.0,2000-03-17
Augusto Sanabria,Clay,1484.0,2000-04-07
Frederik Fetterlein,Clay,1484.0,2003-09-19
Ilou Lonfo,Clay,1484.0,2001-07-20
Ivo Lagzdins,Clay,1484.0,2000-07-21
Sacha Thoma,Clay,1484.0,2000-07-21
Juan Enrique Crosa,Clay,1484.0,2012-02-10
Juan Pablo Barboza,Clay,1484.0,2001-04-06
Peit Hein Boekel,Clay,1484.0,2003-02-07
Samuel Fumi,Clay,1484.0,2002-05-03
Joel Allen,Clay,1484.0,2003-02-07
Dilshod Sharifi,Clay,1484.0,2003-04-04
Ricardo Mena,Clay,1484.0,2008-04-11
Tarek Ben Soltane,Clay,1484.0,2003-07-11
Mohammed Noor Noordin,Clay,1484.0,2004-04-09
Alessandro Camarco,Clay,1484.0,2004-09-24
Sergio Ramirez,Clay,1484.0,2005-03-04
Janis Skroderis,Clay,1484.0,2005-07-15
Augusto Ricciardi Castelli,Clay,1484.0,2005-07-15
Mikk Irdoja,Clay,1484.0,2005-07-15
Carlos Alvarez,Clay,1484.0,2006-02-10
Peng Sun,Clay,1484.0,2008-09-22
Yu Jr Wang,Clay,1484.0,2006-09-22
Leonardo Ramirez,Clay,1484.0,2006-07-21
Damian Patriarca,Clay,1484.0,2006-07-24
Goncalo Nicau,Clay,1484.0,2006-09-22
Revaz Osadze,Clay,1484.0,2008-04-11
Anis Ghorbel,Clay,1484.0,2016-03-04
Amaury Gomez,Clay,1484.0,2009-07-10
Marco Antonio Rojas,Clay,1484.0,2010-03-05
Adrian Forberg Skogeng,Clay,1484.0,2010-07-09
Julius Gotovskis,Clay,1484.0,2011-07-08
Rami Osman,Clay,1484.0,2012-04-06
Tunde Segodo,Clay,1484.0,2013-02-01
Markus Kerner,Clay,1484.0,2013-04-05
Constantinos Ioannides,Clay,1484.0,2014-04-04
Janis Podzus,Clay,1484.0,2016-07-15
Anthony Susanto,Clay,1484.0,2024-02-03
Brandon Perez,Clay,1484.0,2021-09-18
Linh Giang Trinh,Clay,1484.0,2024-02-02
Roey Tabet,Clay,1484.0,2021-09-18
Thabo Ncube,Clay,1484.0,2021-11-26
Benjamin Lock,Clay,1484.0,2024-02-03
Stylianos Christodoulou,Clay,1484.0,2024-02-03
Michail Pervolarakis,Clay,1484.0,2023-01-02
Daniel Azar,Clay,1484.0,2023-09-15
Fajing Sun,Clay,1484.0,2024-09-18
Jose  Flores,Clay,1484.0,2023-09-16
Michael Bassem Sobhy,Clay,1484.0,2024-02-02
Thanapet Chanta,Clay,1484.0,2024-02-03
Maximus Jones,Clay,1484.0,2024-02-03
Yassine Dlimi,Clay,1484.0,2024-09-14
Juan Carlos Fuentes Vasquez,Clay,1484.0,2024-09-14
Juan Carlos Gonzalez,Clay,1483.9942488032711,2001-04-06
Victor Bruthans,Clay,1483.9755885490388,2006-02-10
Weerapat Doakmaiklee,Clay,1483.9677242600806,2012-02-10
Aziz Avganov,Clay,1483.966160487233,2003-04-04
Luka Gregorc,Clay,1483.9660918698307,2010-03-05
Fabiano De Paula,Clay,1483.9604322362636,2014-07-21
David Vega Hernandez,Clay,1483.9206753566154,2015-04-27
Dennis Peschek,Clay,1483.9114603165242,2000-07-17
Nicolas Alvarez Varona,Clay,1483.8575050988163,2022-10-10
Alejandro Mendoza,Clay,1483.8304617690578,2018-02-03
Christopher Eldon,Clay,1483.7992931036226,2004-04-09
Paul Capdeville,Clay,1483.7755606555295,2013-09-13
Felipe Parada,Clay,1483.764907652334,2006-01-30
Thomas Haug,Clay,1483.7241218765344,2003-07-11
Radomir Vasek,Clay,1483.7208175224212,2000-07-24
Christopher Koutrouzas,Clay,1483.6954502311758,2011-07-08
Denys Molchanov,Clay,1483.6943615199352,2013-09-13
Jan Weinzierl,Clay,1483.678526162929,2003-05-19
Luis Diaz Barriga,Clay,1483.6599494714144,2011-10-28
Sunu Wahyu Trijati,Clay,1483.6465168868494,2015-03-06
Henrik Andersson,Clay,1483.6227098968695,2003-07-07
Gustavo Heide,Clay,1483.6118996717119,2024-07-22
Fred Simonsson,Clay,1483.6103651172436,2016-07-11
Francisco Cabello,Clay,1483.5820958736015,2000-07-24
